username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Edit Author,0.000,7.143,7.143,0.000,0.000,7.143,0.000,0.000,14.286,7.143,0.000,1,14,0
Andru.miller,14.286,19.048,14.286,0.000,0.000,0.000,0.000,0.000,47.619,0.000,0.000,0,21,0
Chimpoo1000,0.000,66.667,0.000,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,0,3,0
CommOERChip,14.141,11.111,13.131,1.010,0.000,1.010,9.091,1.010,38.384,2.020,0.000,1,99,0
Rydbergite,0.000,0.000,0.000,16.667,8.333,8.333,0.000,0.000,0.000,33.333,33.333,0,12,0
Zedekiah Nandwa,25.000,75.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,4,0
Hal.MacGregor,0.000,0.000,0.000,28.571,0.000,23.810,19.048,0.000,0.000,52.381,0.000,1,21,0
Bloodclan,0.000,33.333,0.000,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,1,3,0
Jattsikh,0.000,0.000,66.667,0.000,0.000,0.000,33.333,0.000,66.667,0.000,0.000,1,3,0
Eebeejay,0.000,0.000,0.000,0.000,0.000,9.091,0.000,9.091,0.000,9.091,18.182,0,11,0
Pachydermatous Mameluke,0.000,0.000,0.000,0.000,50.000,25.000,0.000,0.000,0.000,75.000,0.000,1,4,0
Muhammad Ibrahim Ahmad,26.667,6.667,36.667,6.667,3.333,0.000,36.667,0.000,70.000,10.000,0.000,1,30,0
Souagague,0.000,0.000,0.000,7.692,11.538,61.538,50.000,0.000,0.000,80.769,0.000,1,26,0
Bchigu007,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
ImmersionHeaterGuru,0.000,0.000,6.667,13.333,23.333,36.667,33.333,0.000,6.667,73.333,3.333,1,30,0
IngeWinter,33.333,19.048,33.333,0.000,0.000,0.000,28.571,0.000,85.714,0.000,0.000,1,21,0
Athifsarwar,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Arwa syr,27.027,13.514,29.730,8.108,0.000,5.405,32.432,0.000,70.270,13.514,0.000,1,37,0
IA-chemist,0.000,0.000,0.000,13.043,8.696,17.391,4.348,0.000,0.000,39.130,34.783,0,23,0
TyAbot,0.000,0.000,14.286,0.000,0.000,0.000,14.286,0.000,14.286,0.000,0.000,1,7,0
Burgerconquest,0.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,20.000,0.000,0.000,0,5,0
Katherineatnokia,14.286,57.143,14.286,0.000,0.000,0.000,0.000,0.000,85.714,0.000,0.000,1,7,0
A. Patrick DeAula,0.000,0.000,0.000,10.000,20.000,40.000,20.000,10.000,0.000,70.000,0.000,0,10,0
SachuKorattyswaroopam,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,33.333,0.000,0.000,1,3,0
EricsonWillians,0.000,0.000,1.026,12.308,2.564,70.769,63.590,0.513,1.026,85.641,2.564,0,195,0
PeterGriff49,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
Freewake,7.407,11.111,0.000,0.000,0.000,7.407,0.000,0.000,18.519,7.407,0.000,0,27,0
AchisDeGeth,0.000,2.564,0.000,9.402,5.128,13.675,6.838,0.000,2.564,28.205,11.966,1,117,0
Terahertz7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Not so slim shady951,0.000,11.765,5.882,0.000,0.000,41.176,23.529,0.000,17.647,41.176,0.000,0,17,0
Gummif,0.000,14.286,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0.000,1,7,0
Jascalara04,5.882,0.000,0.000,17.647,11.765,47.059,29.412,0.000,5.882,76.471,0.000,0,17,0
Farestar1,14.286,14.286,71.429,0.000,0.000,0.000,57.143,0.000,100.000,0.000,0.000,1,7,0
Jacobarmstrong472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,0
Throwdelathss,0.000,0.000,0.000,3.226,0.000,35.484,35.484,0.000,0.000,38.710,0.000,0,31,0
Tharangac,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
Cctnas,7.692,0.000,7.692,23.077,38.462,15.385,23.077,0.000,15.385,76.923,0.000,1,13,0
