username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Waweru1234567,0.000,0.000,0.000,70.000,20.000,0.000,0.000,0.000,0.000,90.000,0.000,0,10,0
Sam Hollingsworth,0.000,0.000,0.000,10.526,0.000,18.421,0.000,0.000,0.000,28.947,36.842,1,38,0
Darkwolf86,20.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0,10,0
PaulShk,20.000,40.000,40.000,0.000,0.000,0.000,40.000,0.000,100.000,0.000,0.000,1,5,0
Tetriminos,0.000,0.000,5.128,20.513,5.128,25.641,12.821,0.000,5.128,51.282,5.128,0,39,0
Mesmeilleurs,0.000,0.000,14.286,0.000,0.000,14.286,0.000,0.000,14.286,14.286,14.286,1,7,0
Rjtavares,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,1,5,0
Darksoulcraft,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Abhimanyu.it,0.000,0.000,50.000,0.000,0.000,25.000,50.000,0.000,50.000,25.000,0.000,0,4,0
Socialistfeminist,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,0
Mussoels,32.258,25.806,32.258,3.226,0.000,0.000,25.806,0.000,90.323,3.226,0.000,1,31,0
ParacusForward,0.971,4.531,2.913,3.560,0.971,4.531,2.589,0.000,8.414,9.061,5.178,0,309,0
Communist-USSR,0.000,0.000,0.401,2.204,0.401,17.635,12.625,0.000,0.401,20.240,7.615,0,499,0
Proonk,0.000,1.408,0.000,7.042,33.803,5.634,0.000,0.000,1.408,46.479,8.451,0,71,0
DeskSitter,0.000,0.000,2.941,2.941,2.941,17.647,5.882,0.000,2.941,23.529,17.647,1,34,0
LetsGoWest,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,10,0
Mohamed moanis,20.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,1,5,0
Vigneshkumar.b,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Huwcumber,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,3,0
Rahulrokking,66.667,33.333,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,3,0
Mpprivatecapital,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,4,0
Eden Cheng,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,0
Schoenw,0.000,0.000,11.765,0.000,17.647,23.529,11.765,0.000,11.765,41.176,11.765,0,17,0
Muhammad Ali Aashir,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Swathi Manohar,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Mustafa shakla,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Chuggaarocks,14.286,0.000,14.286,0.000,0.000,0.000,0.000,0.000,28.571,0.000,0.000,0,7,0
Shakhawat.Hossain,25.000,25.000,50.000,0.000,0.000,0.000,25.000,0.000,100.000,0.000,0.000,1,4,0
Heythere2343334533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,4,0
Chaudhary0489,0.000,20.000,40.000,0.000,0.000,20.000,0.000,0.000,60.000,20.000,0.000,0,5,0
Greetingsfromhe,0.000,0.000,20.000,10.000,0.000,0.000,10.000,0.000,20.000,10.000,0.000,1,10,0
Dkschofield,25.000,25.000,41.667,0.000,0.000,0.000,25.000,0.000,91.667,0.000,0.000,1,12,0
Rohitbharti3,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Tilthe,11.111,0.000,33.333,11.111,0.000,11.111,33.333,0.000,44.444,22.222,0.000,1,9,0
Phanisreal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,0
Rabbit Eared Radio Antenae,0.578,0.000,1.734,26.590,3.468,54.913,53.179,0.000,2.312,84.971,0.000,0,173,0
Vikash Ramkumar,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,1,3,0
Frbosoy,3.333,0.000,8.333,30.000,21.667,33.333,30.000,0.000,11.667,85.000,0.000,1,60,0
Dear singularity...,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,0
ExileFromGROGGS,20.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,20.000,20.000,0.000,0,5,0
Lgaqucec,0.000,0.000,0.000,1.370,0.000,17.808,13.699,0.000,0.000,19.178,0.000,0,73,0
Stolen.diamond,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Ozdemirhalil,10.526,5.263,57.895,0.000,0.000,0.000,52.632,0.000,73.684,0.000,0.000,1,19,0
Amal.nasser sh,28.571,28.571,42.857,0.000,0.000,0.000,28.571,0.000,100.000,0.000,0.000,1,7,0
ADigitalArtist,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
LordRelax,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
MythxDragon,0.000,0.000,0.000,33.333,0.000,33.333,33.333,0.000,0.000,66.667,0.000,1,3,0
Mburpee,1.724,1.724,5.172,20.690,31.034,5.172,3.448,0.000,8.621,56.897,6.897,0,58,0
Thinktankgroup1,20.339,27.119,45.763,0.000,3.390,1.695,33.898,0.000,93.220,5.085,0.000,0,59,0
PriscillaIT,0.000,0.000,80.000,0.000,0.000,0.000,40.000,0.000,80.000,0.000,0.000,1,5,0
Kymn3wman,0.000,0.000,0.000,5.128,12.821,30.769,15.385,0.000,0.000,48.718,2.564,0,39,0
Angy Rivera,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,4,0
Synsepalum2013,2.857,27.429,1.714,0.000,4.000,0.000,0.000,1.143,32.000,4.000,2.286,1,175,0
NCOCEO,2.381,2.381,0.000,11.905,19.048,16.667,11.905,0.000,4.762,47.619,0.000,0,42,0
Faizannehal,2.439,0.000,0.000,19.512,13.415,17.073,7.317,0.000,2.439,50.000,15.854,0,82,0
Elohim100,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0,4,0
Dragos.alex,0.000,0.000,18.182,0.000,0.000,0.000,18.182,0.000,18.182,0.000,0.000,1,11,0
Marcrb97,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Goyal.komal,27.273,9.091,45.455,0.000,0.000,0.000,36.364,0.000,81.818,0.000,0.000,1,11,0
Barkers87,11.111,11.111,22.222,0.000,0.000,0.000,22.222,0.000,44.444,0.000,0.000,1,9,0
Bioscopic,0.802,0.200,0.401,18.236,11.623,13.828,9.619,0.000,1.403,43.888,11.222,1,499,0
Kayakonline,0.000,10.000,90.000,0.000,0.000,0.000,70.000,0.000,100.000,0.000,0.000,1,10,0
Philipweiss,0.000,0.000,0.000,7.143,0.000,57.143,42.857,0.000,0.000,64.286,0.000,0,14,0
Guru chai,0.000,0.000,0.000,31.579,10.526,31.579,15.789,0.000,0.000,73.684,5.263,0,19,0
Omert33,3.704,5.556,4.630,24.537,22.685,26.389,23.148,0.000,13.889,73.611,0.463,0,216,0
Jane Cullingworth,0.000,33.333,33.333,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,3,0
Husn shujaat,6.452,3.226,3.226,12.903,6.452,29.032,25.806,0.000,12.903,48.387,3.226,0,31,0
Xt0rt3r,5.556,8.889,23.333,2.222,0.000,1.111,15.556,1.111,37.778,3.333,1.111,1,90,0
Paulgallender,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,1,2,0
Ebg23swimmer,0.000,0.000,0.000,0.000,11.111,33.333,11.111,0.000,0.000,55.556,0.000,0,9,0
SpacemanNumberFive,0.000,0.000,40.000,0.000,0.000,0.000,20.000,0.000,40.000,0.000,0.000,1,5,0
Randlesperance,16.667,0.000,16.667,0.000,16.667,0.000,16.667,0.000,33.333,16.667,0.000,1,6,0
Don Lancaster,4.545,0.000,0.000,13.636,31.818,18.182,9.091,0.000,4.545,63.636,0.000,0,22,0
Sumitpitliyaartist,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Harshisanju,0.000,0.000,0.000,0.000,0.000,60.000,20.000,0.000,0.000,60.000,0.000,0,5,0
Athirstymanatee,20.000,0.000,80.000,0.000,0.000,0.000,60.000,0.000,100.000,0.000,0.000,1,5,0
MichaHalle,9.091,27.273,18.182,0.000,0.000,0.000,0.000,0.000,54.545,0.000,0.000,1,11,0
Parmeshwar1993,0.000,25.000,50.000,0.000,0.000,0.000,25.000,0.000,75.000,0.000,0.000,1,4,0
TheMilitaryExpert,13.699,9.589,13.699,4.110,4.110,2.740,8.219,0.000,36.986,10.959,8.219,0,73,0
Ragivsinghiyc,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,6,0
Groscochon72,5.556,22.222,22.222,0.000,0.000,0.000,11.111,0.000,50.000,0.000,0.000,0,18,0
Talking goldfish,21.053,23.684,23.684,0.000,0.000,0.000,21.053,0.000,71.053,0.000,0.000,0,38,0
Metropajihb,16.667,0.000,16.667,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,1,6,0
Uthorr,0.000,0.000,0.000,0.000,0.000,11.111,3.704,0.000,0.000,11.111,18.519,0,27,0
Hodge2020,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,0
Duleepasoft,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Behavioralwareness,0.000,0.000,22.222,11.111,0.000,33.333,33.333,0.000,22.222,44.444,0.000,0,9,0
69sportsdude420,0.000,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,40.000,0.000,0,5,0
Pkalk10,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,25.000,25.000,0.000,0,4,0
P1127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
RoroOnions,22.222,11.111,22.222,0.000,0.000,0.000,11.111,0.000,55.556,0.000,0.000,1,9,0
Dexterouslad14,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,1,8,0
Jschrade5,13.333,26.667,46.667,0.000,0.000,0.000,33.333,0.000,86.667,0.000,0.000,1,15,0
Spencerer19,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0,5,0
Wilsonsherman2008,0.000,0.000,0.000,7.143,28.571,21.429,7.143,0.000,0.000,57.143,0.000,0,14,0
George.riggers123,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
