username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
DwaineK,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Juanalbarran243,0.000,0.000,0.000,10.526,15.789,21.053,10.526,0.000,0.000,47.368,5.263,0,19,0
Ljmonsters,7.692,0.000,3.846,7.692,23.077,23.077,23.077,0.000,11.538,53.846,0.000,0,26,0
Rickeliason,0.000,0.000,0.000,25.000,25.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,0
Akashkamble.rs,0.000,16.667,0.000,0.000,0.000,0.000,0.000,0.000,16.667,0.000,0.000,1,6,0
Bgitzen,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0,4,0
U932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Gvadebo18,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,0
Fmohamed,7.143,14.286,14.286,0.000,0.000,0.000,0.000,7.143,35.714,0.000,0.000,1,14,0
Infamous Castle,1.478,0.493,4.926,0.493,0.000,1.970,4.926,0.000,6.897,2.463,2.956,1,203,0
Tahub bhat,15.385,61.538,23.077,0.000,0.000,0.000,7.692,0.000,100.000,0.000,0.000,1,13,0
SAMI.Bot,0.606,0.000,0.606,0.000,0.000,0.000,0.606,0.000,1.212,0.000,0.000,1,165,0
Martinw1200,4.545,13.636,10.606,6.061,6.061,9.091,4.545,0.000,28.788,21.212,0.000,0,66,0
Troyja52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
TenebrisCaelo,0.000,25.000,16.667,0.000,0.000,0.000,0.000,0.000,41.667,0.000,0.000,1,12,0
Surbhi roshan,0.000,0.000,36.364,0.000,0.000,0.000,18.182,0.000,36.364,0.000,0.000,1,11,0
Alihamid95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Gwsell,5.556,27.778,22.222,11.111,5.556,0.000,16.667,0.000,55.556,16.667,0.000,1,18,0
Imdiscgolf,0.000,0.000,0.000,33.333,66.667,0.000,0.000,0.000,0.000,100.000,0.000,0,3,0
FlipperThePorpoise,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Paulin8,0.000,0.000,0.000,25.000,12.500,50.000,37.500,0.000,0.000,87.500,0.000,0,8,0
Artiserver,0.000,0.000,0.000,7.143,7.143,21.429,0.000,0.000,0.000,35.714,0.000,0,14,0
Steven Collett,12.500,0.000,25.000,0.000,37.500,0.000,12.500,0.000,37.500,37.500,0.000,1,8,0
KurtTrowbridge,0.000,0.000,0.000,0.000,0.000,27.273,0.000,0.000,0.000,27.273,9.091,0,11,0
JakeOlivier,1.786,25.000,5.357,3.571,10.714,3.571,1.786,0.000,32.143,17.857,1.786,0,56,0
LeslieDyerArtist,12.500,25.000,37.500,0.000,0.000,0.000,25.000,0.000,75.000,0.000,0.000,1,8,0
Beyerr1,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,50.000,0.000,1,2,0
Hussein8121979,33.333,0.000,0.000,0.000,0.000,33.333,0.000,0.000,33.333,33.333,0.000,0,3,0
Pappat708,0.000,12.500,0.000,0.000,0.000,50.000,37.500,0.000,12.500,50.000,0.000,0,8,0
TOderson,34.426,16.393,39.344,0.000,0.000,0.000,29.508,0.000,90.164,0.000,0.000,1,61,0
Amcwk,0.000,0.000,0.000,14.286,4.762,28.571,23.810,0.000,0.000,47.619,0.000,1,21,0
Abdulhaque01,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Young and upcoming,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Arcussenilis,0.000,0.000,0.401,19.038,14.228,23.046,16.032,0.000,0.401,56.513,4.609,0,499,0
NJlover030997,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,0
Cassidymaddison,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0,2,0
GUDHA MANISH,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Louis5230,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,0
Clempsy,0.000,0.000,22.222,0.000,0.000,22.222,0.000,0.000,22.222,22.222,0.000,1,9,0
Majed amiri,0.000,0.000,0.000,60.000,0.000,20.000,0.000,0.000,0.000,80.000,0.000,1,5,0
Minnowonsay,0.000,0.000,0.000,14.286,0.000,28.571,14.286,0.000,0.000,42.857,0.000,0,14,0
Jagadeeshmv1990,2.273,4.545,4.545,6.818,38.636,4.545,0.000,2.273,11.364,50.000,0.000,0,44,0
