username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Josh miller135,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Xtrabunny,0.000,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,50.000,0.000,0,4,1
Sophielouise1018,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,0.000,66.667,0.000,0,3,1
Laternevercame,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Taylorannesmithh,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
59 units,0.000,0.000,0.000,50.000,25.000,0.000,0.000,0.000,0.000,75.000,0.000,0,4,1
Jonnaoh000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,1
Monkyman22,0.000,0.000,0.000,16.667,0.000,66.667,58.333,0.000,0.000,83.333,0.000,0,12,1
Julianbrm,0.000,0.000,0.000,16.667,16.667,33.333,33.333,0.000,0.000,66.667,0.000,0,6,1
BillyBOBJonesthe IV,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Bobanator4000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,3,1
Pantsman19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
Lolcopter213,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,0,3,1
Lildanny420,0.000,0.000,0.000,0.000,66.667,33.333,0.000,0.000,0.000,100.000,0.000,0,3,1
Slapatitty,12.500,0.000,12.500,0.000,0.000,0.000,12.500,0.000,25.000,0.000,0.000,0,8,1
Yobluesuedeshoes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0,2,1
Huntedyeti1,0.000,0.000,0.000,0.000,0.000,90.000,70.000,0.000,0.000,90.000,0.000,0,10,1
Calebon,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Thalyaisawesome,0.000,0.000,0.000,33.333,33.333,33.333,33.333,0.000,0.000,100.000,0.000,0,3,1
Lmoawuedod,0.000,0.000,0.000,0.000,0.000,75.000,62.500,0.000,0.000,75.000,0.000,0,8,1
Joedingles,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,1
SlapInFace,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,1,5,1
Iceyoshi51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,1
Dt.berlin,0.000,0.000,0.000,0.000,0.000,50.000,25.000,0.000,0.000,50.000,0.000,0,4,1
Pradhvin,0.000,0.000,0.000,16.667,0.000,33.333,16.667,0.000,0.000,50.000,0.000,0,6,1
Sarahfinn82,0.000,0.000,0.000,0.000,9.091,36.364,27.273,0.000,0.000,45.455,0.000,0,11,1
Treyfrac,0.000,0.000,0.000,0.000,0.000,40.000,20.000,0.000,0.000,40.000,0.000,0,5,1
2u3Bb1hWztDM,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,1
IQso49UOW84,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,1
16samueljames96,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,1
Believeeeewhatisaycreo,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Lolzthisisfake,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Real101facts,0.000,0.000,0.000,25.000,0.000,75.000,75.000,0.000,0.000,100.000,0.000,0,4,1
ModMarkBowlCut,0.000,0.000,0.000,0.000,0.000,60.000,40.000,0.000,0.000,60.000,0.000,0,5,1
Slice04,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
