username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Provingaccout,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Latitud,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
Wwfraw1000,0.000,0.000,0.000,33.333,16.667,16.667,16.667,0.000,0.000,66.667,0.000,0,6,1
FizWitt,0.000,0.000,0.000,0.000,0.000,22.222,11.111,0.000,0.000,22.222,0.000,0,9,1
Hehegeko,0.000,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,50.000,0.000,0,2,1
Huhu25,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,10.000,10.000,0,10,1
XJowett96,0.000,0.000,50.000,0.000,0.000,0.000,25.000,0.000,50.000,0.000,0.000,0,4,1
Howarth96,0.000,0.000,0.000,0.000,0.000,75.000,50.000,0.000,0.000,75.000,0.000,0,4,1
The PureAwesome1337,0.000,0.000,0.000,25.000,0.000,50.000,25.000,0.000,0.000,75.000,0.000,0,4,1
Theblackmamba69,0.000,0.000,0.000,0.000,0.000,28.571,0.000,0.000,0.000,28.571,0.000,0,7,1
Chinese Cheese,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Wikismarts123,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,4,1
Hemelehem,0.000,0.000,0.000,16.667,0.000,50.000,66.667,0.000,0.000,66.667,0.000,0,6,1
Hhhhhhhhhe2,0.000,0.000,0.000,33.333,0.000,66.667,33.333,0.000,0.000,100.000,0.000,0,3,1
Llamaworms,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
J1g2s3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4,1
FindingStormNemo,0.000,14.286,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,28.571,0,7,1
Pisget,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Balslala1234567---,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4,1
TDAWG12,0.000,0.000,0.000,6.250,6.250,31.250,25.000,0.000,0.000,43.750,6.250,0,16,1
Bobbyhank2,0.000,0.000,0.000,11.111,11.111,22.222,11.111,0.000,0.000,44.444,0.000,0,9,1
"Mr Alahalahong, aladaladong",0.000,0.000,0.000,0.000,0.000,40.000,20.000,0.000,0.000,40.000,0.000,0,5,1
Emperor Adam,0.000,0.000,12.500,25.000,12.500,25.000,25.000,0.000,12.500,62.500,0.000,0,8,1
