username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lvansteenvoort,9.375,5.000,11.875,8.750,5.000,6.875,11.250,0.000,26.250,20.625,3.125,0,160,0
Aschimelfenig,0.000,0.000,0.000,30.841,14.019,52.336,45.794,0.000,0.000,97.196,0.000,1,107,0
113baqir113,0.000,0.000,0.000,20.000,0.000,60.000,40.000,0.000,0.000,80.000,0.000,0,5,0
Ruebenross,0.000,1.370,1.370,13.699,9.589,27.397,20.548,0.000,2.740,52.055,4.110,0,73,0
Kumbreviciute,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
LucaTea,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,1,2,0
Spyglasses,0.601,0.401,0.601,30.862,16.232,15.431,10.220,0.000,1.603,62.525,20.040,1,499,0
MoriTheDreamer,0.000,0.000,0.000,28.571,14.286,28.571,14.286,0.000,0.000,71.429,0.000,0,7,0
Linusw1,14.429,22.645,35.671,0.802,0.000,4.409,29.459,0.000,72.745,5.210,4.008,0,499,0
Ghost49424942,6.667,0.000,40.000,0.000,0.000,0.000,33.333,0.000,46.667,0.000,0.000,1,15,0
HosseinSagart,11.111,0.000,0.000,0.000,0.000,11.111,0.000,0.000,11.111,11.111,0.000,1,9,0
ScooterStein,9.091,54.545,36.364,0.000,0.000,0.000,18.182,0.000,100.000,0.000,0.000,1,11,0
Stanbrock,28.571,0.000,57.143,0.000,0.000,0.000,42.857,0.000,85.714,0.000,0.000,1,7,0
16002haydos,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
BB8904LYF,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,20.000,0,5,0
Vnurshaba,0.000,30.000,0.000,10.000,10.000,0.000,0.000,0.000,30.000,20.000,0.000,0,10,0
Closerinpex,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,1,4,0
Hashan22,0.000,0.000,33.333,0.000,0.000,33.333,0.000,0.000,33.333,33.333,0.000,1,3,0
C V RamBabu,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Lmcintyre2,0.000,0.000,0.000,30.769,7.692,43.590,38.462,0.000,0.000,82.051,0.000,1,39,0
StevoOnAir,0.000,0.000,8.333,0.000,8.333,0.000,0.000,0.000,8.333,8.333,25.000,0,12,0
Maurizio Martina,15.625,59.375,12.500,0.000,0.000,0.000,3.125,0.000,87.500,0.000,0.000,1,32,0
Will K. Jeong,0.000,0.000,100.000,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,2,0
Hillary.conway,0.000,0.000,0.000,0.000,0.000,30.000,10.000,0.000,0.000,30.000,0.000,1,10,0
Siddharth001,0.000,0.000,0.000,0.000,0.000,66.667,33.333,0.000,0.000,66.667,0.000,1,3,0
Thegman254,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
PS171,14.815,6.667,2.222,2.963,7.407,5.185,5.185,0.000,23.704,15.556,10.370,0,135,0
L4D Bill,0.000,0.000,100.000,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,2,0
Already1329,3.390,0.000,23.729,4.237,0.847,32.203,46.610,0.000,27.119,37.288,0.000,1,118,0
E71q547p,0.000,42.857,57.143,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,7,0
Buncher4,0.000,0.000,0.000,0.000,9.091,36.364,27.273,0.000,0.000,45.455,0.000,0,11,0
Girlitzerpink,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
J-ostin,37.500,0.000,12.500,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,8,0
Suitecaseharry,0.000,0.000,16.667,16.667,0.000,33.333,16.667,0.000,16.667,50.000,0.000,1,6,0
Controlaltdelete121,8.333,8.333,58.333,8.333,0.000,0.000,41.667,0.000,75.000,8.333,0.000,0,12,0
JoshKikta,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0,2,0
Whyasknow,0.000,0.000,2.857,8.571,5.714,28.571,17.143,5.714,2.857,42.857,11.429,0,35,0
EinVaktel,14.286,85.714,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,7,0
Rejectess,0.000,0.000,0.000,15.385,38.462,23.077,7.692,0.000,0.000,76.923,0.000,0,13,0
Nea Geo,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,1,5,0
Livux2904,9.091,0.000,59.091,4.545,0.000,22.727,77.273,0.000,68.182,27.273,0.000,0,22,0
Senioranonymous,0.000,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,33.333,0.000,0,3,0
OrangeHerald,0.000,0.000,0.000,9.091,18.182,0.000,0.000,0.000,0.000,27.273,0.000,0,11,0
Vickie ronseru,0.000,33.333,0.000,0.000,33.333,0.000,0.000,0.000,33.333,33.333,0.000,0,3,0
The No Yeahs,40.000,40.000,20.000,0.000,0.000,0.000,20.000,0.000,100.000,0.000,0.000,1,5,0
Syncmaster913n,0.000,10.000,10.000,10.000,0.000,0.000,0.000,0.000,20.000,10.000,0.000,0,10,0
Prof.Dr Talat Efendija,0.000,33.333,33.333,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,3,0
SorinNita,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
TrishLevey,0.000,66.667,0.000,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,3,0
Keldon Mills,0.000,0.000,100.000,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,2,0
Dhanushkurosaki,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,1,4,0
Amaysim Australia,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Rcdeva,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Yutost,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,33.333,0.000,0,6,0
Geisst,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Andu mela,0.000,33.333,66.667,0.000,0.000,0.000,33.333,0.000,100.000,0.000,0.000,1,9,0
Edilbert.fernando,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,0
Theroyalnikunj,16.000,28.000,28.000,0.000,0.000,0.000,12.000,0.000,72.000,0.000,0.000,1,25,0
HhhipBot,0.274,0.548,0.000,0.000,0.000,0.000,0.000,0.000,0.822,0.000,0.000,1,365,0
Herfjerf,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0,2,0
Taco Mon,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,0
Faryallover321,0.000,0.000,0.000,35.714,14.286,42.857,35.714,0.000,0.000,92.857,0.000,1,14,0
Theravi,80.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,100.000,0.000,0.000,1,5,0
Ramkannanraj,0.000,0.000,0.000,15.789,10.526,42.105,36.842,0.000,0.000,68.421,0.000,1,19,0
Rashedahmedkhan,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Kew Gardens 613,0.000,0.000,0.000,5.812,2.204,17.836,10.421,0.401,0.000,26.052,10.621,0,499,0
MoModgaff,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
TehBotol,30.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,1,10,0
Jacob soulliere,50.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,4,0
BuahPukul,0.000,8.333,0.000,8.333,0.000,33.333,25.000,0.000,8.333,41.667,8.333,1,12,0
Ripomatic,33.333,0.000,33.333,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,3,0
Pereslavtsev,28.571,28.571,0.000,0.000,0.000,0.000,0.000,0.000,57.143,0.000,0.000,0,7,0
NarutoBleach108,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,33.333,0.000,0.000,0,3,0
Mithridaties,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Alex Deibel,0.000,0.637,3.822,29.299,13.376,18.471,14.013,0.000,4.459,61.146,5.732,1,157,0
BinkyGee,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,7,0
Billy4554,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Anonymous capybara,0.000,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,0,5,0
Mkissane,0.000,0.000,0.000,25.000,0.000,50.000,25.000,0.000,0.000,75.000,0.000,0,8,0
Asafril,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
Pansh0,0.000,0.000,0.000,9.524,0.000,23.810,4.762,0.000,0.000,33.333,9.524,0,21,0
Ecrice91,30.000,10.000,30.000,0.000,0.000,0.000,10.000,0.000,70.000,0.000,0.000,1,10,0
Quagmire5389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,3,0
Libramtera,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,1,4,0
B82mo,0.000,0.000,7.692,15.385,0.000,15.385,15.385,0.000,7.692,30.769,0.000,1,13,0
Vimleshchandra,10.526,5.263,23.684,5.263,2.632,23.684,34.211,0.000,39.474,31.579,0.000,0,38,0
Aeroadam,0.000,14.286,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0.000,1,7,0
TaylorASwift,10.000,0.000,90.000,0.000,0.000,0.000,80.000,0.000,100.000,0.000,0.000,1,10,0
