username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Cornelius754,0.000,0.000,3.448,0.000,0.000,6.897,3.448,0.000,3.448,6.897,31.034,1,29,0
Shepherd of Fire,2.041,0.680,6.122,4.082,4.082,17.007,10.884,0.000,8.844,25.170,11.565,1,147,0
Pakistan230,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,0
OfeliaOrtega,0.000,0.000,15.385,5.769,19.231,26.923,21.154,0.000,15.385,51.923,7.692,0,52,0
Marthyn Phrytz,0.000,14.286,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0.000,1,7,0
Aidancrane,0.000,0.000,20.000,10.000,0.000,10.000,10.000,0.000,20.000,20.000,0.000,0,20,0
Tauqeer Tariq,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Ituta,12.162,16.216,28.378,0.000,0.000,0.000,17.568,0.000,56.757,0.000,0.000,1,74,0
Belgdn,0.000,0.000,0.000,0.000,12.500,37.500,12.500,0.000,0.000,50.000,0.000,0,8,0
UMWmelissa,38.462,15.385,15.385,0.000,0.000,0.000,7.692,0.000,69.231,0.000,0.000,1,13,0
Rkasak,33.333,0.000,66.667,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,6,0
KenLudden,23.529,17.647,20.588,11.765,0.000,5.882,20.588,0.000,61.765,17.647,0.000,0,34,0
KathrynDockter,44.444,0.000,11.111,0.000,0.000,0.000,11.111,11.111,55.556,0.000,0.000,1,9,0
Janus von Abaton,0.000,4.651,9.302,0.000,4.651,11.628,4.651,2.326,13.953,16.279,2.326,0,43,0
Martyegan,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Jptvgrey,0.000,1.818,0.000,0.000,10.909,12.727,5.455,0.000,1.818,23.636,9.091,0,55,0
Corvus Park,0.000,0.000,0.401,0.200,0.200,0.200,0.601,0.000,0.401,0.601,2.405,1,499,0
Sara8s001,3.529,0.000,3.529,18.824,44.706,8.235,8.235,0.000,7.059,71.765,0.000,1,85,0
Quantumpanda,0.000,14.286,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,14.286,0,7,0
Alex10259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,0
Cchantre12,1.504,0.000,3.008,16.541,7.519,65.414,62.406,0.000,4.511,89.474,0.000,1,133,0
Waya David,50.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Mohammed Zouhri,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Caddecadde,28.571,42.857,14.286,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,7,0
Ayhabfarhat,0.000,0.000,14.286,0.000,0.000,14.286,0.000,0.000,14.286,14.286,0.000,1,7,0
Coach Carvalho,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,2,0
Mhiggins104,20.588,26.471,14.706,0.000,0.000,0.000,8.824,0.000,61.765,0.000,0.000,1,34,0
Silvry moon,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.667,0,6,0
LeslieSavannah,0.000,50.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Ddots22,20.000,0.000,40.000,0.000,0.000,0.000,40.000,0.000,60.000,0.000,0.000,1,5,0
Munna thrivikram,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0,2,0
Lolita1985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,0
Chani916,3.226,0.000,16.129,9.677,9.677,12.903,6.452,0.000,19.355,32.258,6.452,0,31,0
Armoniofamilyoffice,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,3,0
Wikiprague,26.253,12.224,59.319,0.000,0.000,0.000,52.705,0.000,97.796,0.000,0.000,1,499,0
BoguszeQ,7.143,3.571,26.786,5.357,1.786,8.929,25.000,0.000,37.500,16.071,0.000,0,56,0
Mabichette,10.000,0.000,0.000,10.000,0.000,10.000,0.000,0.000,10.000,20.000,0.000,1,10,0
Kfj8,0.000,5.263,26.316,0.000,0.000,15.789,21.053,5.263,31.579,15.789,0.000,1,19,0
Dtcoa,4.444,6.667,26.667,17.778,17.778,15.556,33.333,0.000,37.778,51.111,0.000,1,45,0
Rkellyhellacool,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.333,1,3,0
IchiniSanti,1.563,1.563,14.063,17.188,7.813,25.000,29.688,0.000,17.188,50.000,0.000,1,64,0
Syed Aman Mian Sharma,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
MikeWilcox417,25.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,50.000,0.000,0.000,1,4,0
Heykei1,0.000,1.493,10.448,13.433,7.463,20.896,22.388,0.000,11.940,41.791,2.985,1,67,0
