username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Brentc3,0.000,0.000,12.500,0.000,0.000,0.000,0.000,0.000,12.500,0.000,0.000,0,8,0
Zacksassoon,19.512,2.439,76.423,0.000,0.000,0.000,73.984,0.000,98.374,0.000,0.000,1,123,0
LifeIsSubtle,0.000,0.000,0.000,8.333,0.000,41.667,33.333,0.000,0.000,50.000,0.000,1,12,0
Pans Labirynth,50.000,0.000,25.000,0.000,0.000,0.000,25.000,25.000,75.000,0.000,0.000,1,4,0
CDK78,0.000,0.000,0.000,55.556,0.000,22.222,11.111,0.000,0.000,77.778,0.000,0,9,0
Cardiffcityfan07,21.429,0.000,0.000,7.143,14.286,0.000,0.000,0.000,21.429,21.429,0.000,1,14,0
Ccie.cisco,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,1,3,0
Mesohrab,0.000,0.000,50.000,0.000,0.000,0.000,25.000,0.000,50.000,0.000,0.000,1,4,0
TheElittez,75.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,100.000,0.000,0.000,1,4,0
Renupundir,0.000,11.111,0.000,66.667,11.111,0.000,0.000,0.000,11.111,77.778,0.000,0,9,0
George Nhigula,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Renee Michelle Wenker,60.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,0.000,1,5,0
Rioiscoming,0.000,0.000,12.500,25.000,12.500,12.500,0.000,0.000,12.500,50.000,0.000,0,8,0
Cooldj101,0.000,12.500,12.500,0.000,0.000,25.000,12.500,0.000,25.000,25.000,0.000,0,8,0
Imenam,0.000,0.000,50.000,0.000,0.000,0.000,25.000,0.000,50.000,0.000,0.000,1,4,0
Subbarjun,0.000,0.000,0.000,30.189,15.094,45.283,37.736,0.000,0.000,90.566,0.000,0,53,0
Dmar91,0.000,0.000,0.000,15.000,5.000,35.000,30.000,0.000,0.000,55.000,10.000,1,20,0
18phillipst,30.233,46.512,22.093,0.000,0.000,0.000,15.116,0.000,98.837,0.000,0.000,1,86,0
Kailash chand arya,25.000,25.000,50.000,0.000,0.000,0.000,25.000,0.000,100.000,0.000,0.000,1,4,0
Jakebake1616,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,1,0
Ragsmyt22,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,0.000,66.667,0.000,1,3,0
Worldbook1967,3.409,0.000,1.136,13.636,14.773,3.409,2.273,2.273,4.545,31.818,18.182,1,88,0
BearingTechnology,3.571,10.714,3.571,7.143,10.714,10.714,3.571,0.000,17.857,28.571,3.571,0,28,0
Hilstar421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Olefiant gas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,2,0
Amable269,21.053,5.263,15.789,10.526,0.000,5.263,10.526,0.000,42.105,15.789,0.000,1,19,0
JakeKaplow,5.405,0.000,2.703,5.405,0.000,5.405,5.405,0.000,8.108,10.811,0.000,0,37,0
Words with hope,0.000,4.918,0.000,32.787,16.393,24.590,18.033,0.000,4.918,73.770,3.279,1,61,0
Danredmount,2.857,0.000,0.000,14.286,8.571,17.143,11.429,0.000,2.857,40.000,0.000,1,35,0
Tolerama,14.286,0.000,28.571,0.000,0.000,0.000,14.286,0.000,42.857,0.000,0.000,1,7,0
Syed altaf.s,0.000,0.000,0.000,6.944,1.389,52.778,50.000,0.000,0.000,61.111,0.000,0,72,0
Sanijpandey,0.000,0.000,0.000,9.091,0.000,22.727,13.636,0.000,0.000,31.818,4.545,0,22,0
Muchacho666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
Verbaringeacutenue,0.000,0.000,20.000,0.000,0.000,20.000,0.000,20.000,20.000,20.000,0.000,0,5,0
