username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Unlabled,0.000,0.000,14.286,0.000,7.143,7.143,7.143,0.000,14.286,14.286,0.000,1,14,0
Stormyr3,0.000,0.000,0.000,12.500,0.000,25.000,12.500,0.000,0.000,37.500,0.000,0,8,0
Avion365,10.811,24.324,16.216,0.000,0.000,0.000,2.703,0.000,51.351,0.000,0.000,1,37,0
Letdamusikplay,25.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,0.000,0.000,1,4,0
Wes 4716,0.000,0.000,4.167,8.333,16.667,20.833,16.667,0.000,4.167,45.833,20.833,0,24,0
Requestverifaction,0.000,0.000,0.000,25.000,0.000,0.000,25.000,0.000,0.000,25.000,0.000,0,4,0
EditorOfPi,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Mattsciandra,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,0
Ftzs09,0.000,0.000,0.000,13.636,9.091,40.909,31.818,0.000,0.000,63.636,0.000,0,22,0
HAMINGLY,0.000,0.000,14.286,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0.000,0,7,0
Peacethun,0.000,0.000,20.000,0.000,6.667,33.333,33.333,0.000,20.000,40.000,0.000,1,15,0
KIDDxALEX,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0,4,0
Tvalarm,66.667,33.333,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,3,0
Manhattan430,11.111,33.333,22.222,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,9,0
Jimmyzhu123,10.714,14.286,7.143,10.714,3.571,28.571,28.571,0.000,32.143,42.857,0.000,0,28,0
Andre-CCT,12.121,9.091,15.152,0.000,3.030,18.182,24.242,0.000,36.364,21.212,0.000,1,33,0
BenjaminSellards,33.333,0.000,66.667,0.000,0.000,0.000,66.667,0.000,100.000,0.000,0.000,1,3,0
DanielSee2000,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,1,3,0
Tree19,0.000,7.143,0.000,0.000,0.000,0.000,0.000,7.143,7.143,0.000,0.000,1,14,0
Menalkhan92,10.000,20.000,20.000,0.000,0.000,0.000,10.000,0.000,50.000,0.000,0.000,1,10,0
Irving Lerner,0.000,0.000,0.000,0.000,0.000,66.667,33.333,0.000,0.000,66.667,0.000,1,3,0
BobbyJohnsonWorld,0.000,20.000,60.000,0.000,0.000,0.000,20.000,0.000,80.000,0.000,0.000,1,5,0
Xodabandehbackup14,10.526,5.263,42.105,0.000,0.000,0.000,36.842,0.000,57.895,0.000,0.000,1,19,0
Samplumm,0.000,1.818,10.909,16.364,5.455,32.727,30.909,0.000,12.727,54.545,7.273,0,55,0
Hhwuniverse,0.000,20.000,60.000,0.000,0.000,0.000,20.000,0.000,80.000,0.000,0.000,1,5,0
Inspiring Art,41.667,16.667,25.000,0.000,0.000,0.000,8.333,0.000,83.333,0.000,0.000,1,12,0
Don krapohl,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,1,3,0
Mhoward28,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Raheem shaker,0.000,33.333,0.000,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,1,3,0
LiveRail,6.627,11.446,4.819,6.024,3.012,6.024,3.012,0.000,22.892,15.060,8.434,1,166,0
