username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lironwiki,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
Editor11223344,0.000,0.000,0.000,0.000,0.000,50.000,25.000,0.000,0.000,50.000,0.000,0,4,0
AshleyEN,10.000,10.000,0.000,0.000,0.000,0.000,10.000,0.000,20.000,0.000,0.000,1,10,0
Ehhetv,0.000,0.000,0.000,9.155,9.155,10.563,5.634,0.000,0.000,28.873,23.944,0,142,0
My1xT,14.286,8.571,11.429,0.000,0.000,0.000,0.000,2.857,34.286,0.000,5.714,1,35,0
Niranjansarkar,0.000,0.000,10.000,30.000,20.000,30.000,20.000,0.000,10.000,80.000,0.000,1,10,0
Runningonfaith,3.571,0.000,0.000,10.714,21.429,14.286,7.143,0.000,3.571,46.429,21.429,0,28,0
Zvezda Soyuz,5.411,2.405,5.611,12.024,8.617,11.222,11.022,1.202,13.427,31.864,3.808,0,499,0
Malmendras,17.143,17.143,48.571,0.000,0.000,0.000,34.286,0.000,82.857,0.000,0.000,1,35,0
X-Y Kua,8.929,0.000,50.000,0.000,0.000,0.000,42.857,0.000,58.929,0.000,0.000,1,56,0
Jeanpauljoseph,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,1,4,0
Tawhite2013,1.887,7.547,1.887,24.528,3.774,33.962,35.849,0.000,11.321,62.264,0.000,1,53,0
Anangpalchauhan,30.000,10.000,0.000,10.000,10.000,0.000,10.000,0.000,40.000,20.000,0.000,1,10,0
Meggington,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
Arivera92,2.871,0.478,4.785,8.612,2.392,23.923,18.660,0.478,8.134,34.928,6.220,0,209,0
Al-Hakim bi-Amr Allah,0.000,0.000,0.990,0.000,0.990,14.851,4.950,0.000,0.990,15.842,0.990,1,101,0
Molnardaniel63,0.000,0.000,0.000,3.030,0.000,15.152,3.030,9.091,0.000,18.182,27.273,0,33,0
Nzlimz,7.692,0.000,23.077,0.000,0.000,7.692,23.077,0.000,30.769,7.692,0.000,0,13,0
JonathanDeal,55.556,0.000,44.444,0.000,0.000,0.000,44.444,0.000,100.000,0.000,0.000,1,9,0
TheBenk,11.111,11.111,0.000,11.111,0.000,0.000,11.111,0.000,22.222,11.111,0.000,1,9,0
Marie Roachy,14.815,14.815,7.407,11.111,0.000,7.407,11.111,0.000,37.037,18.519,7.407,1,27,0
Jakecolfer1,0.000,0.000,66.667,0.000,0.000,0.000,0.000,0.000,66.667,0.000,0.000,1,3,0
Ameerayaz,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0,2,0
TiffanyGallicano,9.524,4.762,23.810,14.286,11.905,16.667,27.381,0.000,38.095,42.857,0.000,1,84,0
Mohitjaain,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,0,3,0
A.sky245,2.721,2.041,0.000,18.367,6.122,10.884,4.082,0.000,4.762,35.374,15.646,0,147,0
Jechrist Erodias,50.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,1,2,0
Astralmeson,0.000,0.000,0.000,0.000,5.263,31.579,15.789,0.000,0.000,36.842,21.053,0,19,0
Isaac LaFluer Thesoleeosaurus,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,0
John solf,30.435,30.435,17.391,0.000,4.348,4.348,8.696,0.000,78.261,8.696,0.000,1,23,0
Martghb,1.408,0.000,2.113,16.901,14.789,11.268,7.042,0.000,3.521,42.958,6.338,0,142,0
Hugocoleman,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0
BlueBunny1,0.000,0.000,9.091,27.273,36.364,0.000,0.000,0.000,9.091,63.636,0.000,1,11,0
19afisher1,0.000,0.000,40.000,0.000,0.000,0.000,20.000,0.000,40.000,0.000,0.000,1,5,0
Tolfraedic,0.000,0.000,0.000,30.594,31.507,24.201,15.525,0.000,0.000,86.301,0.913,0,219,0
Canadianpolisci,0.000,0.000,1.639,3.279,0.000,3.279,4.918,0.000,1.639,6.557,6.557,0,61,0
Ywehc gnay,8.824,16.176,41.176,0.000,0.000,5.882,27.941,0.000,66.176,5.882,0.000,1,68,0
Lostprofeta,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0
