username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Moprah11,0.000,0.000,0.000,20.000,0.000,40.000,40.000,0.000,0.000,60.000,0.000,0,5,1
Asoka Kumarasiri,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,1
RoyJonesJrFan22,0.000,0.000,0.000,22.222,0.000,77.778,66.667,0.000,0.000,100.000,0.000,0,9,1
Tehe787878878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,1
Fart112,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Omish Mon,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,0.000,40.000,0.000,0,5,1
Ruthuparna,0.000,0.000,16.667,0.000,0.000,0.000,0.000,0.000,16.667,0.000,0.000,1,6,1
VnadlaismMsutSotp,0.000,0.000,62.500,0.000,0.000,0.000,37.500,0.000,62.500,0.000,0.000,1,8,1
Gjtitjg,0.000,0.000,0.000,11.111,0.000,27.778,38.889,0.000,0.000,38.889,0.000,0,18,1
Dumbfuxxor4,12.500,0.000,62.500,0.000,0.000,0.000,50.000,0.000,75.000,0.000,0.000,0,8,1
BernardTWard,0.000,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,50.000,0.000,0,2,1
Nutellamaster,0.000,0.000,0.000,20.000,0.000,40.000,40.000,0.000,0.000,60.000,0.000,1,5,1
Morganfreemanracist,0.000,0.000,0.000,0.000,0.000,100.000,66.667,0.000,0.000,100.000,0.000,0,3,1
TigerCubs787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,11,1
Swag696969,0.000,0.000,0.000,33.333,0.000,66.667,66.667,0.000,0.000,100.000,0.000,0,3,1
Vendetta0000,0.000,0.000,0.000,0.000,0.000,11.111,0.000,0.000,0.000,11.111,0.000,0,9,1
DickMcMillan,0.000,0.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,75.000,0.000,0,4,1
Masternumber11,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Flobadobalob1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
MessyLake79,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Chaveezy,0.000,0.000,0.000,26.667,13.333,46.667,33.333,0.000,0.000,86.667,0.000,0,15,1
Ryanvin10,16.667,0.000,16.667,8.333,0.000,41.667,41.667,0.000,33.333,50.000,0.000,0,12,1
SRussell23,0.000,40.000,60.000,0.000,0.000,0.000,40.000,0.000,100.000,0.000,0.000,1,5,1
Slayer 73,0.000,0.000,0.000,25.000,0.000,50.000,50.000,0.000,0.000,100.000,0.000,0,4,1
Sambolambo,0.000,0.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Jemal420,0.000,0.000,0.000,57.143,0.000,28.571,28.571,0.000,0.000,85.714,0.000,0,7,1
Jemal422,0.000,0.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000,100.000,0.000,0,2,1
DonaldDuckis2gangsta,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Vandulizewlklp3diaerticles,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Vincent8897,0.000,0.000,0.000,25.000,0.000,25.000,25.000,0.000,0.000,50.000,0.000,0,4,1
Its over 9000000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,33.333,0.000,0,3,1
Ccervasio,0.000,0.000,0.000,20.000,0.000,60.000,60.000,0.000,0.000,80.000,0.000,0,5,1
Meaghan369,0.000,0.000,0.000,0.000,0.000,100.000,50.000,0.000,0.000,100.000,0.000,0,2,1
Imaboss12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Cadeb13,0.000,0.000,0.000,12.500,12.500,37.500,37.500,0.000,0.000,62.500,0.000,0,8,1
Elf 1982,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Mateom99,0.000,0.000,0.000,60.000,0.000,40.000,20.000,0.000,0.000,100.000,0.000,0,5,1
Timbocales,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
Trollbrohno,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Perfectchaos80,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,1
Havokonfire,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,0,4,1
Wadkjweqkjfgbwe,0.000,0.000,0.000,0.000,0.000,66.667,66.667,0.000,0.000,66.667,0.000,0,3,1
Nonoffensive543,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,0,4,1
Joshdroid101,0.000,0.000,0.000,40.000,0.000,40.000,20.000,0.000,0.000,80.000,0.000,0,5,1
Mileytwerkedonrobinthicke,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Bomb.at16,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,1
Aitheshaam,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,0.000,40.000,40.000,0,5,1
