username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Robbiew1998,0.000,0.000,0.000,22.222,0.000,22.222,11.111,0.000,0.000,44.444,11.111,0,9,1
WangsDaringsFun,0.000,2.778,2.778,2.778,0.000,16.667,16.667,0.000,5.556,19.444,0.000,0,36,1
Kurac123,0.000,0.000,0.000,0.000,0.000,73.077,73.077,0.000,0.000,73.077,0.000,0,26,1
Onoremsucks,0.000,0.000,66.667,0.000,0.000,0.000,33.333,0.000,66.667,0.000,0.000,1,3,1
Jjfun,0.000,0.000,0.000,0.000,0.000,50.000,10.000,0.000,0.000,50.000,0.000,0,10,1
Blah435,25.000,0.000,75.000,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,4,1
GMTV Sunshine,0.000,2.564,10.256,5.128,0.000,10.256,20.513,0.000,12.821,15.385,5.128,1,39,1
Ayousaf572,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Lionelneymar2938,0.000,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,20.000,0.000,0,5,1
TKer193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,19,1
Hanx123497,0.000,0.000,0.000,50.000,0.000,16.667,33.333,0.000,0.000,66.667,0.000,0,6,1
Elliemaree123,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Chhdjxcydgskevrhx,0.000,0.000,0.000,50.000,0.000,50.000,50.000,0.000,0.000,100.000,0.000,0,2,1
Kingofcoolness321,0.000,0.000,0.000,0.000,50.000,25.000,0.000,0.000,0.000,75.000,0.000,0,4,1
Dick1k,0.000,0.000,0.000,0.000,0.000,100.000,50.000,0.000,0.000,100.000,0.000,0,2,1
DogeExpert,0.000,0.000,0.000,6.667,0.000,86.667,80.000,0.000,0.000,93.333,0.000,0,15,1
진도검정쌀,16.667,0.000,66.667,0.000,0.000,0.000,83.333,0.000,83.333,0.000,0.000,1,6,1
DaGrape,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,3,1
Mr Trollz 123,14.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0.000,0,7,1
Drycoughsyrup,0.000,0.000,0.000,11.111,0.000,44.444,11.111,0.000,0.000,55.556,22.222,0,9,1
Pleaseblockmeorelseieillusepoxy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,1
Crappying,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4,1
Smileyfacerobynlieslol,0.000,0.000,0.000,0.000,0.000,42.857,14.286,0.000,0.000,42.857,0.000,1,7,1
Dx30080,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Eoghan keenan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
OctoberJones001,0.000,0.000,0.000,66.667,33.333,0.000,0.000,0.000,0.000,100.000,0.000,0,3,1
Ijastugh,0.000,0.000,0.000,0.000,0.000,65.000,50.000,0.000,0.000,65.000,5.000,0,20,1
Kevindkline,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Chandler368,0.000,0.000,0.000,50.000,0.000,50.000,50.000,0.000,0.000,100.000,0.000,0,2,1
Hulkhogankilledjfk,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,1
SexyMofuckinBeast,0.000,0.000,0.000,16.667,0.000,50.000,33.333,0.000,0.000,66.667,0.000,0,6,1
Barackobamanorthkorea123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
Hahahaha14582528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Sexy beach boy97,0.000,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,33.333,0.000,0,6,1
Danwich,0.000,0.000,0.000,0.000,0.000,25.000,25.000,0.000,0.000,25.000,0.000,0,4,1
BOBBEYJOE,0.000,0.000,0.000,16.667,33.333,50.000,16.667,0.000,0.000,100.000,0.000,0,6,1
Captaincooley,0.000,0.000,0.000,33.333,0.000,33.333,0.000,0.000,0.000,66.667,0.000,0,3,1
Nerdytomato,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Georgeswag69,12.500,0.000,0.000,0.000,0.000,12.500,0.000,0.000,12.500,12.500,0.000,0,8,1
Omgusherrules,0.000,0.000,0.000,25.000,0.000,75.000,50.000,0.000,0.000,100.000,0.000,0,4,1
Doucebagxx11221122,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,0,3,1
Cheves27,0.000,0.000,0.000,0.000,0.000,16.667,16.667,0.000,0.000,16.667,0.000,0,6,1
Jacobindian354,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0,5,1
SlothyBau5,0.000,0.000,0.000,0.000,0.000,73.333,66.667,0.000,0.000,73.333,0.000,1,15,1
Mewtwo56,0.000,0.000,0.000,25.000,25.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,1
Mate i got no name,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,0.000,40.000,0.000,0,5,1
Indahol,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Deletingshit,0.000,0.000,0.000,0.000,0.000,100.000,50.000,0.000,0.000,100.000,0.000,0,2,1
Bballbro62,0.000,0.000,0.000,25.000,0.000,12.500,0.000,0.000,0.000,37.500,0.000,0,8,1
Koolaidchicken,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Kelseyxxx15,0.000,0.000,0.000,7.143,0.000,28.571,10.714,0.000,0.000,35.714,0.000,0,28,1
Editorsolider32,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Holdenbearypants,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,1,4,1
Suckingdude3,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0,2,1
Bigal1612,0.000,0.000,0.000,33.333,0.000,22.222,0.000,0.000,0.000,55.556,0.000,0,9,1
PTAECAMF,0.000,0.000,14.286,14.286,0.000,28.571,14.286,0.000,14.286,42.857,0.000,0,7,1
I KcK btt,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Xoxmaria,0.000,0.000,0.000,25.000,25.000,50.000,50.000,0.000,0.000,100.000,0.000,0,4,1
Gregisdaner61,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4,1
Peanuthardness,0.000,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,50.000,0.000,0,6,1
Doooooooolanzhxb,0.000,0.000,75.000,0.000,0.000,0.000,50.000,0.000,75.000,0.000,0.000,1,4,1
Indef me please,12.500,37.500,50.000,0.000,0.000,0.000,12.500,0.000,100.000,0.000,0.000,1,8,1
Asdfg1234567890,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0,1,1
I am the 63.153 ip lol,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
175CalebSanchez175,0.000,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,33.333,0.000,0,3,1
Smartkids123,0.000,0.000,0.000,0.000,0.000,33.333,16.667,0.000,0.000,33.333,0.000,0,6,1
Filibiin,0.000,0.000,10.000,0.000,0.000,10.000,0.000,0.000,10.000,10.000,0.000,0,10,1
3+3+2-1=7GPG632V,0.000,0.000,9.524,0.000,0.000,9.524,14.286,0.000,9.524,9.524,0.000,0,21,1
Kevinjmfa09,0.000,0.000,0.000,0.000,0.000,100.000,75.000,0.000,0.000,100.000,0.000,0,4,1
Paul Westerberg is dead,0.000,0.000,0.000,5.556,0.000,22.222,16.667,0.000,0.000,27.778,5.556,0,18,1
JuvBenTrolled,0.000,0.000,0.000,0.000,0.000,14.286,14.286,0.000,0.000,14.286,0.000,0,7,1
Ahmad juma,0.000,0.000,0.000,62.500,12.500,12.500,12.500,0.000,0.000,87.500,0.000,0,8,1
채널 11번과 22번은 에스비에스입니다 시즌2,16.667,0.000,0.000,0.000,0.000,66.667,50.000,0.000,16.667,66.667,0.000,0,6,1
Ragetothemax,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4,1
Ewan mullane1,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,0,4,1
DakotaHF,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0,2,1
TheJackyEditor,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,2,1
Bumbumyeah,0.000,0.000,0.000,0.000,0.000,75.000,75.000,0.000,0.000,75.000,0.000,0,4,1
Iknoweverything33,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,1,5,1
Dperez0706,25.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,25.000,0.000,0,4,1
Gayreosguy,0.000,0.000,0.000,0.000,0.000,11.111,11.111,0.000,0.000,11.111,0.000,0,9,1
DOTHECONGOORDIE,0.000,0.000,0.000,50.000,0.000,50.000,50.000,0.000,0.000,100.000,0.000,0,2,1
WalrusDaniel,0.000,0.000,0.000,0.000,0.000,100.000,75.000,0.000,0.000,100.000,0.000,0,4,1
Ur mother u mofo,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Evasi0n35,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Jamal Ahmed GM,12.000,0.000,8.000,4.000,0.000,4.000,24.000,0.000,20.000,8.000,0.000,1,25,1
Never1234567890,0.000,0.000,0.000,25.000,0.000,50.000,25.000,0.000,0.000,75.000,0.000,0,4,1
Hoppadoodledo,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Hakulaj,0.000,0.000,0.000,0.000,25.000,25.000,25.000,0.000,0.000,50.000,0.000,0,4,1
Rjz543,0.000,0.000,0.000,0.000,33.333,33.333,0.000,0.000,0.000,66.667,0.000,0,3,1
LittleChickenNugget,0.000,0.000,0.000,33.333,0.000,66.667,33.333,0.000,0.000,100.000,0.000,0,3,1
Mus 2001,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,0,4,1
Seanseanrrrrr12,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Blitzbrigade,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,6,1
ImCiaran,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,1
Dobiboome,0.000,0.000,0.000,28.571,0.000,28.571,14.286,0.000,0.000,57.143,0.000,0,7,1
Cheesehead9692,0.000,0.000,0.000,33.333,0.000,33.333,0.000,0.000,0.000,66.667,0.000,0,3,1
Aldakstos,0.000,0.000,0.000,0.000,33.333,66.667,33.333,0.000,0.000,100.000,0.000,0,3,1
Rycju74,0.000,0.000,0.000,15.000,0.000,35.000,20.000,0.000,0.000,50.000,25.000,0,20,1
Pigsheadbeer,8.333,0.000,0.000,0.000,0.000,16.667,16.667,0.000,8.333,16.667,0.000,0,12,1
Joao1234567890,0.000,0.000,0.000,0.000,0.000,100.000,66.667,0.000,0.000,100.000,0.000,0,3,1
Xxrdizzlexx,0.000,0.000,0.000,0.000,0.000,40.000,20.000,0.000,0.000,40.000,0.000,0,5,1
Mahomie4everrr,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,33.333,0.000,0,3,1
Brian332,0.000,0.000,0.000,75.000,25.000,0.000,0.000,0.000,0.000,100.000,0.000,0,4,1
Liutg,0.000,0.000,0.000,5.263,0.000,21.053,21.053,0.000,0.000,26.316,5.263,0,19,1
Mcflintnsteel,0.000,0.000,0.000,40.000,20.000,40.000,20.000,0.000,0.000,100.000,0.000,0,5,1
Nicjkfsdffsdfg,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3,1
Arsenbrain,0.000,0.000,100.000,0.000,0.000,0.000,50.000,0.000,100.000,0.000,0.000,1,2,1
Imessupwiki12,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,1
DERFC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,1
Shaniqualoooooool,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0,3,1
Meljervis3,0.000,0.000,0.000,0.000,0.000,100.000,66.667,0.000,0.000,100.000,0.000,0,3,1
Coolbeansrocks1,0.000,0.000,0.000,33.333,33.333,33.333,0.000,0.000,0.000,100.000,0.000,0,3,1
Mexicanharvardguy,0.000,0.000,0.000,9.091,18.182,18.182,18.182,0.000,0.000,45.455,0.000,0,11,1
Userman69,0.000,0.000,0.000,66.667,0.000,33.333,0.000,0.000,0.000,100.000,0.000,0,3,1
66theo,0.000,0.000,0.000,0.000,0.000,80.000,60.000,0.000,0.000,80.000,0.000,0,5,1
YellowPerson4000,0.000,0.000,0.000,60.000,0.000,20.000,0.000,0.000,0.000,80.000,0.000,0,5,1
Shantsmanson,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,13,1
Honeybee556,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,25.000,0.000,0,4,1
Killykyle,0.000,0.000,0.000,0.000,0.000,12.500,0.000,0.000,0.000,12.500,12.500,0,8,1
ChrisbXD,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0,2,1
BenwXD,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,50.000,50.000,0,2,1
Swagggy987654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,7,1
Ian C. Lumpkin,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
Turtleman22,23.077,15.385,30.769,7.692,0.000,7.692,30.769,0.000,69.231,15.385,0.000,0,13,1
Shooting69,0.000,0.000,0.000,0.000,0.000,100.000,87.500,0.000,0.000,100.000,0.000,0,8,1
Bigballls,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Mrthadawee1,0.000,0.000,0.000,14.286,0.000,0.000,0.000,0.000,0.000,14.286,0.000,0,7,1
Cockbody12,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,50.000,0.000,0,2,1
Logan Wood,0.000,0.000,0.000,66.667,33.333,0.000,0.000,0.000,0.000,100.000,0.000,0,3,1
Bgrub77,0.000,0.000,0.000,50.000,50.000,0.000,0.000,0.000,0.000,100.000,0.000,0,2,1
Poldid911,0.000,0.000,0.000,42.857,0.000,14.286,14.286,0.000,0.000,57.143,0.000,0,7,1
LarryFrance34,40.000,0.000,40.000,0.000,0.000,0.000,20.000,0.000,80.000,0.000,0.000,0,5,1
Blondmamas,0.000,0.000,0.000,33.333,0.000,0.000,33.333,0.000,0.000,33.333,0.000,0,3,1
Cdiddy24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5,1
Awesomerica1127,0.000,0.000,0.000,25.000,25.000,0.000,0.000,0.000,0.000,50.000,0.000,0,4,1
Noob MAMN,0.000,0.000,0.000,0.000,0.000,33.333,16.667,0.000,0.000,33.333,0.000,0,6,1
Harry Taint,0.000,0.000,0.000,10.000,0.000,30.000,10.000,0.000,0.000,40.000,0.000,0,10,1
MissStephhLee,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
Ouhrveibiyotbryb,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,100.000,0.000,0,1,1
