username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories
Swiftscw,User:Swiftscw,1,0,User:Swiftscw,1,0 days 00:01:12.000000000,1
Swiftscw,User:Swiftscw,1,1,User:Swiftscw,1,0 days 00:05:09.000000000,1
Swiftscw,User:Swiftscw,1,2,User:Swiftscw/AMAPOLA CABASE,1,0 days 00:23:23.000000000,-1
Swiftscw,User:Swiftscw/AMAPOLA CABASE,1,3,Wikipedia:Requests for undeletion,1,0 days 00:07:50.000000000,-1
Swiftscw,Wikipedia:Requests for undeletion,1,4,Maria Cabase,0,0 days 00:45:46.000000000,0
Swiftscw,Maria Cabase,0,5,Maria Cabase,0,0 days 00:19:56.000000000,21
Swiftscw,Maria Cabase,0,6,Maria Cabase,0,0 days 00:07:39.000000000,21
Swiftscw,Maria Cabase,0,7,Maria Cabase,0,0 days 00:13:26.000000000,21
Swiftscw,Maria Cabase,0,8,Maria Cabase,0,0 days 00:52:34.000000000,21
Swiftscw,Maria Cabase,0,9,Maria Cabase,0,0 days 00:05:22.000000000,21
Swiftscw,Maria Cabase,0,10,Talk:Maria Cabase,1,0 days 00:07:54.000000000,0
Swiftscw,Talk:Maria Cabase,1,11,User:Swiftscw,1,0 days 00:02:26.000000000,0
Swiftscw,User:Swiftscw,1,12,Manuel Kabajar Cabase,0,0 days 00:12:23.000000000,0
Swiftscw,Manuel Kabajar Cabase,0,13,Manuel Kabajar Cabase,0,0 days 00:00:40.000000000,10
Swiftscw,Manuel Kabajar Cabase,0,14,User talk:Postdlf/Archive23,1,0 days 00:50:50.000000000,-1
Swiftscw,User talk:Postdlf/Archive23,1,15,Talk:Maria Cabase,1,0 days 19:09:05.000000000,-1
Swiftscw,Talk:Maria Cabase,1,16,Wikipedia:WikiProject Biography/Members,1,170 days 22:53:08.000000000,-1
Swiftscw,Wikipedia:WikiProject Biography/Members,1,17,User talk:Swiftscw,1,0 days 01:05:10.000000000,-1
Swiftscw,User talk:Swiftscw,1,18,Maria Cabase,0,8 days 01:20:45.000000000,-1
Swiftscw,Maria Cabase,0,19,Maria Cabase,0,0 days 00:26:09.000000000,21
Swiftscw,Maria Cabase,0,20,Bobby Enriquez,0,22 days 15:36:15.000000000,1
Swiftscw,Bobby Enriquez,0,21,Bobby Enriquez,0,0 days 00:02:04.000000000,19
Swiftscw,Bobby Enriquez,0,22,Bobby Enriquez,0,0 days 00:02:13.000000000,19
Azkle,User:Azkle,1,24,Wikipedia:Training/For students/Training feedback,1,0 days 16:22:04.000000000,-1
Azkle,Wikipedia:Training/For students/Training feedback,1,25,Netflix,0,4 days 03:46:45.000000000,-1
Azkle,Netflix,0,26,Alan Turing,0,0 days 01:05:12.000000000,1
Azkle,Alan Turing,0,27,Alan Turing,0,0 days 00:04:50.000000000,63
Azkle,Alan Turing,0,28,Amazon.com,0,0 days 00:17:30.000000000,1
Azkle,Amazon.com,0,29,Amazon.com,0,0 days 00:09:02.000000000,46
Azkle,Amazon.com,0,30,Reese Havens,0,1 days 22:54:35.000000000,0
Azkle,Reese Havens,0,31,Juan Lagares,0,0 days 00:05:42.000000000,5
Azkle,Juan Lagares,0,32,César Puello,0,0 days 00:03:08.000000000,5
Azkle,César Puello,0,33,Darin Gorski,0,0 days 00:05:04.000000000,-1
Azkle,Darin Gorski,0,34,Darin Gorski,0,0 days 00:00:56.000000000,-1
Azkle,Darin Gorski,0,35,Felipe Rivero,0,0 days 00:09:36.000000000,-1
Azkle,Felipe Rivero,0,36,Felipe Rivero,0,0 days 00:01:49.000000000,11
Azkle,Felipe Rivero,0,37,Edgemont Junior – Senior High School,0,272 days 18:09:46.000000000,0
Tgrosinger,Siege of Weissenstein,0,39,Anstruther,0,0 days 00:10:27.000000000,1
Tgrosinger,Anstruther,0,40,Sexism,0,0 days 00:42:06.000000000,1
Tgrosinger,Sexism,0,41,Downcasting,0,0 days 00:14:13.000000000,1
Tgrosinger,Downcasting,0,42,Downcasting,0,0 days 00:00:26.000000000,5
Tgrosinger,Downcasting,0,43,Gentoo (slang),0,0 days 00:15:13.000000000,0
Tgrosinger,Gentoo (slang),0,44,Sqoop,0,0 days 17:39:35.000000000,0
Tgrosinger,Sqoop,0,45,Sqoop,0,0 days 00:01:21.000000000,2
Tgrosinger,Sqoop,0,46,User:Tgrosinger,1,0 days 00:57:12.000000000,0
Tgrosinger,User:Tgrosinger,1,47,Wikipedia:Sandbox,1,7 days 01:42:01.000000000,0
Tgrosinger,Wikipedia:Sandbox,1,48,Golden tiger,0,0 days 00:03:11.000000000,0
Tgrosinger,Golden tiger,0,49,Tabby cat,0,0 days 00:00:57.000000000,1
Tgrosinger,Tabby cat,0,50,Steeler Nation,0,0 days 00:00:43.000000000,1
Tgrosinger,Steeler Nation,0,51,User talk:208.119.81.194,1,0 days 00:01:44.000000000,-1
Tgrosinger,User talk:208.119.81.194,1,52,Alouette (song),0,0 days 00:02:03.000000000,-1
Tgrosinger,Alouette (song),0,53,Jan Marini,0,0 days 00:18:50.000000000,0
Tgrosinger,Jan Marini,0,54,SkyMiles,0,0 days 00:17:06.000000000,0
Tgrosinger,SkyMiles,0,55,User talk:209.204.163.5,1,0 days 00:00:44.000000000,-1
Tgrosinger,User talk:209.204.163.5,1,56,Wild Bunch,0,0 days 00:28:23.000000000,-1
Tgrosinger,Wild Bunch,0,57,User talk:Jonjon893,1,0 days 00:01:42.000000000,0
Tgrosinger,User talk:Jonjon893,1,58,Livid (film),0,0 days 00:00:24.000000000,0
Tgrosinger,Livid (film),0,59,Cardigan Mountain School,0,0 days 00:07:48.000000000,0
Tgrosinger,Cardigan Mountain School,0,60,User talk:173.9.80.225,1,0 days 00:01:04.000000000,-1
Tgrosinger,User talk:173.9.80.225,1,61,Cardigan Mountain School,0,0 days 00:01:27.000000000,-1
Tgrosinger,Cardigan Mountain School,0,62,Risk management,0,0 days 07:56:02.000000000,0
Tgrosinger,Risk management,0,63,User talk:203.210.79.192,1,0 days 00:00:56.000000000,-1
Tgrosinger,User talk:203.210.79.192,1,64,2013 Australian Open,0,0 days 00:26:29.000000000,-1
Tgrosinger,2013 Australian Open,0,65,User talk:58.111.181.30,1,0 days 00:00:34.000000000,-1
Tgrosinger,User talk:58.111.181.30,1,66,Samsung Electronics,0,0 days 09:40:15.000000000,-1
Tgrosinger,Samsung Electronics,0,67,User talk:202.91.79.114,1,0 days 00:01:29.000000000,-1
Tgrosinger,User talk:202.91.79.114,1,68,Miracle on Ice,0,0 days 00:00:58.000000000,-1
Tgrosinger,Miracle on Ice,0,69,User talk:Tgrosinger,1,0 days 00:02:47.000000000,-1
Tgrosinger,User talk:Tgrosinger,1,70,Tourist attractions in Warsaw,0,0 days 00:30:58.000000000,-1
Tgrosinger,Tourist attractions in Warsaw,0,71,User talk:24.192.221.133,1,0 days 00:00:38.000000000,-1
Tgrosinger,User talk:24.192.221.133,1,72,Abkari,0,0 days 00:01:20.000000000,-1
Tgrosinger,Abkari,0,73,User talk:121.244.174.3,1,0 days 00:00:38.000000000,-1
Tgrosinger,User talk:121.244.174.3,1,74,"The Priory School, Shrewsbury",0,0 days 00:59:30.000000000,-1
Tgrosinger,"The Priory School, Shrewsbury",0,75,User talk:128.240.229.68,1,0 days 00:01:15.000000000,0
Tgrosinger,User talk:128.240.229.68,1,76,Hydroponics,0,0 days 00:01:19.000000000,0
Tgrosinger,Hydroponics,0,77,Imiut fetish,0,0 days 00:00:58.000000000,0
Tgrosinger,Imiut fetish,0,78,User talk:77.98.185.227,1,0 days 00:00:32.000000000,-1
Tgrosinger,User talk:77.98.185.227,1,79,Milton Keynes Academy,0,0 days 00:17:55.000000000,-1
Tgrosinger,Milton Keynes Academy,0,80,User talk:Wasteman1234,1,0 days 00:00:36.000000000,-1
Tgrosinger,User talk:Wasteman1234,1,81,List of Regular Show episodes,0,0 days 00:08:00.000000000,-1
Tgrosinger,List of Regular Show episodes,0,82,User talk:82.30.90.250,1,0 days 00:00:18.000000000,-1
Tgrosinger,User talk:82.30.90.250,1,83,Wikipedia:Sandbox,1,3 days 03:10:42.000000000,-1
Tgrosinger,Wikipedia:Sandbox,1,84,Thomas More,0,0 days 00:00:56.000000000,0
Tgrosinger,Thomas More,0,85,User:Tgrosinger/sandbox,1,15 days 07:25:17.000000000,0
Tgrosinger,User:Tgrosinger/sandbox,1,86,Storm (event processor),0,11 days 15:38:42.000000000,0
Tgrosinger,Storm (event processor),0,87,Storm (event processor),0,0 days 00:03:45.000000000,4
Tgrosinger,Storm (event processor),0,88,Wikipedia talk:Articles for creation/Storm,1,0 days 00:00:01.000000000,-1
Tgrosinger,Wikipedia talk:Articles for creation/Storm,1,89,Storm (event processor),0,0 days 00:00:51.000000000,-1
Tgrosinger,Storm (event processor),0,90,Storm (event processor),0,0 days 00:02:11.000000000,4
Tgrosinger,Storm (event processor),0,91,Storm (event processor),0,0 days 00:00:19.000000000,4
Tgrosinger,Storm (event processor),0,92,Storm (event processor),0,0 days 00:00:29.000000000,4
Tgrosinger,Storm (event processor),0,93,Storm (disambiguation),0,0 days 00:03:12.000000000,0
Tgrosinger,Storm (disambiguation),0,94,Wikipedia:WikiProject Seattle/Active participants,1,3 days 19:59:13.000000000,-1
Tgrosinger,Wikipedia:WikiProject Seattle/Active participants,1,95,Mighty-O Donuts,0,0 days 00:36:56.000000000,-1
Tgrosinger,Mighty-O Donuts,0,96,Mike's Hard Lemonade Co.,0,0 days 00:08:22.000000000,1
Tgrosinger,Mike's Hard Lemonade Co.,0,97,Diamond Parking,0,0 days 00:09:36.000000000,1
Tgrosinger,Diamond Parking,0,98,Espresso Vivace,0,0 days 01:03:52.000000000,1
Tgrosinger,Espresso Vivace,0,99,User talk:Tgrosinger,1,0 days 00:14:02.000000000,-1
Tgrosinger,User talk:Tgrosinger,1,100,John L. Scott,0,0 days 00:19:19.000000000,-1
Tgrosinger,John L. Scott,0,101,John L. Scott,0,0 days 00:01:52.000000000,4
Tgrosinger,John L. Scott,0,102,Mighty-O Donuts,0,0 days 00:03:11.000000000,1
Tgrosinger,Mighty-O Donuts,0,103,Espresso Vivace,0,0 days 00:01:31.000000000,1
Tgrosinger,Espresso Vivace,0,104,User talk:Skyerise,1,0 days 00:53:42.000000000,0
Tgrosinger,User talk:Skyerise,1,105,User talk:Skyerise,1,0 days 00:04:47.000000000,1
Tgrosinger,User talk:Skyerise,1,106,Talk:Torchwood/GA1,1,3 days 20:16:42.000000000,-1
Tgrosinger,Talk:Torchwood/GA1,1,107,Talk:Torchwood/GA1,1,0 days 00:29:02.000000000,-1
Tgrosinger,Talk:Torchwood/GA1,1,108,List of Apache Software Foundation projects,0,405 days 21:40:58.000000000,-1
Tgrosinger,List of Apache Software Foundation projects,0,109,List of Apache Software Foundation projects,0,0 days 00:01:26.000000000,2
Tgrosinger,List of Apache Software Foundation projects,0,110,Clojure,0,84 days 00:16:26.000000000,0
Tgrosinger,Clojure,0,111,Go (programming language),0,0 days 00:00:36.000000000,0
BanglarBogra,User:BanglarBogra,1,113,User:BanglarBogra,1,0 days 00:02:41.000000000,-1
BanglarBogra,User:BanglarBogra,1,114,User talk:BanglarBogra,1,0 days 00:03:42.000000000,-1
