username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Waweru1234567,0.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,90.0,0.0,0,10,0
Sam Hollingsworth,0.0,0.0,0.0,10.526,0.0,18.421,0.0,0.0,0.0,28.947,36.842,1,38,0
Darkwolf86,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,10,0
PaulShk,20.0,40.0,40.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0,0.0,1,5,0
Tetriminos,0.0,0.0,5.127999999999999,20.513,5.127999999999999,25.641,12.821,0.0,5.127999999999999,51.282,5.127999999999999,0,39,0
Mesmeilleurs,0.0,0.0,14.286,0.0,0.0,14.286,0.0,0.0,14.286,14.286,14.286,1,7,0
Rjtavares,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,5,0
Darksoulcraft,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,1,0
Abhimanyu.it,0.0,0.0,50.0,0.0,0.0,25.0,50.0,0.0,50.0,25.0,0.0,0,4,0
Socialistfeminist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
Mussoels,32.258,25.805999999999997,32.258,3.2260000000000004,0.0,0.0,25.805999999999997,0.0,90.323,3.2260000000000004,0.0,1,31,0
ParacusForward,0.971,4.531000000000001,2.9130000000000003,3.56,0.971,4.531000000000001,2.589,0.0,8.414,9.061,5.178,0,309,0
Communist-USSR,0.0,0.0,0.401,2.204,0.401,17.635,12.625,0.0,0.401,20.24,7.615,0,499,0
Proonk,0.0,1.4080000000000001,0.0,7.042000000000001,33.803000000000004,5.6339999999999995,0.0,0.0,1.4080000000000001,46.479,8.451,0,71,0
DeskSitter,0.0,0.0,2.9410000000000003,2.9410000000000003,2.9410000000000003,17.647000000000002,5.882000000000001,0.0,2.9410000000000003,23.529,17.647000000000002,1,34,0
LetsGoWest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0
Mohamed moanis,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1,5,0
Vigneshkumar.b,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,1,0
Huwcumber,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,3,0
Rahulrokking,66.667,33.333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,3,0
Mpprivatecapital,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,4,0
Eden Cheng,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0,4,0
Schoenw,0.0,0.0,11.765,0.0,17.647000000000002,23.529,11.765,0.0,11.765,41.176,11.765,0,17,0
