username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lvansteenvoort,9.375,5.0,11.875,8.75,5.0,6.875,11.25,0.0,26.25,20.625,3.125,0,160,0
Aschimelfenig,0.0,0.0,0.0,30.840999999999998,14.019,52.336000000000006,45.794,0.0,0.0,97.196,0.0,1,107,0
113baqir113,0.0,0.0,0.0,20.0,0.0,60.0,40.0,0.0,0.0,80.0,0.0,0,5,0
Ruebenross,0.0,1.37,1.37,13.699000000000002,9.589,27.397,20.548000000000002,0.0,2.74,52.055,4.11,0,73,0
Kumbreviciute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
LucaTea,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1,2,0
Spyglasses,0.601,0.401,0.601,30.862,16.232,15.431,10.22,0.0,1.6030000000000002,62.525,20.04,1,499,0
MoriTheDreamer,0.0,0.0,0.0,28.570999999999998,14.286,28.570999999999998,14.286,0.0,0.0,71.429,0.0,0,7,0
Linusw1,14.429,22.645,35.671,0.802,0.0,4.409,29.459,0.0,72.745,5.21,4.008,0,499,0
Ghost49424942,6.667000000000001,0.0,40.0,0.0,0.0,0.0,33.333,0.0,46.667,0.0,0.0,1,15,0
HosseinSagart,11.110999999999999,0.0,0.0,0.0,0.0,11.110999999999999,0.0,0.0,11.110999999999999,11.110999999999999,0.0,1,9,0
ScooterStein,9.091000000000001,54.545,36.364000000000004,0.0,0.0,0.0,18.182000000000002,0.0,100.0,0.0,0.0,1,11,0
Stanbrock,28.570999999999998,0.0,57.143,0.0,0.0,0.0,42.857,0.0,85.714,0.0,0.0,1,7,0
16002haydos,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
BB8904LYF,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0,5,0
Vnurshaba,0.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,20.0,0.0,0,10,0
Closerinpex,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1,4,0
Hashan22,0.0,0.0,33.333,0.0,0.0,33.333,0.0,0.0,33.333,33.333,0.0,1,3,0
C V RamBabu,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
Lmcintyre2,0.0,0.0,0.0,30.769000000000002,7.692,43.59,38.461999999999996,0.0,0.0,82.051,0.0,1,39,0
StevoOnAir,0.0,0.0,8.333,0.0,8.333,0.0,0.0,0.0,8.333,8.333,25.0,0,12,0
Maurizio Martina,15.625,59.375,12.5,0.0,0.0,0.0,3.125,0.0,87.5,0.0,0.0,1,32,0
