username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Brentc3,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0,8,0
Zacksassoon,19.512,2.439,76.423,0.0,0.0,0.0,73.984,0.0,98.374,0.0,0.0,1,123,0
LifeIsSubtle,0.0,0.0,0.0,8.333,0.0,41.667,33.333,0.0,0.0,50.0,0.0,1,12,0
Pans Labirynth,50.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,75.0,0.0,0.0,1,4,0
CDK78,0.0,0.0,0.0,55.556000000000004,0.0,22.221999999999998,11.110999999999999,0.0,0.0,77.778,0.0,0,9,0
Cardiffcityfan07,21.429000000000002,0.0,0.0,7.143,14.286,0.0,0.0,0.0,21.429000000000002,21.429000000000002,0.0,1,14,0
Ccie.cisco,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,33.333,0.0,1,3,0
Mesohrab,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,1,4,0
TheElittez,75.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,1,4,0
Renupundir,0.0,11.110999999999999,0.0,66.667,11.110999999999999,0.0,0.0,0.0,11.110999999999999,77.778,0.0,0,9,0
George Nhigula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Renee Michelle Wenker,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1,5,0
Rioiscoming,0.0,0.0,12.5,25.0,12.5,12.5,0.0,0.0,12.5,50.0,0.0,0,8,0
Cooldj101,0.0,12.5,12.5,0.0,0.0,25.0,12.5,0.0,25.0,25.0,0.0,0,8,0
Imenam,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,1,4,0
Subbarjun,0.0,0.0,0.0,30.189,15.094000000000001,45.283,37.736,0.0,0.0,90.566,0.0,0,53,0
Dmar91,0.0,0.0,0.0,15.0,5.0,35.0,30.0,0.0,0.0,55.0,10.0,1,20,0
18phillipst,30.233,46.512,22.093000000000004,0.0,0.0,0.0,15.116,0.0,98.837,0.0,0.0,1,86,0
