username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lironwiki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
Editor11223344,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,50.0,0.0,0,4,0
AshleyEN,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,1,10,0
Ehhetv,0.0,0.0,0.0,9.155,9.155,10.562999999999999,5.6339999999999995,0.0,0.0,28.873,23.944000000000003,0,142,0
My1xT,14.286,8.571,11.429,0.0,0.0,0.0,0.0,2.8569999999999998,34.286,0.0,5.7139999999999995,1,35,0
Niranjansarkar,0.0,0.0,10.0,30.0,20.0,30.0,20.0,0.0,10.0,80.0,0.0,1,10,0
Runningonfaith,3.571,0.0,0.0,10.714,21.429000000000002,14.286,7.143,0.0,3.571,46.428999999999995,21.429000000000002,0,28,0
Zvezda Soyuz,5.4110000000000005,2.405,5.611000000000001,12.024000000000001,8.617,11.222000000000001,11.022,1.202,13.427,31.864,3.8080000000000003,0,499,0
Malmendras,17.143,17.143,48.571000000000005,0.0,0.0,0.0,34.286,0.0,82.85700000000001,0.0,0.0,1,35,0
X-Y Kua,8.929,0.0,50.0,0.0,0.0,0.0,42.857,0.0,58.928999999999995,0.0,0.0,1,56,0
Jeanpauljoseph,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,4,0
Tawhite2013,1.8869999999999998,7.547000000000001,1.8869999999999998,24.528000000000002,3.7739999999999996,33.961999999999996,35.849000000000004,0.0,11.321,62.263999999999996,0.0,1,53,0
Anangpalchauhan,30.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,40.0,20.0,0.0,1,10,0
Meggington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Arivera92,2.8710000000000004,0.478,4.785,8.612,2.392,23.923000000000002,18.66,0.478,8.134,34.928000000000004,6.22,0,209,0
Al-Hakim bi-Amr Allah,0.0,0.0,0.99,0.0,0.99,14.850999999999999,4.95,0.0,0.99,15.842,0.99,1,101,0
Molnardaniel63,0.0,0.0,0.0,3.03,0.0,15.152000000000001,3.03,9.091000000000001,0.0,18.182000000000002,27.273000000000003,0,33,0
Nzlimz,7.692,0.0,23.076999999999998,0.0,0.0,7.692,23.076999999999998,0.0,30.769000000000002,7.692,0.0,0,13,0
JonathanDeal,55.556000000000004,0.0,44.443999999999996,0.0,0.0,0.0,44.443999999999996,0.0,100.0,0.0,0.0,1,9,0
TheBenk,11.110999999999999,11.110999999999999,0.0,11.110999999999999,0.0,0.0,11.110999999999999,0.0,22.221999999999998,11.110999999999999,0.0,1,9,0
Marie Roachy,14.815,14.815,7.407,11.110999999999999,0.0,7.407,11.110999999999999,0.0,37.037,18.519000000000002,7.407,1,27,0
Jakecolfer1,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,1,3,0
Ameerayaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,2,0
TiffanyGallicano,9.524,4.762,23.81,14.286,11.905,16.667,27.381,0.0,38.095,42.857,0.0,1,84,0
Mohitjaain,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,33.333,0.0,0,3,0
A.sky245,2.721,2.041,0.0,18.367,6.122000000000001,10.884,4.082,0.0,4.762,35.374,15.645999999999999,0,147,0
Jechrist Erodias,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
Astralmeson,0.0,0.0,0.0,0.0,5.263,31.579,15.789000000000001,0.0,0.0,36.842,21.053,0,19,0
Isaac LaFluer Thesoleeosaurus,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0,2,0
John solf,30.435,30.435,17.391,0.0,4.348,4.348,8.696,0.0,78.26100000000001,8.696,0.0,1,23,0
Martghb,1.4080000000000001,0.0,2.113,16.901,14.789000000000001,11.267999999999999,7.042000000000001,0.0,3.5210000000000004,42.958,6.337999999999999,0,142,0
Hugocoleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
BlueBunny1,0.0,0.0,9.091000000000001,27.273000000000003,36.364000000000004,0.0,0.0,0.0,9.091000000000001,63.636,0.0,1,11,0
19afisher1,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,1,5,0
Tolfraedic,0.0,0.0,0.0,30.594,31.506999999999998,24.201,15.525,0.0,0.0,86.301,0.9129999999999999,0,219,0
Canadianpolisci,0.0,0.0,1.639,3.279,0.0,3.279,4.918,0.0,1.639,6.557,6.557,0,61,0
Ywehc gnay,8.824,16.176,41.176,0.0,0.0,5.882000000000001,27.941,0.0,66.176,5.882000000000001,0.0,1,68,0
Lostprofeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Latoya spencer,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1,5,0
Mikrobd,0.0,0.0,0.0,37.931,17.241,10.345,6.897,0.0,0.0,65.517,13.793,0,29,0
Cgonzal7,11.110999999999999,11.110999999999999,72.222,0.0,0.0,0.0,55.556000000000004,0.0,94.444,0.0,0.0,1,18,0
John322,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,2,0
Ralphatupmeads,14.286,42.857,28.570999999999998,0.0,0.0,0.0,28.570999999999998,0.0,85.714,0.0,0.0,1,7,0
Sibulele Cuba,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,3,0
Harishhameed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0
Upikedaltonwb,34.615,11.538,26.923000000000002,3.846,0.0,0.0,26.923000000000002,0.0,73.077,3.846,0.0,1,26,0
ReyReble,0.0,0.0,100.0,0.0,0.0,0.0,66.667,0.0,100.0,0.0,0.0,1,3,0
