username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
GigaPlop,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,5,0
Chima4mani,0.9009999999999999,0.0,0.9009999999999999,22.973000000000003,1.8019999999999998,30.18,22.523000000000003,0.0,1.8019999999999998,54.955,8.559,0,222,0
AshworthVaz,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,4,0
Maggiemae154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0
Rj Balam,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,2,0
Marty Rampola,6.667000000000001,6.667000000000001,0.0,13.333,0.0,13.333,13.333,0.0,13.333,26.666999999999998,0.0,0,15,0
Ejazhussaini786,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
Telacks,11.765,0.0,17.647000000000002,5.882000000000001,17.647000000000002,0.0,11.765,0.0,29.412,23.529,0.0,1,17,0
Nadyhere,30.769000000000002,23.076999999999998,46.153999999999996,0.0,0.0,0.0,38.461999999999996,0.0,100.0,0.0,0.0,1,26,0
Purkaple,18.367,16.327,46.93899999999999,0.0,0.0,4.082,40.816,0.0,81.633,4.082,0.0,1,49,0
Liblaura,0.0,4.545,0.0,31.818,13.636,18.182000000000002,9.091000000000001,0.0,4.545,63.636,0.0,1,22,0
Ujjwal kannaujia,33.333,0.0,66.667,0.0,0.0,0.0,33.333,0.0,100.0,0.0,0.0,1,3,0
DuxInvictus,20.0,11.818,11.818,6.364,0.909,5.455,12.727,0.0,43.636,12.727,0.909,0,110,0
EnglishLoverWillie,0.0,0.0,0.0,0.0,4.167,33.333,12.5,0.0,0.0,37.5,12.5,1,24,0
NICHOLASKIMBRELL,0.0,0.0,11.110999999999999,0.0,22.221999999999998,22.221999999999998,11.110999999999999,0.0,11.110999999999999,44.443999999999996,0.0,1,9,0
Ailbeoreilly,0.0,0.0,100.0,0.0,0.0,0.0,66.667,0.0,100.0,0.0,0.0,1,3,0
Dnigmonova,12.025,12.658,13.924000000000001,8.861,3.7969999999999997,4.43,13.924000000000001,0.0,38.608000000000004,17.089000000000002,0.0,1,158,0
Monetizeyourcat,8.511000000000001,10.638,31.915,0.0,0.0,0.0,21.276999999999997,0.0,51.06399999999999,0.0,0.0,1,47,0
Mariotheguy12,0.0,0.0,80.0,0.0,0.0,0.0,60.0,0.0,80.0,0.0,0.0,1,5,0
Millie Vadgama,35.849000000000004,28.302,11.321,0.0,0.0,0.0,5.66,0.0,75.472,0.0,0.0,1,53,0
Kasergc,0.0,3.125,0.0,6.25,6.25,0.0,3.125,0.0,3.125,12.5,9.375,1,32,0
Annfrenkel,15.385,7.692,46.153999999999996,0.0,0.0,0.0,30.769000000000002,0.0,69.23100000000001,0.0,0.0,1,13,0
TenseBeaver,1.4080000000000001,1.4080000000000001,7.042000000000001,0.0,2.8169999999999997,7.042000000000001,9.859,0.0,9.859,9.859,8.451,1,71,0
Sandeepyadav.sky,0.0,33.333,66.667,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,3,0
