username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Ungvarizs,0.0,0.0,0.0,20.833000000000002,20.833000000000002,45.833,25.0,0.0,0.0,87.5,0.0,0,24,0
Nelon Gerrard,40.0,20.0,40.0,0.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,1,10,0
Shinebright5522,0.976,1.463,1.463,7.317,1.9509999999999998,34.634,23.901999999999997,0.0,3.9019999999999997,43.902,12.195,1,205,0
Stephrhodes12,33.333,0.0,33.333,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,1,3,0
Mrraktima,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1,4,0
Gary Patrick,27.273000000000003,22.726999999999997,50.0,0.0,0.0,0.0,40.909,0.0,100.0,0.0,0.0,1,22,0
ArthurBJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
Yevolution,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0,2,0
Merujan Karapetyan,0.0,0.0,0.0,21.429000000000002,14.286,35.714,14.286,0.0,0.0,71.429,0.0,0,14,0
DrVentureWasRight,1.754,0.0,8.772,5.263,3.509,8.772,7.018,0.0,10.526,17.544,14.035,0,57,0
Spartan44,5.769,0.0,21.154,0.0,0.0,0.0,23.076999999999998,0.0,26.923000000000002,0.0,0.0,0,52,0
ErmengardeTenderstone,16.667,0.0,33.333,0.0,16.667,0.0,33.333,0.0,50.0,16.667,0.0,1,6,0
Lucybee13,0.0,0.0,0.0,21.053,31.579,31.579,26.316,0.0,0.0,84.211,0.0,0,19,0
Mattmcg91,0.0,0.0,0.0,11.110999999999999,0.0,11.110999999999999,0.0,0.0,0.0,22.221999999999998,0.0,0,9,0
Srikanth Aviator,0.667,0.667,16.0,9.333,2.667,6.667000000000001,17.333,0.667,18.0,19.333,8.0,0,150,0
BBoniface,7.874,0.0,7.087000000000001,15.748,8.661,19.685,18.898,2.362,14.960999999999999,44.093999999999994,1.575,1,127,0
Miarren,0.0,0.0,0.0,5.7139999999999995,5.7139999999999995,17.143,8.571,0.0,0.0,28.570999999999998,20.0,0,35,0
Seth groves22,0.0,0.0,0.0,25.0,0.0,25.0,50.0,0.0,0.0,50.0,0.0,0,4,0
Iman Shirwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0
MABVN 5.56,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0,3,0
Aallnu1,0.0,0.0,0.0,38.095,19.048,14.286,9.524,0.0,0.0,76.19,0.0,1,21,0
MBS1313,0.0,0.0,64.286,0.0,0.0,0.0,42.857,0.0,64.286,0.0,0.0,1,14,0
Nielex,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,33.333,0.0,1,6,0
Mercer.philosophy,0.48100000000000004,0.48100000000000004,10.096,17.308,9.615,27.885,24.519000000000002,0.0,11.058,54.808,2.404,0,208,0
Nunufarhanah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
