username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Kattheawesome,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,1,2,0
Niagaragallery,1.4709999999999999,4.412,16.176,5.882000000000001,2.9410000000000003,11.765,22.059,2.9410000000000003,23.529,20.588,1.4709999999999999,1,68,0
Play Scripts Forever,0.0,0.0,33.333,33.333,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0,3,0
Warox1994,10.345,4.598,85.057,0.0,0.0,0.0,80.46,0.0,100.0,0.0,0.0,1,87,0
Qaraa cilmi baare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Jamiecott5555,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0,6,0
MaxJeff-AU,18.182000000000002,0.0,18.182000000000002,36.364000000000004,0.0,0.0,18.182000000000002,0.0,36.364000000000004,36.364000000000004,0.0,0,11,0
Wikid77b,3.398,0.485,2.427,2.427,1.456,0.485,1.942,0.0,6.311,4.369,6.796,1,206,0
Janesummers79,0.0,0.0,0.0,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,1,12,0
Onial Khan,0.0,3.7039999999999997,0.0,0.0,3.7039999999999997,11.110999999999999,11.110999999999999,0.0,3.7039999999999997,14.815,7.407,0,27,0
ChocolateCakeYum!!,18.919,9.91,29.73,0.0,0.0,0.0,15.315,0.0,58.559,0.0,1.8019999999999998,1,111,0
Vjaasief,4.167,6.25,15.277999999999999,7.638999999999999,7.638999999999999,26.389,30.555999999999997,0.0,25.694000000000003,41.667,0.6940000000000001,0,144,0
MortenZdk,8.451,5.6339999999999995,43.662,0.0,1.4080000000000001,8.451,39.437,0.0,57.746,9.859,7.042000000000001,0,71,0
Sanggi Yoga,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
Test Account for Visual Editor,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1,2,0
Younicesilver,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,1,0
Lorykwee,17.308,17.308,59.615,0.0,0.0,0.0,48.077,0.0,94.23100000000001,0.0,0.0,1,52,0
RVMSXY,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,2,0
Shounkan,3.7739999999999996,1.8869999999999998,24.528000000000002,16.980999999999998,15.094000000000001,24.528000000000002,35.849000000000004,0.0,30.189,56.604,0.0,1,53,0
Unum et idem,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
Nitish nidhi,0.0,71.429,28.570999999999998,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,7,0
Eliaizackfrank,36.364000000000004,9.091000000000001,27.273000000000003,0.0,0.0,0.0,27.273000000000003,0.0,72.727,0.0,0.0,1,11,0
JDoUo,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,4,0
Kirkcudbrightshire,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0,10,0
ILLUMINATI MASON,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,0
COCentrist,0.0,0.0,12.5,0.0,0.0,37.5,25.0,0.0,12.5,37.5,0.0,0,8,0
Saurabhsandilya,42.857,28.570999999999998,21.429000000000002,0.0,0.0,0.0,14.286,0.0,92.85700000000001,0.0,0.0,1,14,0
Adithya satheesan,25.0,25.0,50.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,1,4,0
Imtiyaz reshi,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,2,0
