username1,totaledit
"""Weird Nerd"" Yankovic",5
10stan10,5
1236987ss,2
1254Troll5,2
2015111Dicks,1
20znussenbaum,9
4ndrew00012345,11
69lol69,3
7SolarStar7,8
;jdfnudiudsacfjamcaroueafh;ndjk;h,3
ADCOLAB,3
ASS908,6
AWR+AWR+AWR,5
AaronG98,1
Abbey777,8
Abdullahalameri,9
Abdulpsp,4
Abenaske,17
AbrassiveHydra,5
Absurddude101,3
Access infocom,1
Adam 5322,4
Adam david hooley,5
Adamantiumk,11
Africanlover6969,1
AfrorofAzeroth,6
AkisFocus,12
Alansteel45,1
Alaskaeagle,13
Alexreyno00,3
Algin Requilman,197
Aliciakangzhihui,15
Alig511,12
Alimalik10,9
Allan Jacobsen Is A Handsome YEAH,5
AlphaValkyriesWolf,13
Alwayscrrect,2
Amazingman1234,2
Andrewmontoya,14
Andrewsully10,2
Andy9967,3
Angas04,8
Annaclaire37,7
Anon Nate,11
Anon3690,3
Anonymoouse....,5
Anonymouscaterpillar,1
Anthmone,12
Anthoneenee,5
Anubhavvns101997,2
Anurageea,5
Ar1234554454,9
Archimaredes on a train,36
Arettig19,7
Arvawter,2
Asa123123,36
Asdfasdfasdfkmn,4
Ashfanmemehasmultiplemeanings,3
Asianninjabear1,7
Ausmccla3,7
AviTheBoss,1
Awesomemanatee,3
Awesomeness1311,3
Awesomeperson93857,3
Ayperous,4
Ayush1008,8
Azaboi3000,2
AznRiceBallz,5
BABatron22,2
BFoy4,8
Baconpotatopie,4
Bagelbagelbagel,2
Baking the coldest bread,1
Baller7878,2
Barakagay,1
Baronvonsnook,9
Barrackollama,12
Barresmus123,1
Bastet2018,4
Batmanwaffle,2
Battsmangaming,13
Bazooka182,2
Bbbbbbbbbb24,1
Bdogbadboy,1
Beast of borgendor,9
Beatlemaniac99,3
Becksterboss,2
Beefwilko,9
Belizenoreal,4
Bemebebe2,5
Ben.pires12,1
Benisadog,7
Benji7674,19
Berkley GTA,2
Bhill123,3
Big Dave Scientist,14
Big Henry Scientist,11
BigFrithMan,14
Bigfrith17,9
Bigmukumuku,15
Billbillbillo12,5
Bima123,17
Bimmer528in20,9
Black Sabbath is awesome,2
Black Sabbath's hugest fan,1
BlackopsIIbro,5
BlahblahblahblahdonttalktomeXP,3
Blubber1234,8
BlueCanuk,1
Bluejay1995,2
Bmeister487,4
Bob waterhouse,2
Bobbtheman124,6
Bobiscoolyo,2
Bobjoefattykins,2
Bobjohnson.us,2
Bobjohnson1234,7
Boborisci,4
Bobsweeeet,4
Bobyyybbyy,3
Boeoboo98,3
BonerBonerJim,5
Boo ya koo,5
Bookfair18,4
Bradwhu,4
Bradybradybrady,1
Brentbmw,7
Broompower960,23
Brownmello15,6
Bsioheio123,4
Bslegend,14
Buffalobills1234567890,2
Buhluhluh,4
Bumoa,2
Burrowsbeast,6
Busevans,2
Buynganocean,3
Byroncraig1234,6
CHUCKNORRIS3219,3
Caaveclann,8
Caboben,1
Cacabird 1,3
Caifro,13
Caillougotswag,2
CaitlinTheNC,6
Cam3924,3
Cammy Wark,5
Cantcatchmeyoudoltz,4
Captainboogersauce,4
Carltonisboss,2
CarsonKayToTheMacs,4
Carter12345,5
Ccollins14,6
Ccsc918,16
Celogreennamechanger,1
Ceptoplasm,4
Chacha85,4
Charzilla,5
