username1,totaledit
12345678901234567890qwerty,2
123456789poopy,4
2345herobrine,7
4changuy,6
5201connor,4
69Jew69,28
9bZkp7q19f0,2
AMADU M THE KING GLB BAH,4
ANDREWLEGARE,3
Abdullahc9,7
Abe1McLovin,10
Acidex Clan,2
AdisatTayyib,6
Agr13241234,7
Aidan7250,3
Akdfhal,2
Akshay9929,5
Alaito99,1
Alex Whiter,3
Almothewrestler,2
Alonso9825,10
Alpine15inn,5
Alversian,11
Alzweea,8
Amauryisevil,3
Anbush123,1
Andrew daddo,8
Andrew23wgp,2
Andrewnaufal,2
AnitinjaOsiite,3
Ann Bardrach,12
Annonymousimseriousmudda,2
Anonymus12345678910,10
Ansonchow99,3
Antoniaisfabulous,2
Apple436,9
Arsalan.Azarmi,13
Arun Oakes,4
Asarkarsaheb,8
Asdfjklasdfjkl12345,4
Asperodo,1
Aswangworks123,3
Aus lc,10
Awesome girl09,16
Ayush.patnaik1,6
Azacar12,4
B2929,7
BBEJUICE987,5
Ballasdon,7
Bankbenj1,3
Baronofashford,1
BasedB0yz,9
Bayramj98,3
Beastlymac,2
Beckerl6,1
Beesnizzle,4
Ben1moreland,36
BenClubley,25
Benspring100,4
Bgfbx,3
Bhhnfg,6
BiasEXPOSED,17
Bigbooty24,1
Bigladcluts,5
Birmingham99,34
Blackfalcon2013,1
Blackpantherx,12
Blahblahblahyoloswag,1
"Bob ""THE TRUTH"" Bobbles",12
Bob Reble,3
Bob123321aaattt,5
BobSkaboo,3
Bobbabobba12,8
Bobby12323,9
Bobisawesome1234,4
Bobninja12345,5
Bobocilor1,15
Bobster2134,1
Boiboy69,2
Bossblockerzzz,4
Bouseman69,3
Bpsunglass,1
Bradmax11,6
Bradyn Green,13
Brandon98024,3
Bri 247,5
Britanic2154a,5
Brittanyrosss,6
Brokenafterwatchingit,2
Brookeholler,2
Brozef,1
Bstroud45,3
BuddyBobs,2
Buttblaster,2
Buttbutbut,2
Bölvaðfiff,4
CWReenactor,5
Caitlinhai,3
Camlibby,1
Canceriscool,5
Carmen Luzon,20
CaroTommo123,4
Carraid73,2
Cclarke93,5
Cdihno,4
Cernikred,6
Chaughey9898,2
Chaz1598,14
Cheeseisbest257,1
Cheesycrackers,5
Chelseadude1516,5
Chent29,3
Chessmad1,8
ChickenSelects123,2
Chiteck,6
Chloeboomhallxx,4
Chridorner550,1
Chris Clarke 123,6
ChrisMadden96,5
Chrislevy14,2
Chrismann123,18
Chrisrox50267899,14
Chriswomann,5
CitingAllArticles,8
Clare Champion,4
ClarkLuke,7
Clarkson97,1
Clippersfan2733,4
Cmc1868,10
Cms2013,3
Cococola44,2
ColdFade,8
Commputer,16
ComputerGeek4,22
Conc0rdd,3
Cookiemonster132132,1
Coolguyftw77,8
Corrector of lies 99,1
Crazyfredphelps,1
Crazylewis,8
CreeperKingzz,1
Cripsandbloods12,2
Ctoo12,1
Cupples7,3
CycloneTyphoonHurricane,7
DERPYBOB,4
DISCOUNT FOOD LIQUIDATOR,25
Da changer 101,3
DaGeneralSwagg,3
Dakman33,1
Dan hardboy,4
Darburge468,6
DarkArt7000,1
Darmstadt linear accelerator4,3
Darthmullet,7
Dbk0825,7
Deadpoolsawesome,3
Declan1171,12
DefinitTROLL,2
Delta99999,7
Dfgadfjkgkd,3
Dhg king of lol,3
DickSerious,3
Didddyyoungz,2
Digdog1603,3
Dingleberrypie,6
Doctorwily,4
Dogfish19,7
Dominic.anderson2012,5
Dominick0207,5
Don'tspime scibaby,4
Donkeysheep007,4
Douchebag 1000,1
Doughnut07771,5
Dr.bobsick,9
Dr41DeY,5
DrGiggler,9
Dragonboyrazor,5
Drodresu,3
Drrainbowhat,1
Drucillas,11
DucksAreFriends,3
DylanRamirez7747,11
EMDEEDUBLU,3
EPIC-NINJA1996,1
Educatedhuman007,6
Ekairon139,6
ElQunox,8
EliEngwicht,2
Elkevbo1323232,5
Ellie Furgeson,1
Ellie334,1
Elpoopechabra,7
Enthusiast101,10
Eph516,8
EpicPieGuy,5
Ethanlang121,2
Evil Connor,8
FAKEACCOUNT123,6
Face5054,4
Fandango1112,4
Fist-a-gon I,6
Fixylol,11
Flaky564wantsrevenge,6
Flame1142,3
Flat-you-lence,7
Floggnawfag,2
Flurfoo,4
Fluttershy23,6
Flynn151,1
Fracoltto 856,2
Frank Vogt,4
Franz Baby 256,22
Franzikopu256652,7
Franzilin Dibilin 259952,8
FredSaund,32
Fruitwarrior,14
GOOOOGOOOOO,5
GabenNewell,4
Gabeoriellygaypride,3
Gabucho181,133
GamingTheTime,5
GandalfakaTheWhite,24
Gatorz,3
Gavingavinchan,10
Gavinjamesbond,5
Gavistromberg3,20
Gbabycakes,4
Gene Leggings,2
GlennHughes,3
Gog101,10
GoodCharlotteVEVO,10
Gooniesareus,2
GossipQueenNoughties,12
Gourmet and gourmand,38
Green bystander,8
GrumpyTelevision,1
Gsmith03,7
Gunpointgame,2
HISTORY UNIVERSITY,2
HOLYJESUSIMRIGHT,3
Hackerkid123,3
Hacksaw19270,1
Hahahahah96,6
Hallw025,4
Haltell,14
Hamishknight,21
Hannah scott,8
Harjaap3333,1
Harry Pitts,8
Has7865,5
HashtagGags,4
Haylee Meldrum,56
Hazzaman11,3
Headshotjoe3,7
Hellokitty123456910,3
Hellosandybeach,1
HeyItsTrain,2
Heyyitsbells,4
Himan1234567890087654321,2
Hipposaregrey,2
Hiyaguy12,7
Hoonishoon,7
How to lose weight,10
Howard wallowitts,7
