counter,crns
7,1
8,1
71,1
72,1
241,1
275,1
409,1
476,1
908,1
972,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
984,1
985,1
986,1
987,1
988,1
990,1
993,1
996,1
997,1
1015,1
1018,1
1024,1
1031,1
1040,1
1068,1
1112,1
1113,1
1117,1
1128,1
1129,1
1213,1
1285,1
1306,1
1365,1
1369,1
1370,1
1396,1
1397,1
1406,1
1407,1
1408,1
1411,1
1413,1
1419,1
1421,1
1422,1
1424,1
1428,1
1444,1
1446,1
1447,1
1573,1
1575,1
1584,1
1585,1
1592,1
1594,1
1598,1
1605,1
1606,1
1607,1
1617,1
1618,1
1620,1
1625,1
1626,1
1627,1
1628,1
1629,1
1632,1
1633,1
1702,1
1703,1
1722,1
1726,1
1727,1
1802,1
1806,1
1814,1
1821,1
1851,1
1875,1
1876,1
1934,1
1938,1
1948,1
1950,1
1951,1
1954,1
1958,1
1960,1
1975,1
1984,1
1986,1
1993,1
1995,1
2002,1
2005,1
2006,1
2014,1
2017,1
2031,1
2105,1
2106,1
2113,1
2114,1
2116,1
2117,1
2118,1
2119,1
2121,1
2122,1
2126,1
2127,1
2138,1
2143,1
2151,1
2152,1
2153,1
2154,1
2158,1
2159,1
2166,1
2172,1
2173,1
2181,1
2183,1
2186,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2222,1
2223,1
2225,1
2226,1
2228,1
2231,1
2237,1
2238,1
2250,1
2252,1
2253,1
2257,1
2260,1
2264,1
2296,1
2298,1
2318,1
2319,1
2331,1
2340,1
2342,1
2393,1
2551,1
2562,1
2564,1
2621,1
2627,1
2644,1
2654,1
2666,1
2673,1
2678,1
2679,1
2680,1
2681,1
2682,1
2684,1
2686,1
2687,1
2689,1
2690,1
2691,1
2692,1
2698,1
2699,1
2700,1
2706,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2715,1
2717,1
2720,1
2753,1
2755,1
2756,1
2760,1
2762,1
2763,1
2767,1
2769,1
2770,1
2777,1
2778,1
2780,1
2787,1
2788,1
2789,1
2815,1
2816,1
2818,1
2821,1
2823,1
2854,1
2868,1
2981,1
3001,1
3005,1
3007,1
3010,1
3013,1
3014,1
3015,1
3022,1
3058,1
3094,1
3106,1
3250,1
3251,1
3256,1
3307,1
3314,1
3315,1
3317,1
3323,1
3374,1
3376,1
3424,1
3445,1
3450,1
3453,1
3460,1
3503,1
3508,1
3509,1
3523,1
3526,1
3540,1
3544,1
3557,1
3560,1
3561,1
3567,1
3587,1
3592,1
3594,1
3595,1
3616,1
3619,1
3631,1
3641,1
3649,1
3714,1
3978,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4008,1
4011,1
4013,1
4014,1
4020,1
4022,1
4026,1
4035,1
4036,1
4056,1
4070,1
4198,1
4200,1
4201,1
4202,1
4218,1
4225,1
4233,1
4281,1
4308,1
4309,1
4310,1
4311,1
4335,1
4343,1
4357,1
4368,1
4369,1
4370,1
4404,1
4406,1
4407,1
4585,1
4701,1
4758,1
4770,1
4771,1
4772,1
4779,1
4781,1
4782,1
4948,1
5029,1
5037,1
5078,1
5387,1
5390,1
5397,1
5409,1
5410,1
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,1
5423,1
5424,1
5426,1
5431,1
5436,1
5440,1
5441,1
5443,1
5444,1
5450,1
5456,1
5457,1
5464,1
5466,1
5467,1
5468,1
5470,1
5473,1
5474,1
5475,1
5476,1
5477,1
5480,1
5481,1
5483,1
5484,1
5485,1
5487,1
5488,1
5489,1
5490,1
5492,1
5493,1
5496,1
5497,1
5498,1
5499,1
5500,1
5502,1
5503,1
5504,1
5505,1
5506,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,1
5521,1
5522,1
5524,1
5525,1
5526,1
5527,1
5533,1
5534,1
5569,1
5571,1
5573,1
5574,1
5577,1
5578,1
5580,1
5582,1
5583,1
5588,1
5595,1
5598,1
5601,1
5602,1
5605,1
5606,1
5686,1
5699,1
5768,1
5909,1
5916,1
5930,1
5935,1
6013,1
6068,1
6116,1
6262,1
6344,1
6433,1
6439,1
6446,1
6450,1
6548,1
6551,1
6639,1
6677,1
6746,1
6793,1
6834,1
6836,1
7137,1
7254,1
7255,1
7257,1
7265,1
7266,1
7269,1
7270,1
7272,1
7276,1
7287,1
7289,1
7292,1
7296,1
7297,1
7307,1
7311,1
7323,1
7328,1
7331,1
7436,1
7609,1
7614,1
7682,1
7685,1
7688,1
7690,1
7691,1
7692,1
7694,1
7697,1
7698,1
7707,1
7708,1
7709,1
7710,1
7711,1
7712,1
7713,1
7714,1
7722,1
7782,1
7785,1
7792,1
7793,1
7797,1
7800,1
7858,1
7859,1
7864,1
7896,1
7982,1
8068,1
8101,1
8158,1
8191,1
8194,1
8225,1
8241,1
8281,1
8374,1
8401,1
8415,1
8447,1
8450,1
8472,1
8484,1
8494,1
8555,1
8602,1
8631,1
8809,1
8810,1
8811,1
8812,1
8813,1
8815,1
8817,1
8818,1
8819,1
8820,1
8821,1
8828,1
8830,1
8875,1
8896,1
8924,1
8925,1
9037,1
9039,1
9042,1
9054,1
9079,1
9083,1
9111,1
9116,1
9117,1
9120,1
9132,1
9133,1
9143,1
9148,1
9153,1
9154,1
9172,1
9192,1
9244,1
9255,1
9258,1
9269,1
9276,1
9283,1
9297,1
9299,1
9300,1
9301,1
9326,1
9353,1
9363,1
9379,1
9454,1
9533,1
9534,1
9535,1
9536,1
9539,1
9540,1
9541,1
9542,1
9543,1
9544,1
9558,1
10086,1
10096,1
10098,1
10139,1
10140,1
10141,1
10161,1
10182,1
10185,1
10186,1
10188,1
10192,1
10193,1
10205,1
10211,1
10214,1
10215,1
10302,1
10310,1
10317,1
10318,1
10320,1
10322,1
10325,1
10330,1
10331,1
10338,1
10339,1
10341,1
10353,1
10354,1
10355,1
10357,1
10362,1
10364,1
10366,1
10367,1
10369,1
10371,1
10373,1
10375,1
10377,1
10378,1
10389,1
10390,1
10395,1
10397,1
10398,1
10416,1
10421,1
10436,1
10437,1
10442,1
10491,1
10498,1
10533,1
10534,1
10575,1
10580,1
10581,1
10582,1
10593,1
10601,1
10602,1
10609,1
10611,1
10612,1
10619,1
10620,1
10621,1
10623,1
10629,1
10630,1
10652,1
10734,1
10744,1
10745,1
10788,1
10817,1
10818,1
10826,1
10827,1
10922,1
11155,1
11158,1
11168,1
11179,1
11191,1
11201,1
11202,1
11250,1
11251,1
11252,1
11256,1
11270,1
11310,1
11328,1
11333,1
11339,1
11344,1
11359,1
11362,1
11365,1
11389,1
11394,1
11399,1
11411,1
11431,1
11434,1
11435,1
11502,1
11503,1
11504,1
11505,1
11510,1
11515,1
11516,1
11518,1
11520,1
11525,1
11533,1
11536,1
11537,1
11538,1
11539,1
11540,1
11551,1
11552,1
11559,1
11560,1
11561,1
11562,1
11564,1
11570,1
11573,1
11596,1
11597,1
11604,1
11606,1
11608,1
11610,1
11635,1
11640,1
11647,1
11651,1
11652,1
11654,1
11659,1
11660,1
11667,1
11669,1
11679,1
11680,1
11682,1
11686,1
11687,1
11689,1
11692,1
11697,1
11700,1
11701,1
11711,1
11717,1
11720,1
11725,1
11726,1
11728,1
11729,1
11731,1
11778,1
11785,1
11786,1
11788,1
11793,1
11798,1
11815,1
11826,1
11843,1
11845,1
11863,1
11865,1
11881,1
11932,1
11938,1
11947,1
11951,1
11969,1
11974,1
11980,1
11981,1
12055,1
12123,1
12124,1
12131,1
12132,1
12133,1
12134,1
12135,1
12136,1
12137,1
12138,1
12163,1
12172,1
12177,1
12186,1
12187,1
12189,1
12190,1
12199,1
12200,1
12201,1
12207,1
12209,1
12210,1
12214,1
12215,1
12216,1
12217,1
12218,1
12219,1
12224,1
12229,1
12232,1
12233,1
12252,1
12254,1
12258,1
12259,1
12315,1
12321,1
12322,1
12323,1
12325,1
12326,1
12327,1
12328,1
12329,1
12330,1
12332,1
12334,1
12347,1
12350,1
12422,1
12429,1
12435,1
12436,1
12441,1
12443,1
12445,1
12446,1
12447,1
12451,1
12452,1
12453,1
12454,1
12465,1
12470,1
12472,1
12473,1
12480,1
12488,1
12491,1
12494,1
12495,1
12496,1
12497,1
12502,1
12505,1
12513,1
12514,1
12515,1
12516,1
12527,1
12538,1
12540,1
12549,1
12550,1
12552,1
12577,1
12588,1
12592,1
12593,1
12595,1
12599,1
12601,1
12605,1
12622,1
12625,1
12628,1
12693,1
12848,1
12849,1
12850,1
12851,1
12852,1
12857,1
12858,1
12860,1
12866,1
12870,1
12886,1
12887,1
12888,1
12889,1
12893,1
12895,1
12896,1
12897,1
12910,1
12911,1
12912,1
12919,1
12977,1
12980,1
12981,1
12982,1
13114,1
13120,1
13121,1
13124,1
13135,1
13157,1
13158,1
13160,1
13163,1
13164,1
13165,1
13166,1
13171,1
13178,1
13182,1
13185,1
13191,1
13207,1
13208,1
13297,1
13298,1
13312,1
13315,1
13316,1
13317,1
13318,1
13323,1
13343,1
13348,1
13360,1
13367,1
13369,1
13371,1
13373,1
13375,1
13396,1
13397,1
13399,1
13430,1
13433,1
13436,1
13444,1
13464,1
13509,1
13522,1
13523,1
13525,1
13530,1
13612,1
13663,1
13685,1
13686,1
13687,1
13718,1
13747,1
13758,1
13759,1
13760,1
13761,1
13762,1
13763,1
13769,1
13773,1
13778,1
13779,1
13780,1
13781,1
13784,1
13785,1
13787,1
13789,1
13793,1
13799,1
13800,1
13819,1
13820,1
13824,1
13825,1
13832,1
13836,1
13842,1
13850,1
13851,1
13854,1
13858,1
13924,1
14006,1
14039,1
14046,1
14047,1
14048,1
14073,1
14076,1
14134,1
14135,1
14308,1
14345,1
14348,1
14349,1
14350,1
14351,1
14352,1
14353,1
14354,1
14355,1
14356,1
14363,1
14364,1
14365,1
14369,1
14370,1
14372,1
14375,1
14376,1
14378,1
14381,1
14398,1
14399,1
14405,1
14406,1
14407,1
14408,1
14413,1
14414,1
14415,1
14442,1
14443,1
14444,1
14448,1
