counter,crns
48,1
50,1
51,1
159,1
245,1
273,1
307,1
406,1
411,1
413,1
604,1
647,1
651,1
653,1
658,1
749,1
753,1
776,1
927,1
928,1
953,1
1036,1
1059,1
1060,1
1093,1
1102,1
1110,1
1116,1
1203,1
1263,1
1288,1
1333,1
1381,1
1393,1
1423,1
1428,1
1432,1
1444,1
1475,1
1476,1
1487,1
1546,1
1756,1
1829,1
1855,1
1857,1
1859,1
2027,1
2035,1
2084,1
2136,1
2195,1
2198,1
2199,1
2200,1
2201,1
2203,1
2204,1
2217,1
2253,1
2277,1
2278,1
2298,1
2336,1
2415,1
2461,1
2474,1
2502,1
2565,1
2570,1
2588,1
2599,1
2733,1
2778,1
2792,1
2830,1
2863,1
2871,1
2885,1
2994,1
3027,1
3029,1
3058,1
3059,1
3061,1
3084,1
3099,1
3119,1
3143,1
3163,1
3164,1
3169,1
3306,1
3320,1
3330,1
3332,1
3375,1
3433,1
3434,1
3440,1
3486,1
3502,1
3504,1
3505,1
3576,1
3605,1
3638,1
3797,1
3799,1
3908,1
3939,1
3997,1
4011,1
4212,1
4377,1
4384,1
4387,1
4391,1
4429,1
4433,1
4440,1
4446,1
4479,1
4565,1
4566,1
4569,1
4570,1
4572,1
4581,1
4585,1
4665,1
4666,1
4672,1
4735,1
4800,1
4801,1
4802,1
4804,1
4814,1
4839,1
4844,1
4852,1
4858,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4870,1
4871,1
4873,1
4874,1
4875,1
4882,1
4913,1
4914,1
4915,1
4924,1
4974,1
4999,1
5080,1
5081,1
5091,1
5102,1
5104,1
5146,1
5147,1
5176,1
5177,1
5181,1
5191,1
5196,1
5199,1
5203,1
5205,1
5206,1
5207,1
5208,1
5213,1
5250,1
5289,1
5290,1
5291,1
5292,1
5299,1
5305,1
5306,1
5308,1
5309,1
5310,1
5314,1
5317,1
5319,1
5320,1
5329,1
5336,1
5339,1
5340,1
5376,1
5377,1
5378,1
5379,1
5380,1
5382,1
5415,1
5418,1
5419,1
5432,1
5444,1
5451,1
5472,1
5486,1
5545,1
5618,1
5663,1
5910,1
5950,1
6048,1
6739,1
7507,1
7508,1
7510,1
7529,1
7534,1
7672,1
7732,1
7810,1
8897,1
8919,1
9112,1
9124,1
9132,1
9220,1
9257,1
9280,1
9297,1
9317,1
9421,1
9470,1
9508,1
9600,1
9601,1
9673,1
9731,1
9743,1
9763,1
9823,1
9857,1
9889,1
9911,1
9920,1
9948,1
9956,1
9972,1
9988,1
10033,1
10040,1
10047,1
10056,1
10087,1
10122,1
10160,1
10164,1
10166,1
10167,1
10174,1
10177,1
10180,1
10199,1
10213,1
10226,1
10272,1
10294,1
10295,1
10296,1
10330,1
10336,1
10355,1
10383,1
10441,1
10476,1
10516,1
10522,1
10543,1
10569,1
10598,1
10601,1
10604,1
10608,1
10610,1
10613,1
10616,1
10631,1
10633,1
10634,1
10645,1
10646,1
10667,1
10706,1
10730,1
10731,1
10736,1
10737,1
10751,1
10755,1
10756,1
10757,1
10758,1
10762,1
10764,1
10765,1
10767,1
10768,1
10780,1
10786,1
10792,1
10800,1
10815,1
10819,1
10841,1
10842,1
10843,1
10844,1
10845,1
10846,1
10853,1
10861,1
10862,1
10866,1
10869,1
10877,1
10890,1
10919,1
10920,1
10926,1
10935,1
10936,1
10970,1
10971,1
10985,1
11009,1
11010,1
11054,1
11067,1
11077,1
11136,1
11137,1
11147,1
11202,1
11203,1
11204,1
11205,1
11209,1
11211,1
11212,1
11215,1
11216,1
11222,1
11299,1
11394,1
11396,1
11512,1
11530,1
11574,1
11584,1
11633,1
11659,1
11689,1
11767,1
