counter,crns
35,1
39,1
61,1
222,1
276,1
277,1
278,1
364,1
368,1
372,1
452,1
516,1
523,1
524,1
615,1
617,1
637,1
652,1
667,1
669,1
804,1
819,1
887,1
901,1
970,1
973,1
981,1
985,1
1012,1
1027,1
1028,1
1048,1
1050,1
1051,1
1052,1
1057,1
1058,1
1062,1
1121,1
1190,1
1312,1
1390,1
1401,1
1404,1
1405,1
1407,1
1409,1
1410,1
1443,1
1444,1
1447,1
1449,1
1451,1
1508,1
1510,1
1564,1
1574,1
1584,1
1585,1
1602,1
1653,1
1787,1
1792,1
1793,1
1797,1
1804,1
1816,1
1838,1
1840,1
1856,1
1879,1
1948,1
1956,1
1957,1
1970,1
2058,1
2061,1
2062,1
2065,1
2066,1
2067,1
2071,1
2104,1
2105,1
2127,1
2128,1
2198,1
2199,1
2313,1
2316,1
2318,1
2323,1
2327,1
2336,1
2337,1
2338,1
2339,1
2341,1
2342,1
2418,1
2446,1
2448,1
2449,1
2450,1
2452,1
2455,1
2456,1
2462,1
2479,1
2495,1
2511,1
2512,1
2562,1
2667,1
2670,1
2671,1
2672,1
2705,1
2707,1
2718,1
2720,1
2726,1
2732,1
2738,1
2914,1
2922,1
2991,1
3007,1
3009,1
3032,1
3070,1
3097,1
3396,1
3424,1
3425,1
3430,1
3431,1
3432,1
3445,1
3463,1
3465,1
3467,1
3489,1
3651,1
3652,1
3663,1
3785,1
3883,1
3884,1
3885,1
3897,1
3898,1
3901,1
3902,1
3905,1
3921,1
4134,1
4177,1
4179,1
4180,1
4181,1
4184,1
4185,1
4186,1
4187,1
4189,1
4193,1
4212,1
4214,1
4219,1
4227,1
4228,1
4231,1
4236,1
4243,1
4265,1
4267,1
4268,1
4283,1
4287,1
4288,1
4290,1
4293,1
4308,1
4310,1
4313,1
4314,1
4317,1
4320,1
4321,1
4324,1
4336,1
4338,1
4339,1
4364,1
4403,1
4406,1
4441,1
4443,1
4446,1
4457,1
4459,1
4461,1
4462,1
4463,1
4467,1
4471,1
4478,1
4479,1
4481,1
4488,1
4492,1
4552,1
4554,1
4561,1
4562,1
4644,1
4648,1
4656,1
4657,1
4659,1
4661,1
4672,1
4688,1
4690,1
4696,1
4699,1
4700,1
4701,1
4740,1
4741,1
4742,1
4745,1
4746,1
4755,1
4762,1
4773,1
4783,1
4789,1
