counter,crns
174,1
176,1
252,1
313,1
315,1
374,1
462,1
493,1
574,1
619,1
680,1
685,1
728,1
779,1
806,1
832,1
842,1
843,1
893,1
944,1
947,1
976,1
1071,1
1077,1
1083,1
1086,1
1117,1
1165,1
1195,1
1229,1
1230,1
1233,1
1254,1
1285,1
1288,1
1421,1
1424,1
1470,1
1504,1
1505,1
1506,1
1515,1
1517,1
1522,1
1528,1
1544,1
1568,1
1570,1
1574,1
1577,1
1578,1
1580,1
1611,1
1614,1
1615,1
1655,1
1688,1
1718,1
1720,1
1848,1
1861,1
1886,1
1894,1
1944,1
1945,1
1967,1
2094,1
2347,1
2404,1
2433,1
2434,1
2581,1
2589,1
2590,1
2631,1
2648,1
2650,1
2654,1
2656,1
2756,1
2758,1
2769,1
2789,1
2790,1
2791,1
2801,1
2831,1
2853,1
2883,1
2885,1
2985,1
2986,1
3118,1
3201,1
3250,1
3251,1
3285,1
3286,1
3287,1
3292,1
3315,1
3320,1
3321,1
3326,1
3450,1
3460,1
3479,1
3480,1
3481,1
3500,1
3501,1
3511,1
3590,1
3594,1
3682,1
3745,1
3850,1
3851,1
3852,1
3853,1
3983,1
4026,1
4084,1
4106,1
4141,1
4181,1
4184,1
4188,1
4197,1
4198,1
4200,1
4217,1
4224,1
4303,1
4429,1
4446,1
4502,1
4575,1
4602,1
4643,1
4886,1
4951,1
5008,1
5017,1
5057,1
5116,1
5125,1
5153,1
5182,1
5188,1
5235,1
5237,1
5285,1
5436,1
5442,1
5444,1
5472,1
5673,1
5674,1
5675,1
5719,1
5746,1
5747,1
5780,1
5783,1
5835,1
5840,1
5846,1
5848,1
5851,1
5921,1
5926,1
5936,1
5962,1
5980,1
6016,1
6095,1
6096,1
6355,1
6483,1
6589,1
6751,1
6759,1
6760,1
6773,1
6777,1
6781,1
6786,1
6788,1
6794,1
6795,1
6821,1
6833,1
6838,1
6840,1
6847,1
6848,1
6849,1
6850,1
6851,1
6865,1
6868,1
6890,1
6898,1
6921,1
6926,1
6927,1
6966,1
7005,1
7009,1
7010,1
7017,1
7018,1
7029,1
7031,1
7033,1
7035,1
7037,1
7045,1
7046,1
7048,1
7050,1
7054,1
7056,1
7057,1
7059,1
7060,1
7067,1
7084,1
7087,1
7100,1
7128,1
7129,1
7161,1
7177,1
7184,1
7240,1
7260,1
7264,1
7265,1
7266,1
7267,1
7268,1
7271,1
7322,1
7323,1
7396,1
7408,1
7448,1
7465,1
7524,1
7526,1
7528,1
7529,1
7530,1
7532,1
7533,1
7534,1
7535,1
7570,1
7575,1
7598,1
7599,1
7605,1
7606,1
7620,1
7628,1
7630,1
7633,1
7698,1
7701,1
7704,1
7705,1
7707,1
7711,1
7716,1
7721,1
7723,1
7754,1
7777,1
7778,1
7809,1
7821,1
7824,1
7917,1
7930,1
7933,1
7940,1
8000,1
8004,1
8093,1
8095,1
8126,1
8139,1
8192,1
8213,1
8256,1
8263,1
8302,1
8303,1
8304,1
8322,1
8334,1
8341,1
8386,1
8500,1
8580,1
8589,1
8590,1
8614,1
8702,1
