counter,crns
146,1
204,1
205,1
212,1
240,1
250,1
262,1
274,1
275,1
276,1
287,1
291,1
292,1
295,1
370,1
373,1
414,1
415,1
453,1
474,1
505,1
582,1
586,1
658,1
666,1
673,1
723,1
730,1
739,1
805,1
806,1
863,1
864,1
866,1
867,1
872,1
874,1
957,1
972,1
973,1
975,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1024,1
1035,1
1057,1
1069,1
1073,1
1075,1
1079,1
1116,1
1117,1
1132,1
1135,1
1142,1
1146,1
1150,1
1151,1
1161,1
1193,1
1196,1
1200,1
1203,1
1205,1
1224,1
1238,1
1254,1
1278,1
1308,1
1346,1
1348,1
1349,1
1361,1
1374,1
1440,1
1442,1
1443,1
1481,1
1484,1
1495,1
1497,1
1530,1
1531,1
1540,1
1542,1
1668,1
1669,1
1672,1
1751,1
1758,1
1763,1
1764,1
1767,1
1768,1
1770,1
1788,1
1790,1
1797,1
1798,1
1806,1
1887,1
1890,1
1901,1
1915,1
2046,1
2049,1
2167,1
2177,1
2183,1
2184,1
2332,1
2374,1
2375,1
2476,1
2492,1
2564,1
2577,1
2578,1
2581,1
2888,1
2908,1
2951,1
2953,1
2956,1
2957,1
2962,1
2965,1
2968,1
2974,1
2981,1
2983,1
2984,1
2987,1
3092,1
3149,1
3150,1
3172,1
3175,1
3248,1
3498,1
3521,1
3522,1
3523,1
3527,1
3580,1
3607,1
3608,1
3609,1
3692,1
3697,1
3698,1
3704,1
3705,1
3757,1
3760,1
3774,1
3795,1
3798,1
3799,1
3801,1
3802,1
3812,1
3822,1
3829,1
3834,1
3835,1
3842,1
3846,1
3849,1
3857,1
3862,1
3875,1
3883,1
3886,1
3889,1
3890,1
3892,1
3896,1
3906,1
3907,1
3934,1
3935,1
3952,1
3964,1
3976,1
3977,1
3985,1
3992,1
3994,1
3996,1
4000,1
4004,1
4020,1
4021,1
4022,1
4023,1
4024,1
4032,1
4110,1
4202,1
4232,1
4351,1
4390,1
4433,1
4503,1
4546,1
4557,1
4585,1
4665,1
4667,1
4685,1
4686,1
4701,1
4707,1
4731,1
4735,1
4743,1
4760,1
4769,1
4895,1
4931,1
4968,1
5182,1
5194,1
5196,1
5207,1
5208,1
5220,1
5260,1
5284,1
5312,1
5314,1
5323,1
5324,1
5325,1
5328,1
5351,1
5354,1
5361,1
5371,1
5394,1
5420,1
5429,1
5464,1
5472,1
5486,1
5495,1
5516,1
5541,1
5543,1
5547,1
5548,1
5550,1
5555,1
5556,1
5587,1
5596,1
5597,1
5612,1
5621,1
5623,1
5633,1
5648,1
5652,1
5657,1
5687,1
5694,1
5695,1
5701,1
5704,1
5716,1
5725,1
5733,1
5736,1
5738,1
5742,1
5743,1
5744,1
5746,1
5747,1
5748,1
5749,1
5753,1
5754,1
5757,1
5758,1
5760,1
5761,1
5764,1
5852,1
5863,1
5889,1
5895,1
5896,1
5901,1
5909,1
5913,1
5937,1
5940,1
5953,1
5954,1
5962,1
5968,1
5972,1
5976,1
5989,1
5996,1
6026,1
6053,1
6073,1
6080,1
6081,1
6083,1
6086,1
6092,1
6093,1
6097,1
6134,1
6161,1
6162,1
6492,1
6607,1
6621,1
6622,1
6632,1
6635,1
6636,1
6637,1
6640,1
6641,1
6642,1
6659,1
6669,1
6673,1
6674,1
6675,1
6676,1
6678,1
6686,1
6696,1
6716,1
6723,1
6884,1
6954,1
7032,1
7043,1
7044,1
7047,1
7056,1
7103,1
7106,1
7303,1
7318,1
7321,1
7322,1
7323,1
7326,1
7328,1
7335,1
7338,1
7343,1
7347,1
7350,1
7355,1
7360,1
7398,1
7420,1
7427,1
7437,1
7475,1
7481,1
7622,1
7625,1
7632,1
7664,1
7665,1
7667,1
7668,1
7984,1
8106,1
8108,1
8109,1
8113,1
8116,1
8117,1
8131,1
8132,1
8155,1
8157,1
8167,1
8235,1
8238,1
8239,1
8241,1
8243,1
8245,1
8246,1
8247,1
8250,1
8252,1
8253,1
8254,1
8259,1
8263,1
8266,1
8269,1
8270,1
8273,1
8282,1
8291,1
8292,1
8293,1
8318,1
8358,1
8359,1
8360,1
8376,1
8378,1
8477,1
8486,1
8492,1
8494,1
8496,1
8519,1
8525,1
8527,1
