counter,crns
9,1
67,1
74,1
75,1
76,1
120,1
121,1
138,1
168,1
228,1
304,1
316,1
317,1
426,1
439,1
440,1
513,1
516,1
549,1
569,1
604,1
606,1
611,1
612,1
636,1
639,1
660,1
678,1
692,1
731,1
752,1
763,1
764,1
770,1
771,1
772,1
775,1
777,1
780,1
783,1
784,1
785,1
788,1
789,1
799,1
800,1
801,1
805,1
806,1
808,1
809,1
810,1
811,1
812,1
826,1
827,1
830,1
831,1
833,1
835,1
836,1
840,1
852,1
856,1
860,1
862,1
864,1
874,1
923,1
935,1
939,1
941,1
961,1
978,1
979,1
983,1
988,1
991,1
992,1
996,1
997,1
1004,1
1006,1
1010,1
1020,1
1027,1
1029,1
1031,1
1040,1
1041,1
1061,1
1075,1
1078,1
1079,1
1081,1
1086,1
1087,1
1089,1
1097,1
1119,1
1124,1
1125,1
1141,1
1146,1
1148,1
1152,1
1158,1
1175,1
1196,1
1198,1
1200,1
1215,1
1216,1
1218,1
1223,1
1232,1
1242,1
1243,1
1257,1
1263,1
1286,1
1308,1
1511,1
1512,1
2048,1
2052,1
2054,1
2056,1
2057,1
2063,1
2073,1
2076,1
2078,1
2081,1
2082,1
2090,1
2091,1
2092,1
2102,1
2113,1
2114,1
2115,1
2120,1
2129,1
2132,1
2135,1
2143,1
2155,1
2159,1
2160,1
2161,1
2162,1
2333,1
2335,1
2377,1
2392,1
2397,1
2400,1
2407,1
2415,1
2416,1
2428,1
2429,1
2431,1
2432,1
2436,1
2451,1
2468,1
2483,1
2484,1
2487,1
2514,1
2571,1
2576,1
2632,1
2730,1
2738,1
2754,1
2755,1
2756,1
2825,1
2832,1
2857,1
2865,1
2879,1
2882,1
2896,1
3451,1
3455,1
3469,1
3486,1
3488,1
3493,1
3496,1
3510,1
3518,1
3522,1
3544,1
3607,1
3641,1
3644,1
3662,1
3679,1
3701,1
3705,1
3728,1
3744,1
3745,1
3752,1
3760,1
3764,1
3765,1
3766,1
3769,1
3804,1
3813,1
3843,1
3856,1
3866,1
3872,1
3887,1
3889,1
3893,1
3894,1
3895,1
3904,1
3915,1
3935,1
3936,1
3959,1
3963,1
3964,1
