counter,crns
82,1
83,1
90,1
131,1
132,1
145,1
202,1
206,1
207,1
217,1
219,1
222,1
225,1
227,1
229,1
231,1
347,1
441,1
455,1
473,1
487,1
501,1
502,1
503,1
506,1
520,1
1027,1
1031,1
1032,1
1033,1
1034,1
1035,1
1037,1
1038,1
1040,1
1041,1
1043,1
1044,1
1045,1
1046,1
1047,1
1049,1
1051,1
1052,1
1054,1
1055,1
1057,1
1070,1
1071,1
1072,1
1073,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1092,1
1093,1
1094,1
1095,1
1102,1
1103,1
1133,1
1152,1
1159,1
1201,1
1202,1
1217,1
1218,1
1224,1
1237,1
1239,1
1341,1
1343,1
1344,1
1870,1
1980,1
1981,1
1982,1
1983,1
1993,1
1996,1
1998,1
2002,1
2043,1
2044,1
2049,1
2053,1
2061,1
2117,1
2118,1
2125,1
2136,1
2137,1
2164,1
2184,1
2186,1
2189,1
2191,1
2193,1
2194,1
2196,1
2199,1
2200,1
2201,1
2203,1
2205,1
2208,1
2209,1
2212,1
2213,1
2216,1
2217,1
2229,1
2230,1
2235,1
2236,1
2238,1
2240,1
2241,1
2245,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2260,1
2273,1
2278,1
2279,1
2280,1
2282,1
2283,1
2285,1
2296,1
2310,1
2311,1
2312,1
2320,1
2339,1
2340,1
2341,1
2342,1
2454,1
2459,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2480,1
2481,1
2491,1
2493,1
2494,1
2495,1
2496,1
2501,1
2514,1
2517,1
2518,1
2519,1
2526,1
2530,1
2533,1
2661,1
2682,1
2707,1
2708,1
2710,1
2714,1
2719,1
2727,1
2728,1
2734,1
2769,1
2792,1
3107,1
3116,1
3176,1
3186,1
3188,1
3189,1
3191,1
3194,1
3195,1
3196,1
3201,1
3209,1
3210,1
3212,1
3215,1
3225,1
3228,1
3230,1
3233,1
3234,1
3235,1
3236,1
3240,1
3241,1
3244,1
3250,1
3273,1
3336,1
3337,1
3357,1
3415,1
3416,1
3427,1
3428,1
3432,1
3433,1
3499,1
3574,1
3576,1
3582,1
3667,1
3697,1
3717,1
3718,1
3725,1
3727,1
3728,1
3732,1
3798,1
3861,1
3869,1
3892,1
3933,1
4077,1
4078,1
4085,1
4086,1
4087,1
4088,1
4092,1
4108,1
4234,1
4253,1
4274,1
4275,1
4295,1
4296,1
4297,1
4306,1
4318,1
4365,1
4384,1
4423,1
4424,1
4426,1
4429,1
4433,1
4435,1
4438,1
4439,1
4441,1
4443,1
4444,1
4445,1
4446,1
4454,1
4455,1
4456,1
4458,1
4463,1
4465,1
4469,1
4471,1
4475,1
4476,1
4486,1
4490,1
4502,1
4505,1
4506,1
4508,1
4513,1
4514,1
4515,1
4518,1
4525,1
4526,1
4530,1
4534,1
4536,1
4547,1
4548,1
4549,1
4551,1
4552,1
4557,1
4558,1
4564,1
4566,1
4567,1
4580,1
4581,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4607,1
4617,1
4694,1
4840,1
4876,1
4897,1
4936,1
4953,1
4966,1
4978,1
4982,1
5005,1
5008,1
5086,1
5100,1
5101,1
5102,1
5108,1
5109,1
5112,1
5141,1
5142,1
5235,1
5242,1
5247,1
5299,1
5345,1
5382,1
5383,1
5385,1
5386,1
5390,1
5392,1
5456,1
5458,1
5470,1
5476,1
5479,1
