counter,crns
28,1
43,1
94,1
242,1
254,1
255,1
258,1
300,1
301,1
304,1
321,1
322,1
325,1
499,1
537,1
663,1
679,1
748,1
765,1
767,1
1123,1
1182,1
1240,1
1241,1
1242,1
1244,1
1438,1
1447,1
1449,1
1450,1
1451,1
1452,1
1453,1
1455,1
1503,1
1538,1
1541,1
1542,1
1546,1
1577,1
1643,1
1700,1
1708,1
1776,1
1777,1
1778,1
1874,1
1931,1
2080,1
2086,1
2090,1
2098,1
2114,1
2242,1
2286,1
2287,1
2401,1
2402,1
2595,1
2607,1
2654,1
2713,1
2714,1
2715,1
2804,1
2805,1
2806,1
2811,1
2887,1
2895,1
2916,1
2917,1
2919,1
2920,1
2921,1
2922,1
2923,1
2945,1
2963,1
3016,1
3023,1
3128,1
3130,1
3131,1
3168,1
3170,1
3171,1
3179,1
3260,1
3264,1
3265,1
3295,1
3299,1
3351,1
3536,1
3555,1
3556,1
3557,1
3558,1
3582,1
3593,1
3600,1
3633,1
3733,1
3794,1
3824,1
3856,1
3894,1
3895,1
3909,1
3928,1
3999,1
4045,1
4070,1
4122,1
4148,1
4339,1
4354,1
4358,1
4381,1
4470,1
4472,1
4474,1
4555,1
4700,1
4706,1
4721,1
4827,1
4829,1
4832,1
4838,1
4839,1
4841,1
4883,1
4885,1
4916,1
4926,1
4931,1
4942,1
4968,1
4987,1
5023,1
5024,1
5080,1
5121,1
5130,1
5131,1
5132,1
5133,1
5167,1
5169,1
5171,1
5211,1
5212,1
5213,1
5273,1
5330,1
5398,1
5399,1
5433,1
5464,1
5538,1
5580,1
5620,1
5672,1
5678,1
5793,1
5813,1
5830,1
5882,1
5974,1
6032,1
6038,1
6047,1
6060,1
6064,1
6069,1
6079,1
6100,1
6122,1
6154,1
6166,1
6168,1
6173,1
6234,1
6242,1
6278,1
6279,1
6308,1
6313,1
6314,1
6315,1
6316,1
6345,1
6352,1
6367,1
6369,1
6372,1
6374,1
6376,1
6377,1
6393,1
6418,1
6425,1
6427,1
6430,1
6435,1
6441,1
6444,1
6455,1
6458,1
6460,1
6463,1
6464,1
6468,1
6489,1
6490,1
6514,1
6549,1
6550,1
6551,1
6552,1
6566,1
6574,1
6575,1
6580,1
6646,1
6666,1
6680,1
6683,1
6694,1
6697,1
6721,1
6772,1
6896,1
6899,1
6952,1
6955,1
6959,1
7008,1
7009,1
7025,1
7026,1
7027,1
7028,1
7029,1
7030,1
7031,1
7034,1
7048,1
7106,1
7121,1
7163,1
7178,1
7189,1
7197,1
7198,1
7210,1
7213,1
7232,1
7248,1
7294,1
7301,1
7303,1
7319,1
7350,1
7360,1
7365,1
7367,1
7394,1
7432,1
7435,1
7437,1
7449,1
7498,1
7535,1
