counter,crns
31,1
44,1
46,1
48,1
56,1
58,1
61,1
84,1
85,1
86,1
95,1
99,1
115,1
131,1
144,1
168,1
357,1
378,1
381,1
407,1
435,1
520,1
555,1
622,1
623,1
624,1
668,1
741,1
746,1
777,1
823,1
943,1
946,1
1057,1
1123,1
1126,1
1127,1
1177,1
1178,1
1191,1
1213,1
1214,1
1282,1
1285,1
1289,1
1290,1
1316,1
1325,1
1326,1
1327,1
1367,1
1430,1
1458,1
1518,1
1520,1
1521,1
1528,1
1546,1
1551,1
1579,1
1581,1
1582,1
1583,1
1622,1
1631,1
1647,1
1657,1
1872,1
1913,1
1960,1
2006,1
2061,1
2073,1
2208,1
2209,1
2210,1
2214,1
2222,1
2226,1
2242,1
2295,1
2310,1
2411,1
2413,1
2415,1
2474,1
2497,1
2498,1
2637,1
2642,1
2643,1
2644,1
2716,1
2759,1
2763,1
2789,1
2876,1
2892,1
2893,1
2943,1
2956,1
2965,1
3031,1
3047,1
3048,1
3130,1
3176,1
3177,1
3192,1
3194,1
3222,1
3223,1
3284,1
3331,1
3377,1
3504,1
3505,1
3615,1
3625,1
3633,1
3636,1
3638,1
3789,1
3801,1
3810,1
3906,1
3910,1
3911,1
3912,1
3946,1
3947,1
3948,1
3965,1
4009,1
4038,1
4056,1
4060,1
4062,1
4080,1
4082,1
4083,1
4085,1
4087,1
4142,1
4201,1
4204,1
4206,1
4208,1
4248,1
4263,1
4281,1
4321,1
4329,1
4332,1
4374,1
4379,1
4380,1
4389,1
4390,1
4419,1
4421,1
4428,1
4435,1
4464,1
4572,1
4578,1
4598,1
4599,1
4657,1
4668,1
4683,1
4691,1
4778,1
4790,1
4915,1
4946,1
4947,1
5025,1
5046,1
5047,1
5049,1
5058,1
5061,1
5062,1
5065,1
5066,1
5081,1
5082,1
5085,1
5087,1
5091,1
5106,1
5124,1
5128,1
5133,1
5134,1
5136,1
5160,1
5184,1
5185,1
5186,1
5194,1
5203,1
5204,1
5238,1
5275,1
5286,1
5301,1
5302,1
5317,1
5388,1
5389,1
5411,1
5441,1
5471,1
5475,1
5476,1
5483,1
5484,1
5494,1
5496,1
5497,1
5501,1
5502,1
5509,1
5510,1
5518,1
5521,1
5523,1
5536,1
5540,1
5541,1
5548,1
5549,1
5574,1
5575,1
5583,1
5588,1
5590,1
5598,1
5605,1
5636,1
5640,1
5644,1
5646,1
5673,1
5677,1
5729,1
5737,1
5747,1
5752,1
5945,1
5987,1
6002,1
6014,1
6015,1
6016,1
6018,1
6020,1
6021,1
6022,1
6051,1
6074,1
6241,1
6399,1
6440,1
6556,1
6566,1
6585,1
6588,1
6601,1
6645,1
6697,1
6793,1
6826,1
6828,1
6830,1
6831,1
6833,1
6843,1
6850,1
6851,1
