counter,crns
0,1
1,1
64,1
98,1
102,1
103,1
139,1
142,1
167,1
168,1
171,1
180,1
189,1
192,1
193,1
205,1
207,1
211,1
225,1
226,1
234,1
258,1
267,1
276,1
284,1
285,1
290,1
333,1
335,1
336,1
356,1
358,1
359,1
382,1
417,1
418,1
424,1
427,1
428,1
430,1
432,1
441,1
450,1
451,1
454,1
455,1
456,1
458,1
462,1
463,1
464,1
465,1
466,1
473,1
478,1
497,1
501,1
504,1
508,1
513,1
516,1
530,1
532,1
535,1
538,1
540,1
551,1
555,1
556,1
563,1
567,1
573,1
576,1
589,1
592,1
597,1
598,1
599,1
601,1
612,1
613,1
631,1
633,1
636,1
637,1
657,1
661,1
671,1
684,1
696,1
701,1
707,1
715,1
730,1
742,1
744,1
745,1
760,1
762,1
766,1
773,1
780,1
790,1
791,1
793,1
809,1
813,1
815,1
818,1
831,1
852,1
854,1
1420,1
1456,1
1464,1
1470,1
1490,1
1579,1
1587,1
1591,1
1592,1
1602,1
1603,1
1604,1
1605,1
1621,1
1640,1
1692,1
1815,1
1862,1
1884,1
1909,1
1912,1
1913,1
1914,1
1915,1
1954,1
1958,1
1965,1
2011,1
2014,1
2439,1
2450,1
2462,1
2476,1
2515,1
2527,1
2559,1
2578,1
2619,1
2705,1
2735,1
2752,1
2756,1
2884,1
2898,1
3036,1
3038,1
3040,1
3044,1
3048,1
3057,1
3062,1
3076,1
3091,1
3097,1
3099,1
3104,1
3112,1
3113,1
3122,1
3123,1
3133,1
3147,1
3159,1
3176,1
3178,1
3275,1
3454,1
3856,1
3873,1
3876,1
3894,1
3904,1
3912,1
3915,1
3921,1
3923,1
4078,1
4104,1
4171,1
4188,1
4196,1
4210,1
4241,1
4263,1
4268,1
4269,1
4270,1
4275,1
4297,1
4302,1
4315,1
4326,1
4364,1
4369,1
4375,1
4376,1
4377,1
4379,1
4386,1
4402,1
4414,1
4424,1
4425,1
4436,1
4442,1
4448,1
4449,1
4450,1
4453,1
4454,1
4455,1
4457,1
4459,1
4472,1
4479,1
4538,1
4554,1
4555,1
4566,1
4572,1
4573,1
4577,1
4581,1
4586,1
4589,1
4604,1
4609,1
4610,1
4619,1
4637,1
4638,1
4646,1
4657,1
4807,1
4810,1
4811,1
4812,1
4813,1
4815,1
4879,1
4881,1
4888,1
4930,1
4940,1
4968,1
4969,1
4971,1
4972,1
5008,1
5010,1
5012,1
5067,1
5101,1
5108,1
5145,1
5147,1
5179,1
5186,1
5188,1
5189,1
5190,1
5191,1
5239,1
5246,1
5248,1
5253,1
5254,1
5352,1
5381,1
5394,1
5395,1
5434,1
5435,1
5449,1
5453,1
5455,1
5460,1
5463,1
5475,1
5476,1
5477,1
5478,1
5480,1
5482,1
5498,1
5541,1
5547,1
5549,1
5569,1
5621,1
5673,1
5688,1
5724,1
5725,1
5726,1
5829,1
5834,1
5837,1
5841,1
5853,1
5863,1
5893,1
5935,1
5953,1
5966,1
6054,1
6058,1
6060,1
6061,1
6062,1
6063,1
6064,1
6066,1
6067,1
6068,1
6069,1
6070,1
6071,1
6074,1
6078,1
6079,1
6081,1
6082,1
6083,1
6084,1
6085,1
6087,1
6089,1
6090,1
6091,1
6092,1
6093,1
6096,1
6097,1
6098,1
6099,1
6100,1
6101,1
6103,1
6105,1
6107,1
6110,1
6111,1
6116,1
6117,1
6120,1
6123,1
6124,1
6126,1
6127,1
6128,1
6129,1
6132,1
6133,1
6134,1
6136,1
6137,1
6138,1
6139,1
6140,1
6141,1
6142,1
6143,1
6144,1
6145,1
6148,1
6158,1
6160,1
6161,1
6162,1
6166,1
6176,1
6178,1
6179,1
6180,1
6182,1
6183,1
6184,1
6188,1
6190,1
6192,1
6194,1
6196,1
6204,1
6206,1
6208,1
6210,1
6212,1
6214,1
6219,1
6222,1
6224,1
6226,1
6228,1
6229,1
6230,1
6232,1
6244,1
6251,1
6252,1
6260,1
6261,1
6262,1
6264,1
6267,1
6268,1
6271,1
6275,1
6276,1
6277,1
6278,1
6279,1
6281,1
6283,1
6284,1
6288,1
6290,1
6291,1
6301,1
6449,1
6450,1
6466,1
6476,1
6535,1
6555,1
6632,1
6634,1
6639,1
6649,1
6652,1
6653,1
6654,1
6655,1
6657,1
6667,1
6668,1
6735,1
6738,1
6740,1
6794,1
6798,1
6883,1
6891,1
6894,1
6895,1
6896,1
6908,1
6909,1
6911,1
6964,1
6965,1
7005,1
7006,1
7007,1
7018,1
7109,1
7186,1
7294,1
7303,1
7313,1
7345,1
7350,1
7351,1
7373,1
7374,1
7378,1
7384,1
7394,1
7398,1
7429,1
7433,1
7436,1
7460,1
7461,1
7524,1
7530,1
7531,1
7532,1
7646,1
7758,1
7762,1
7763,1
7764,1
7766,1
7770,1
7772,1
7774,1
7775,1
7779,1
7780,1
7782,1
7783,1
7790,1
7802,1
7808,1
7810,1
7811,1
7837,1
7865,1
7867,1
7884,1
7942,1
7944,1
7959,1
8013,1
8015,1
8016,1
8079,1
8080,1
8112,1
8113,1
8139,1
8198,1
8208,1
8222,1
8226,1
8228,1
8232,1
8234,1
8236,1
8237,1
8238,1
8240,1
8242,1
8244,1
8246,1
8248,1
8249,1
8250,1
8251,1
8252,1
8253,1
8254,1
8258,1
8270,1
8299,1
8313,1
8327,1
8359,1
8438,1
8439,1
8466,1
8472,1
8490,1
8498,1
8537,1
8659,1
8668,1
8697,1
8716,1
8722,1
8763,1
8765,1
8766,1
8768,1
9026,1
9044,1
9056,1
9102,1
9114,1
9115,1
9116,1
9128,1
9129,1
9130,1
9133,1
9136,1
9140,1
9141,1
9232,1
9268,1
9269,1
9294,1
9319,1
9331,1
9342,1
9345,1
9376,1
9379,1
9395,1
9397,1
9399,1
9438,1
9439,1
9447,1
9449,1
9457,1
9479,1
9481,1
9487,1
9509,1
9518,1
9519,1
9521,1
9524,1
9537,1
9551,1
9573,1
9603,1
9623,1
9650,1
9666,1
9698,1
9701,1
9714,1
9732,1
9733,1
9734,1
9758,1
9762,1
9785,1
9787,1
9807,1
9916,1
9994,1
9995,1
9996,1
9998,1
10182,1
10183,1
10193,1
10200,1
10205,1
10206,1
10207,1
10223,1
10226,1
10236,1
10273,1
10275,1
10287,1
10302,1
10303,1
10305,1
10306,1
10307,1
10322,1
10348,1
10355,1
10358,1
10405,1
10411,1
10425,1
10537,1
10538,1
10551,1
10552,1
10560,1
10562,1
10606,1
10621,1
10628,1
10738,1
10739,1
10752,1
10754,1
10797,1
10879,1
11008,1
11018,1
