counter,crns
2,1
6,1
9,1
11,1
23,1
48,1
131,1
143,1
200,1
284,1
287,1
297,1
305,1
409,1
414,1
415,1
417,1
421,1
422,1
423,1
515,1
523,1
576,1
580,1
601,1
644,1
669,1
675,1
692,1
695,1
700,1
705,1
706,1
707,1
709,1
735,1
736,1
778,1
779,1
789,1
790,1
808,1
812,1
815,1
822,1
823,1
824,1
826,1
829,1
848,1
945,1
966,1
981,1
985,1
986,1
988,1
993,1
1003,1
1004,1
1012,1
1016,1
1019,1
1020,1
1084,1
1085,1
1086,1
1088,1
1090,1
1121,1
1128,1
1131,1
1146,1
1241,1
1283,1
1290,1
1292,1
1293,1
1294,1
1301,1
1850,1
2289,1
2337,1
2351,1
2360,1
2444,1
2452,1
2455,1
2458,1
2462,1
2559,1
2560,1
2573,1
2662,1
2668,1
2675,1
2705,1
2706,1
2707,1
2710,1
2712,1
2824,1
2838,1
2860,1
2917,1
3158,1
3159,1
3161,1
3169,1
3248,1
3279,1
3345,1
3346,1
3359,1
3571,1
3586,1
3595,1
3613,1
3621,1
3625,1
3702,1
3769,1
3813,1
3864,1
3904,1
3918,1
3927,1
3930,1
3936,1
3937,1
3938,1
3942,1
3947,1
3948,1
3966,1
3967,1
3980,1
4004,1
4014,1
4018,1
4038,1
4040,1
4068,1
4070,1
4078,1
4095,1
4119,1
4120,1
4136,1
4196,1
4197,1
4231,1
4236,1
4240,1
4241,1
4242,1
4243,1
4244,1
4247,1
4248,1
4249,1
4265,1
4266,1
4268,1
4269,1
4271,1
4274,1
4276,1
4277,1
4279,1
4284,1
4291,1
4295,1
4316,1
4337,1
4340,1
4346,1
4369,1
4370,1
4373,1
4374,1
4377,1
4378,1
4380,1
4390,1
4401,1
4410,1
4476,1
4478,1
4481,1
4495,1
4517,1
4523,1
4559,1
4581,1
4583,1
4585,1
4586,1
4590,1
4666,1
4677,1
4680,1
4685,1
4686,1
4695,1
4710,1
4756,1
4758,1
4784,1
4785,1
4786,1
4790,1
4793,1
4797,1
4800,1
4802,1
4803,1
4808,1
4809,1
4858,1
4859,1
4860,1
4861,1
4863,1
4864,1
4865,1
4868,1
4870,1
4871,1
4873,1
4874,1
4887,1
4933,1
4991,1
4995,1
4998,1
5005,1
5006,1
5010,1
5011,1
5012,1
5014,1
5015,1
5016,1
5017,1
