counter,crns
17,1
48,1
301,1
336,1
391,1
424,1
553,1
566,1
568,1
571,1
572,1
575,1
582,1
584,1
588,1
668,1
682,1
698,1
849,1
857,1
860,1
868,1
871,1
875,1
879,1
880,1
958,1
961,1
976,1
981,1
986,1
999,1
1004,1
1013,1
1017,1
1019,1
1020,1
1023,1
1024,1
1026,1
1027,1
1030,1
1193,1
1205,1
1206,1
1301,1
1317,1
1347,1
1348,1
1363,1
1379,1
1600,1
1601,1
1614,1
1618,1
1627,1
1628,1
1629,1
1630,1
1633,1
1635,1
1636,1
1640,1
1645,1
1646,1
1648,1
1654,1
1666,1
1667,1
1676,1
1713,1
1738,1
1739,1
1787,1
1822,1
1825,1
1826,1
1919,1
1998,1
1999,1
2000,1
2008,1
2009,1
2010,1
2013,1
2021,1
2031,1
2042,1
2051,1
2068,1
2083,1
2127,1
2129,1
2130,1
2131,1
2136,1
2144,1
2255,1
2259,1
2266,1
2274,1
2278,1
2286,1
2287,1
2303,1
2325,1
2327,1
2333,1
2334,1
2335,1
2336,1
2340,1
2342,1
2343,1
2352,1
2362,1
2368,1
2372,1
2384,1
2388,1
2389,1
2401,1
2404,1
2406,1
2408,1
2415,1
2416,1
2417,1
2418,1
2420,1
2422,1
2423,1
2426,1
2443,1
2457,1
2458,1
2460,1
2461,1
2462,1
2465,1
2469,1
2470,1
2472,1
2477,1
2478,1
2479,1
2482,1
2483,1
2484,1
2492,1
2494,1
2496,1
2504,1
2505,1
2510,1
2511,1
2516,1
2517,1
2524,1
2525,1
2527,1
2529,1
2533,1
2535,1
2539,1
2545,1
2558,1
2560,1
2563,1
2565,1
2570,1
2571,1
2574,1
2600,1
2609,1
2642,1
2654,1
2655,1
2656,1
2657,1
2659,1
2661,1
2662,1
2668,1
2687,1
2690,1
2691,1
2694,1
2695,1
2757,1
2778,1
2782,1
2783,1
2801,1
2804,1
2805,1
2806,1
2811,1
3032,1
3034,1
3037,1
3042,1
3056,1
3057,1
3099,1
3100,1
3101,1
3105,1
3106,1
3109,1
3121,1
3122,1
