counter,crns
165,1
173,1
191,1
215,1
238,1
256,1
259,1
272,1
275,1
276,1
279,1
280,1
299,1
404,1
420,1
433,1
434,1
438,1
456,1
457,1
467,1
475,1
478,1
479,1
481,1
482,1
492,1
507,1
509,1
510,1
593,1
594,1
600,1
602,1
609,1
612,1
625,1
628,1
636,1
647,1
655,1
673,1
682,1
727,1
879,1
881,1
882,1
883,1
888,1
891,1
918,1
944,1
945,1
947,1
955,1
966,1
968,1
990,1
994,1
1015,1
1058,1
1061,1
1062,1
1130,1
1131,1
1171,1
1180,1
1204,1
1206,1
1246,1
1264,1
1272,1
1306,1
1308,1
1309,1
1310,1
1317,1
1333,1
1334,1
1335,1
1361,1
1364,1
1366,1
1367,1
1369,1
1370,1
1388,1
1390,1
1393,1
1400,1
1401,1
1414,1
1423,1
1425,1
1428,1
1439,1
1441,1
1442,1
1443,1
1455,1
1457,1
1458,1
1459,1
1464,1
1465,1
1475,1
1476,1
1481,1
1483,1
1484,1
1496,1
1497,1
1505,1
1508,1
1512,1
1514,1
1515,1
1521,1
1524,1
1525,1
1534,1
1538,1
1546,1
1555,1
1556,1
1569,1
1571,1
1598,1
1601,1
1608,1
1612,1
1613,1
1617,1
1621,1
1629,1
1630,1
1637,1
1648,1
1650,1
1651,1
1656,1
1657,1
1672,1
1682,1
1684,1
1692,1
1697,1
1698,1
1699,1
1701,1
1709,1
1710,1
1716,1
1728,1
1729,1
1738,1
1739,1
1801,1
1802,1
1813,1
1874,1
1875,1
1882,1
1895,1
1928,1
1933,1
1934,1
1936,1
1939,1
1943,1
1960,1
1961,1
1963,1
1965,1
1983,1
2018,1
2021,1
2022,1
2023,1
2039,1
2086,1
2087,1
2088,1
2092,1
2096,1
2099,1
2100,1
2101,1
2108,1
2109,1
2111,1
2124,1
2136,1
2141,1
2152,1
2153,1
2154,1
2164,1
2165,1
2169,1
2170,1
2173,1
2174,1
2177,1
2184,1
2185,1
2192,1
2197,1
2200,1
2205,1
2217,1
2257,1
2268,1
2274,1
2286,1
2289,1
2306,1
2319,1
2320,1
2331,1
2333,1
2368,1
2392,1
2395,1
2398,1
2408,1
2419,1
2453,1
2455,1
2472,1
2480,1
2481,1
2488,1
2489,1
2498,1
2510,1
2511,1
2514,1
2521,1
2574,1
2636,1
2637,1
2649,1
2651,1
2674,1
2677,1
2679,1
2681,1
2687,1
2694,1
2705,1
2708,1
2709,1
2715,1
2716,1
2719,1
2725,1
2732,1
3245,1
3246,1
3295,1
3301,1
3302,1
3304,1
3306,1
3332,1
3348,1
3349,1
3350,1
3351,1
3365,1
3379,1
3385,1
3393,1
3394,1
3411,1
3480,1
3486,1
3488,1
3499,1
3501,1
3520,1
3522,1
3524,1
3547,1
3548,1
3549,1
3553,1
3563,1
3564,1
3565,1
3573,1
3577,1
3580,1
3589,1
3598,1
3599,1
3603,1
3604,1
3605,1
3611,1
3618,1
3619,1
3624,1
3626,1
3630,1
3635,1
3644,1
3645,1
3646,1
3648,1
3654,1
3655,1
3657,1
3658,1
3660,1
3661,1
3662,1
3666,1
3670,1
3671,1
3672,1
3673,1
3675,1
3676,1
3677,1
3678,1
3679,1
3682,1
3734,1
3735,1
3737,1
3738,1
3747,1
3748,1
3762,1
3764,1
3765,1
3766,1
3768,1
3771,1
3773,1
3775,1
3776,1
3797,1
3801,1
3802,1
3804,1
3805,1
3875,1
3877,1
3881,1
3887,1
3901,1
3912,1
3914,1
3915,1
3917,1
3922,1
3923,1
4195,1
4315,1
4326,1
4341,1
4342,1
4351,1
4354,1
4355,1
4357,1
4358,1
4360,1
4366,1
4367,1
4376,1
4377,1
4388,1
4390,1
4627,1
4688,1
4704,1
4730,1
4852,1
4949,1
4952,1
4973,1
4997,1
4999,1
5000,1
5003,1
5053,1
5063,1
5069,1
5257,1
5264,1
5324,1
5344,1
5387,1
5388,1
5389,1
5459,1
5468,1
5553,1
5557,1
5562,1
5566,1
5624,1
5630,1
5631,1
5650,1
5702,1
5734,1
6007,1
6032,1
6039,1
6046,1
6051,1
6053,1
6055,1
6059,1
6062,1
6063,1
6065,1
6075,1
6076,1
6078,1
6083,1
6087,1
6089,1
6095,1
6096,1
6104,1
6106,1
6115,1
6116,1
6125,1
6144,1
6145,1
6146,1
6157,1
6164,1
6165,1
6175,1
6182,1
6243,1
6293,1
6294,1
6313,1
6330,1
6331,1
6336,1
6339,1
6345,1
6349,1
6384,1
6398,1
6407,1
6408,1
6409,1
6416,1
6428,1
6444,1
6455,1
6457,1
6478,1
6480,1
6481,1
6483,1
6492,1
6496,1
6518,1
6519,1
6551,1
6569,1
6624,1
6625,1
6645,1
6695,1
6698,1
6704,1
6753,1
6778,1
6779,1
6780,1
6792,1
6795,1
6806,1
6828,1
6829,1
6836,1
6838,1
6883,1
6895,1
6896,1
6899,1
6920,1
6926,1
6935,1
6936,1
6951,1
7091,1
7104,1
7136,1
7137,1
7189,1
7190,1
7192,1
7193,1
7194,1
7196,1
7214,1
7222,1
7234,1
7266,1
7279,1
7387,1
7408,1
7418,1
7420,1
7425,1
7426,1
7429,1
7432,1
7435,1
7437,1
7439,1
7443,1
7444,1
7449,1
7450,1
7452,1
7453,1
7454,1
7461,1
7475,1
7478,1
7486,1
7487,1
7488,1
7489,1
7492,1
7501,1
7503,1
7510,1
7514,1
7520,1
7524,1
7530,1
7533,1
7534,1
7535,1
7536,1
7538,1
7541,1
7542,1
7543,1
7544,1
7545,1
7547,1
7549,1
7568,1
7571,1
7574,1
7578,1
7593,1
7594,1
7595,1
7598,1
7599,1
7604,1
7618,1
7625,1
7629,1
7631,1
7638,1
7640,1
7642,1
7644,1
7663,1
7671,1
7673,1
7682,1
7693,1
7695,1
7702,1
7707,1
7734,1
7736,1
7737,1
7742,1
7744,1
7746,1
7751,1
7753,1
7770,1
7788,1
7790,1
7823,1
7853,1
7866,1
7876,1
7878,1
7906,1
8028,1
8062,1
8064,1
8065,1
8083,1
8093,1
8096,1
8098,1
8100,1
8103,1
8104,1
8118,1
8120,1
8121,1
8123,1
8160,1
8173,1
8209,1
8312,1
8314,1
8315,1
8397,1
8403,1
8453,1
8454,1
8455,1
8507,1
8508,1
8516,1
8518,1
8525,1
8527,1
8528,1
8531,1
8536,1
8537,1
8540,1
8541,1
8546,1
8548,1
8550,1
8556,1
8559,1
8577,1
8585,1
8795,1
8797,1
8814,1
8828,1
8829,1
8830,1
8840,1
8866,1
8893,1
8898,1
9123,1
