counter,crns
13,1
14,1
22,1
23,1
26,1
27,1
151,1
152,1
153,1
250,1
251,1
252,1
256,1
288,1
345,1
347,1
355,1
453,1
549,1
586,1
598,1
675,1
828,1
914,1
937,1
939,1
941,1
960,1
962,1
964,1
967,1
984,1
1018,1
1026,1
1041,1
1052,1
1091,1
1103,1
1163,1
1177,1
1260,1
1262,1
1288,1
1351,1
1352,1
1356,1
1381,1
1393,1
1421,1
1442,1
1451,1
1452,1
1492,1
1576,1
1577,1
1596,1
1637,1
1640,1
1788,1
1876,1
1880,1
1910,1
1911,1
1914,1
1961,1
1979,1
1982,1
1988,1
1989,1
1999,1
2008,1
2144,1
2150,1
2159,1
2317,1
2348,1
2500,1
2524,1
2529,1
2533,1
2588,1
2593,1
2605,1
2608,1
2658,1
2660,1
2665,1
2666,1
2667,1
2677,1
2679,1
2681,1
2682,1
2683,1
2745,1
2798,1
2809,1
2810,1
2812,1
2822,1
2823,1
2825,1
2830,1
2839,1
2845,1
2858,1
2874,1
2906,1
2920,1
2922,1
2923,1
2927,1
2950,1
2969,1
2983,1
2985,1
2987,1
2992,1
3009,1
3022,1
3023,1
3030,1
3031,1
3032,1
3033,1
3035,1
3043,1
3049,1
3050,1
3072,1
3087,1
3108,1
3121,1
3197,1
3220,1
3249,1
3264,1
3265,1
3277,1
3280,1
3359,1
3364,1
3447,1
3612,1
3616,1
3623,1
3685,1
3691,1
3799,1
3817,1
3820,1
3823,1
3872,1
3875,1
3881,1
3901,1
3918,1
4059,1
4107,1
4125,1
4126,1
4130,1
4143,1
4150,1
4171,1
4172,1
4173,1
4192,1
4203,1
4311,1
4332,1
4368,1
4391,1
4478,1
4518,1
4664,1
4680,1
4707,1
4746,1
