counter,crns
15,1
22,1
53,1
97,1
113,1
149,1
151,1
208,1
216,1
240,1
242,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
276,1
301,1
306,1
453,1
476,1
516,1
517,1
524,1
525,1
527,1
558,1
579,1
580,1
583,1
584,1
585,1
595,1
596,1
597,1
598,1
599,1
654,1
721,1
733,1
734,1
770,1
771,1
774,1
868,1
904,1
1052,1
1098,1
1125,1
1132,1
1133,1
1225,1
1228,1
1339,1
1369,1
1399,1
1449,1
1494,1
1544,1
1547,1
1566,1
1567,1
1619,1
1632,1
1633,1
1635,1
1650,1
1651,1
1725,1
1727,1
1734,1
1769,1
1789,1
1793,1
1888,1
1924,1
1934,1
2003,1
2017,1
2052,1
2059,1
2060,1
2075,1
2079,1
2106,1
2109,1
2120,1
2127,1
2128,1
2200,1
2285,1
2358,1
2382,1
2505,1
2637,1
2638,1
2646,1
2698,1
2722,1
2724,1
2725,1
2792,1
2810,1
2819,1
2824,1
2853,1
2854,1
2902,1
2903,1
2920,1
2931,1
2932,1
2974,1
3067,1
3200,1
3203,1
3206,1
3228,1
3277,1
3356,1
3407,1
3408,1
3450,1
3451,1
3454,1
3523,1
3539,1
3566,1
3596,1
3599,1
3601,1
3608,1
3624,1
3640,1
3648,1
3649,1
3650,1
3675,1
3682,1
3688,1
3691,1
3694,1
3695,1
3697,1
3739,1
3758,1
3773,1
3774,1
3777,1
3782,1
3784,1
3785,1
3786,1
3788,1
3791,1
3792,1
3812,1
3927,1
3934,1
4029,1
4052,1
4095,1
4137,1
4179,1
4185,1
4226,1
4240,1
4245,1
4284,1
4313,1
4340,1
4355,1
4460,1
4498,1
4559,1
4587,1
4678,1
4680,1
4755,1
4761,1
4763,1
4767,1
4768,1
4860,1
4913,1
4927,1
4948,1
4960,1
5001,1
5003,1
5009,1
5015,1
5022,1
5036,1
5045,1
5071,1
5072,1
5073,1
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5081,1
5086,1
5109,1
5134,1
5135,1
5143,1
5197,1
5202,1
5204,1
5252,1
5286,1
5325,1
5328,1
5365,1
5388,1
5410,1
5432,1
5454,1
5519,1
5579,1
5582,1
5598,1
5601,1
5621,1
5638,1
5663,1
5669,1
5683,1
5689,1
5716,1
5765,1
5781,1
5790,1
5793,1
5797,1
5798,1
5799,1
5846,1
5847,1
5849,1
5850,1
5851,1
5852,1
5886,1
5980,1
6234,1
6237,1
6283,1
6297,1
6327,1
6331,1
6335,1
6337,1
6352,1
6357,1
6362,1
6363,1
6477,1
6503,1
6601,1
6625,1
6683,1
6725,1
6726,1
6838,1
6841,1
6880,1
6882,1
6964,1
7019,1
7034,1
7035,1
7036,1
7039,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7074,1
7076,1
7077,1
7078,1
7079,1
7080,1
7081,1
7082,1
7083,1
7084,1
7085,1
7086,1
7087,1
7092,1
7093,1
7096,1
7100,1
7107,1
7109,1
7115,1
7125,1
7150,1
7152,1
7157,1
7158,1
7168,1
7221,1
7259,1
7296,1
7314,1
7326,1
7335,1
7346,1
7400,1
7402,1
7422,1
7441,1
7456,1
7524,1
7525,1
7526,1
7527,1
7528,1
7530,1
7603,1
7622,1
7703,1
7727,1
7826,1
8058,1
8062,1
8064,1
8078,1
8130,1
8217,1
8289,1
8297,1
8375,1
8393,1
8394,1
8395,1
8426,1
8430,1
8431,1
8432,1
8439,1
8456,1
8487,1
8508,1
8517,1
8525,1
8527,1
8530,1
8534,1
8544,1
8545,1
8555,1
8556,1
8570,1
8571,1
8593,1
8596,1
8602,1
8603,1
8635,1
8657,1
8666,1
8675,1
8676,1
8690,1
8723,1
8736,1
8739,1
8780,1
8818,1
8826,1
8846,1
8847,1
8866,1
8918,1
8977,1
8980,1
8981,1
8982,1
8985,1
8987,1
8988,1
8989,1
8990,1
8995,1
8996,1
8999,1
9000,1
9009,1
9112,1
9119,1
9169,1
9181,1
9467,1
9704,1
9743,1
9751,1
9781,1
9783,1
9784,1
9785,1
9820,1
9866,1
9892,1
9894,1
9908,1
9915,1
9948,1
9965,1
9984,1
9986,1
10168,1
10195,1
10283,1
10383,1
10386,1
10397,1
10400,1
10402,1
10419,1
10424,1
10425,1
10428,1
10431,1
10433,1
10437,1
10678,1
10681,1
10791,1
10998,1
11004,1
11007,1
11010,1
11015,1
11020,1
11049,1
