username1,pagetitle1,pagetitle2,counter
FindingStormNemo,Ford Ranchero,User talk:FindingStormNemo,93
Harry Norman,User:Harry Norman/sandbox,User talk:Harry Norman,166
Jj999k4k,User:Jj999k4k,French toast,168
Weisson123,User talk:Cst17,User:HostBot,201
Lolgag98,Irregular galaxy,User talk:Lolgag98,258
Epicmarriott88,Police brutality in the United States,User talk:Epicmarriott88,356
Goldjoe10,Immigration,User talk:Goldjoe10,395
Katy Sweeteart.,Rebecca Lee Crumpler,User talk:Katy Sweeteart.,452
Katy Sweeteart.,User talk:Katy Sweeteart.,Extended play,453
Larry Decker,User talk:Larry Decker,Template:Wikipedias,595
Scot Ric Scot Ric,User talk:Scot Ric Scot Ric,User:Scot Ric Scot Ric/Wikipedia discussion - death penalty,670
Adamgawlowski,Backstaff,User talk:Adamgawlowski,709
RGlnaXRhbE9jZWFu,User:RGlnaXRhbE9jZWFu,User talk:FrigidNinja,775
Ehart1999,Committee of correspondence,User talk:Ehart1999,863
Maxibon24,Mark Oliphant,User:Maxibon24,901
Maxibon24,User:Maxibon24,Slender Man,902
Fpsmettalica,Tokay gecko,User talk:Fpsmettalica,938
SuicidalReligion,Generator (Bad Religion album),User:SuicidalReligion,1181
Chelsea1347311,Taiwan,User:Chelsea1347311,1192
Cfa1998,The Amazing Race 22,User talk:Cfa1998,1288
Doublefirstname,User talk:Doublefirstname,Hippie,1486
Stuartbenn,Isaac,User talk:C.Fred,1633
Stuartbenn,User talk:C.Fred,User:C.Fred,1634
Stuartbenn,User:C.Fred,User talk:Σ,1635
Pignuss9,User talk:NickW557,User talk:Pignuss9,1658
Benster1510,Soup,User talk:Benster1510,1664
Lolwiki1290,User talk:Lolwiki1290,Nickelodeon,1775
Lolwiki1290,User talk:Lolwiki1290,Caribbean,1779
Tomrocksocks,User talk:Tomrocksocks,Fife and drum corps,1916
Dariosurfing,User:Dariosurfing,Alberto Santos-Dumont,1932
Dariosurfing,Carles Puyol,User talk:Dariosurfing,1940
Bordiedude,"St Paul's Catholic School, Milton Keynes",User:Bordiedude/sandbox,2005
Niisapu,Killing vector field,User talk:Niisapu,2103
Saralikesart,OMG Girlz,User talk:Saralikesart,2267
JJHOHO3,Godzilla,User talk:C.Fred,2275
Rivers2001,Talk:Hank Aaron,User talk:Rivers2001,2297
Petahparkah,Yellow,User talk:Petahparkah,2335
Ifeltn01,User talk:Ifeltn01,DVD,2380
Rick ciarrocchi,2013 Kids' Choice Awards,User:Rick ciarrocchi,2390
Businesstycoonsindia,Raj Kundra,User talk:Businesstycoonsindia,2431
Godzilla1999,Talk:Renewable energy,User talk:Godzilla1999,2441
Khursheed Khan Video,The Bullitts,User talk:Khursheed Khan Video,2481
Break-these-walls-down,Silkie,User talk:Break-these-walls-down,2544
Zombiedude101z,Henri Becquerel,User talk:Zombiedude101z,2749
Unicin,Korean,User talk:Unicin,2775
Popdoris,Fuck off,User talk:James086,2828
XxSNiP3RxxL33TW33D420xX,User talk:Seaphoto,User talk:XxSNiP3RxxL33TW33D420xX,2872
Dclar1111,McGrath Foundation,User talk:Dclar1111,2911
Filplumb,User talk:Peter James,Luke Marshall,3014
Pussyripper,YG (rapper),User talk:Pussyripper,3173
Ethansaidyolo,Anubis,User talk:Ethansaidyolo,3206
Ellen linihan,User:Ellen linihan/sandbox,Integrated library system,3218
Ellen linihan,Integrated library system,User talk:Ellen linihan,3230
Chribastion,User talk:Chribastion,Goliad massacre,3351
Katsruleall123,Heart scarab,User talk:Rocketrod1960,3486
Bingholebingus,Riddlesdown Collegiate,User talk:Bingholebingus,3617
Mine turd,Nintendo,User talk:Mine turd,3748
Mine turd,User talk:Mine turd,Wii U,3749
Son of the northman,"Cliff Island, Maine",User talk:Son of the northman,3755
Paloo97,AP Calculus,User:Paloo97,3806
Paloo97,User:Paloo97,Nothing,3808
Gotricebeeotch,Do No Harm (TV series),User talk:Gotricebeeotch,3874
Wan yik hay,Ross 128,User talk:Wan yik hay,3965
Michael9183,Website,User talk:Michael9183,3991
Alexandre.tsuladze,Jemal Inaishvili,User talk:Alexandre.tsuladze,4068
LuisLakers24,"Tom Lister, Jr.",User talk:LuisLakers24,4104
Jacob Hamm,George S. Patton,User talk:Jacob Hamm,4170
Qwertyduck576,Homo floresiensis,User talk:Qwertyduck576,4174
DanyCheeto,User:DanyCheeto,Deyes High School,4254
Chris999cs,George Meade,User talk:Σ,4283
Smartboy10111,Talk:Aristotle,User talk:Smartboy10111,4301
AuggiePaoli,User:AuggiePaoli,User talk:FreeRangeFrog,4311
Wilson Bitoque,Presseck,User talk:Wilson Bitoque,4476
Hihihihihijiji,Mmmuffins,User talk:Hihihihihijiji,4577
Herpaderpity,Maine,User talk:Herpaderpity,4731
RainbowBacon69,Panna cotta,User talk:RainbowBacon69,4832
Curtbone77,List of The Fairly OddParents episodes,User talk:Curtbone77,4965
Three1two,User:Three1two,Plasma (physics),4978
Toad005,Hare Raising Havoc,User talk:Eyesnore,5133
Rionski,User talk:Rionski,Rowan Atkinson,5177
Thedarkknight118,John Jacob Astor,User talk:Thedarkknight118,5194
Wethex,User talk:Master of Puppets,User talk:Wethex,5212
Blasphemous Jew,NRS social grade,User talk:Blasphemous Jew,5215
Jdocker420,Abandon All Ships,User:Jdocker420/sandbox,5319
Jdocker420,User talk:Bonadea,Rollerball (band),5325
Newagenoah,Wesley,Time Force Power Rangers,5348
Newagenoah,Time Force Power Rangers,Irish potato candy,5349
Sweetthang1000000,The Stockyards Shopping Centre,Zellers,5384
Sweetthang1000000,The Stockyards Shopping Centre,Desperate Housewives,5438
Wavespin,User talk:Wavespin,Talk:Main Page,5472
Kiranhannover,Panzer,User talk:Widr,5576
Rossrocker09,User talk:John from Idegon,User talk:Rossrocker09,5832
George dairy,Ty Pennington,User talk:Fraggle81,5837
George dairy,User talk:Fraggle81,Tony Hawk,5838
Vsrocks101,User talk:Vsrocks101,Hit,5844
Goonerjonah,Nigel Reo-Coker,User:Goonerjonah,5890
Davidlee804,Louis XIV of France,User talk:Davidlee804,5967
Pawdew,List of Walt Disney Pictures films,User talk:Pawdew,5974
Alfievorn,User talk:Alfievorn,Elul,6050
EricTheWhite,User talk:EricTheWhite,Conscription,6185
Yelevi,User talk:Acroterion,Jerusalem bulldozer attack 2008,6219
Soup business,Germanic Wars,User:Soup business,6228
Soup business,User:Soup business,Franz Xaver Eder,6322
Anklebreaker3,Mahram Tehran BC,User talk:Mohsen1248,6356
Barrettc112,User:Barrettc112,User talk:Theopolisme,6374
Skirisk,User:Skirisk,File:Versions of the Doctor.jpg,6386
Meiam69,User:Djshark662,Marilyn Monroe,6470
Andrewlyly,User talk:Andrewlyly,User:Vincentvandermarck,6540
Andrewlyly,User:Vincentvandermarck,User talk:Faizanalivarya,6541
Andrewlyly,User talk:Faizanalivarya,List of fast food restaurant chains,6542
Andrewlyly,List of fast food restaurant chains,User:Andrewlyly,6543
Andrewlyly,User:Andrewlyly,List of United Nations peacekeeping missions,6545
Wafflegazoffle,Far Cry (series),User:Wafflegazoffle,6590
Wafflegazoffle,User:Wafflegazoffle,Tomb of the Eagles,6591
Dokestheamazing,En passant,User talk:Bubba73,6598
Dokestheamazing,User talk:Bubba73,"Central railway station, Sydney",6599
Xcq5678,Help:Archiving a talk page,User:Xcq5678,6649
Xcq5678,User:Xcq5678,Digital object identifier,6650
Xcq5678,Wikipedia:VisualEditor/User guide,User talk:Wanjan,6655
Xcq5678,User talk:Wanjan,Wikipedia talk:Articles for creation/Xcq5678/sandbox,6656
Xcq5678,Wikipedia talk:Articles for creation/Xcq5678/sandbox,User:Cacycle/wikEd help,6657
Kaylamarie97,Shipping (fandom),Deep Heat (heat rub),6672
Mrplow98,Kandahar massacre,User talk:Mrplow98,6688
Mrplow98,User talk:Mrplow98,Jordan Brown case,6689
IRadiatelove,Mandy Jiroux,Dev (singer),6730
