username1,pagetitle1,pagetitle2,counter
Jjfun,Learning Express Toys,User talk:Jjfun,87
GMTV Sunshine,User talk:AxG,Disney XD (Europe),111
DaGrape,User:DaGrape,User talk:Mr Trollz 123,207
SexyMofuckinBeast,Nissan Skyline,Wikipedia:Edit filter/False positives/Reports,290
채널 11번과 22번은 에스비에스입니다 시즌2,Pojangmacha,User talk:채널 11번과 22번은 에스비에스입니다 시즌2,586
Jamal Ahmed GM,User:Jamal Ahmed GM,Genetically modified food controversies,645
ChrisbXD,South Hampstead High School,User:ChrisbXD,890
LoserBoy123,Kapunda,User talk:LoserBoy123,1051
Xxxxyyyyzzzz,Rhona Simpson,User talk:C.Fred,1072
Jvinieclow,Saskatoon Blades,User:Jvinieclow/Birtle Collegiate Croquet Team,1129
Jvinieclow,User:Jvinieclow/Birtle Collegiate Croquet Team,Jacob Trouba,1130
Medomonen,User:Medomonen,Kapunda,1253
Thatsmyname123,Bat,User:Thatsmyname123,1281
22222222YOLOSWAG2222222,Mondo Media,User talk:22222222YOLOSWAG2222222,1520
Missy2325,Jamba Juice,User talk:Missy2325,2312
CamillaAyyyeee,User:CamillaAyyyeee,Talk:Midnight Memories,2355
Piercekid123,Battle of the Alamo,User talk:Piercekid123,2617
Weedsmoker247,Helloween,User talk:Weedsmoker247,2709
DRGENITALIA,User:DRGENITALIA,User talk:EvergreenFir,2726
ChangeAllTheInfo,Justin Medlock,User talk:Bongwarrior,2823
ChangeAllTheInfo,User talk:Bongwarrior,User talk:ChangeAllTheInfo,2825
Completelyrealisticturd,Assassins,User talk:Wtmitchell,2948
Pupp3t1,User talk:GregorB,Profanity,2984
0909ki,Template:NCAA Season 89 men's basketball,User talk:0909ki,3091
Slenderchick,User talk:Yoe,User:Slenderchick/UserProfileIntro,3123
2013 Owner,User talk:Bonusballs,User talk:2013 Owner,3199
XxVao,User talk:Mark Arsten,User talk:Mark Arsten,3330
Parfait3000,User talk:Fluffernutter,Grumpy Cat,3498
K-Shanky,Sylvia Earle,User:K-Shanky,3571
ItsElGato,Jessie Rogers,User talk:ItsElGato,3591
ItsElGato,User talk:ItsElGato,User talk:Thomas.W,3592
Warmachinerox197,Papua New Guinea,User talk:Warmachinerox197,3675
Royce bolton,Public toilet,User:Royce bolton,3688
Royce bolton,User:Royce bolton,Wikipedia:Deletion process,3689
Frans Shikulo,Talk:Lil Wayne,User talk:Frans Shikulo,3741
ImBackHerobrine,Edward Snowden,User talk:ImBackHerobrine,3861
Jimmybunnet,Bill Struth,User talk:Escape Orbit,3904
Bobsheldon17,West Parley,User talk:Bobsheldon17,3916
Anonnnn123,Lava lamp,User:Anonnnn123,4085
Regular-bypasser,User talk:Asukite,User talk:Regular-bypasser,4138
Flarn 2013,Louis C.K.,User talk:Flarn2006,4246
Liamsport,"Kempsey, New South Wales",User talk:C.Fred,4274
Liamsport,User talk:C.Fred,"Kempsey, New South Wales",4275
Bkchristmann,Electric toothbrush,User talk:Bkchristmann,4291
1cruisefan,List of songs considered the best,User:1cruisefan/sandbox,4401
1cruisefan,User:1cruisefan/sandbox,Over My Head (Fleetwood Mac song),4404
TrelocKidding,Deuterostome,User:TrelocKidding/Automatic taxonomy,4721
River34,Gillotts School,User talk:Aleksa Lukic,4764
River34,User talk:Aleksa Lukic,Highdown School,4765
River34,User talk:Gogo Dodo,User talk:River34,4767
A Goblet and Two Maidens,User talk:Jwhite0316,Talk:Major depressive disorder,4819
A Goblet and Two Maidens,User talk:98.222.142.169,Wikipedia:Requests for page protection,4841
FutureMayor1,User:FutureMayor1,Wikipedia talk:No paid advocacy,4882
Isabellaseth,User talk:Isabellaseth,User:Isabellaseth,4911
Patrice chomik,Josh Chomik,User talk:Patrice chomik,4975
Onetroller123,Second Epistle to the Thessalonians,User:Onetroller123,4980
Onetroller123,User:Onetroller123,Urban Dictionary,4981
Watchmewalkaway,Border Collie,Wikipedia:Edit filter/False positives/Reports,5066
Austin Halvosa,User:Austin Halvosa,User talk:Ishdarian,5089
Ran ran ruu,User:Ran ran ruu,Kitty Pryde,5107
Footballfan169,User:Footballfan169,User:EvergreenFir,5351
Footballfan169,NRJ Music Awards 2009,User talk:EvergreenFir,5355
Васи́лий 777,User talk:Dave1185,User talk:BilCat,5366
DeBunnsAGlory,User:DeBunnsAGlory/sandbox,Tire,5413
Another Informer,In My Brother's Shadow,User talk:Another Informer,5636
Hugolg79,User:Hugolg79,David Almond,5698
M3owUsername1,User:M3owUsername1,Courage the Cowardly Dog,5796
TheExecutionerFTW,Homo,User talk:TheExecutionerFTW,5872
Barrackollama5,Anthony Sullivan,User talk:Barrackollama5,5901
TELEPHONESPAM,User talk:TELEPHONESPAM,User talk:JamesBWatson,6059
I Am A Happy Face,User talk:I Am A Happy Face,User:I Am A Happy Face,6178
I Am A Happy Face,Wikipedia:Requests for adminship/Nominate,User talk:I Am A Happy Face,6185
I Am A Happy Face,User talk:I Am A Happy Face,User talk:Largoplazo,6186
Bay Bender,Wikipedia:Edit filter/False positives/Reports,Hayden Ballantyne,6274
FRIEDCHICKEN47,Black Panther Party,User talk:FRIEDCHICKEN47,6318
Leo howard 23457,Bilfinger Berger Power Services,User talk:Leo howard 23457,6332
Ilovemyflorida,The Scattering (Cutting Crew),Ooooooohhh... On the TLC Tip,6542
Ilovemyflorida,The Scattering (Cutting Crew),Baby Love (Regina song),6571
Ilovemyflorida,The Scattering (Cutting Crew),The Scattering (song),6619
