username1,pagetitle1,pagetitle2,counter
Jamesneilander,User:Timtrent,User talk:Jamesneilander,167
MooreNo1,User talk:SuperMarioMan,Trial of Michael Jackson,184
Katie katywaty,User:Katie katywaty,Catherine Parr,196
Best girl ever,User:Best girl ever,User talk:Best girl ever,268
Dr.XXXX,Lancaster Royal Grammar School,User talk:EvergreenFir,287
Puremagic67,User talk:Escape Orbit,User talk:Puremagic67,515
TheEvilRussian,Highland Park High School (Minnesota),User talk:TheEvilRussian,782
TheEvilRussian,User:TheEvilRussian,"Highland Park, Saint Paul",784
Playtime1208Kinz,User talk:Playtime1208Kinz,Template:Taxonomy/Laurasiatheria,924
RealTimeLords1,Transformers: Age of Extinction,User talk:BBCGuy2,1168
RealTimeLords1,User talk:BBCGuy2,GoldenEye,1169
RealTimeLords1,User talk:RealTimeLords1,User talk:SchroCat,1171
RealTimeLords1,User talk:SchroCat,20th Century Fox,1172
RealTimeLords1,Doctor Who: Series 7 (soundtrack),User talk:Jedi94,1176
RealTimeLords1,User talk:Jedi94,Paramount Pictures,1180
Joshbrownnn,Sunderland A.F.C.,User:Joshbrownnn/sandbox,1371
Joshbrownnn,User:Joshbrownnn/sandbox,Andy Horton,1372
사구ㅏ,User:사구ㅏ,Ramón Emeterio Betances,1490
사구ㅏ,Doctor Who,User talk:사구ㅏ,1496
Bountyhunter2001,Gideon Mantell,User talk:Bountyhunter2001,1672
Marvinugorji,Portal talk:Biography/Intro,Portal:Contents/Indices/Intro,1830
Marvinugorji,Portal:Contents/Portals/Intro,User talk:Marvinugorji,1835
Xcmpunkx,New United States Football League,Akron Fire,1904
IHateLucyVanPeltSoDamnMuch,World's Largest Outdoor Cocktail Party,User talk:FuckingShitSince1980,2022
Eatay Dik,Hobo spider,Pop punk,2053
Steve Keener,Lucien E. Forbes,Forbes Energy,2108
JimmyInSpacd,Mr Monkey's Banana Ride,"Willington, Kent",2384
Wikipoker007,Bembridge,User:Forteblast,2556
ILuvWheat,User:ILuvWheat,Hulk,2559
Archbishop of boxing,Sam Hutchinson,User talk:GiantSnowman,2576
Ilovemylittlepony123321123,User talk:Ilovemylittlepony123321123,User talk:Ilovemylittlepony123321123,2636
Skyrim man,User talk:Skyrim man,User:Skyrim man,2649
C0rsicoCorsiiii,Disney family,User talk:SlimVirgin,2915
C0rsicoCorsiiii,User talk:SlimVirgin,"Calvary Cemetery, East Los Angeles",2916
Nandaparesh,Bhanushali,User talk:Nandaparesh,2939
Nortabun,Barge,Portal:Miley Cyrus/Intro,3030
Rolloffle78,Wikipedia:Articles for deletion/Log/2013 September 6,Merrill Lynch,3130
채널 11번과 22번은 에스비에스입니다,Squid (food),User talk:채널 11번과 22번은 에스비에스입니다,3412
RadicalDame,Carol Alt,User talk:RadicalDame,3424
CharlesWhiteUSA,Wikipedia:Articles for deletion/Log/2013 September 3,Wikipedia:Teahouse/Guests/Left column,3604
GreigBrown,Loch Lomond RFC,User talk:Loriendrew,3750
BEBEQ200,User talk:Hamham31,User:Closedmouth,3776
SPR guy,Japanese kitchen,User:Tentinator/CSD log,3896
Safee Khawaja,User:Safee Khawaja,Bigg Boss 6,4012
Safee Khawaja,Bigg Boss 7,User talk:Safee Khawaja,4039
శ్రీధర్ బాబు,Bajji,Wikipedia:Teahouse/Guests/Right column,4060
శ్రీధర్ బాబు,Bajji,Talk:Bhajji,4064
శ్రీధర్ బాబు,List of mythological objects,User talk:Thompson.matthew,4095
శ్రీధర్ బాబు,User talk:Thompson.matthew,Wikipedia:Requests for undeletion,4096
శ్రీధర్ బాబు,Narada,Wikipedia:Copyright problems/2013 October 4,4102
శ్రీధర్ బాబు,User talk:Thompson.matthew,Warrior monk,4106
శ్రీధర్ బాబు,Talk:Nizam army,Battle of Givenchy,4120
PokeJoe,User talk:PokeJoe,1066,4294
C96Mackenzie,User:C96Mackenzie/Heeden Bucket,Quiff,4437
Domey64,Child abuse,User talk:Flyer22,4450
Domey64,User talk:Flyer22,User talk:Domey64,4453
Filancio Estrella,User talk:Widr,Great white shark,4502
Coltano123,Liv and Maddie,User:Coltano123,4528
Violethillmgmt,User:The Banner,User talk:Violethillmgmt,4532
Beurocraticobama,User talk:Jimbo Wales,User talk:Onorem/Archive 19,4642
Aliyahlolo,Bhaironghati,User:Aliyahlolo,4676
Gman8426,User:Gman8426/sandbox,Australian Aboriginal culture,4729
G DHONDARE,User talk:G DHONDARE/sandbox,Philosophy of mind,4919
Wereq123,Wikipedia:Arbitration Committee Elections December 2013,Wikipedia talk:Paid editing policy proposal,4957
Darkrai Crogunk,Darren Shan,User:Darkrai Crogunk,4982
KyleTVGamer,Euclid Square Mall,Talk:The Fallen Madonna,5177
Hogwild13,Weather,User:Hogwild13,5260
Sonicmario22,User:Sonicmario22,Cat,6032
HashtagHEEL,Shola Ameobi,User talk:Mattythewhite,6040
HashtagHEEL,User talk:HashtagHEEL,Mike Jones (referee),6047
Dragondevil 22,List of Dani's Castle episodes,User talk:109.76.241.130,6077
Dragondevil 22,List of Dani's Castle episodes,User:Cartman810,6088
Dragondevil 22,List of House of Anubis episodes,User talk:Geraldo Perez/2013 Revision history,6220
PixelSeven,Wikipedia:Sandbox,User:PixelSeven,6576
PixelSeven,User:PixelSeven/MySandbox,Fat kids,6587
PixelSeven,Child obesity,Gerry Sharpe,6589
PixelSeven,Burris Laboratory School,Population I,6594
PixelSeven,Population I,Stop Online Piracy Act,6595
Cesar benitez,User:Cesar benitez,Global marketing,6667
Cesar benitez,User:Cesar benitez,Windows-1252,6672
J341933,207 CC,Datsun 510,6772
J341933,Peugeot 207,Acute HIV infection,6777
J341933,User talk:Doc James,Paliperidone,6780
J341933,List of people with bipolar disorder,User talk:Elizium23,6806
J341933,User talk:John Cline,Cub Scouting (Boy Scouts of America),6832
J341933,Risperidone,User talk:Sionk,6837
J341933,User talk:Sionk,Sohail Castle,6845
J341933,User talk:Doc James,Wikipedia:Articles for deletion/William Eivind Hall,6855
J341933,Douglas Hall,User talk:Ishdarian,6865
J341933,User talk:Ishdarian,Medal of Valor (Israel),6870
Williamb4,User talk:Williamb4,William the Conqueror,6937
Ernestolynch,Urban75,User:Ernestolynch,6972
Ernestolynch,Talk:Urban75,Wikipedia:Administrators' noticeboard/3RRArchive9,7015
Ernestolynch,Talk:Urban75,Black billionaires,7036
Otisfrog,Justin Bieber,Wasalu,7071
Otisfrog,Talk:Mercedes (name),T. J.'s (Newport),7078
Otisfrog,Clifford Smith (rapper),Nicholas,7114
Otisfrog,Good Samaritan Medical Center,Amar'e Stoudemire,7136
Otisfrog,Target Corporation,User:Otisfrog/MSOffice,7266
Otisfrog,Charles Conaway,User talk:C.Fred,7274
Otisfrog,Gregg Steinhafel,User talk:Grahambrunk,7288
Otisfrog,User talk:Grahambrunk,Pour It Up,7291
Otisfrog,Margaret Chung,Sean Michael Anderson,7314
Otisfrog,Sean Michael Anderson,File:The Road Home (Heart album) coverart.jpg,7315
Otisfrog,Anthony Fisher (Target),Vicks,7378
Otisfrog,Zeke Mowatt,Ghetto (rapper),7390
Otisfrog,User talk:Otisfrog,Walgreens,7412
Otisfrog,Walgreens,Aretha Franklin,7419
Darthstripe,User talk:Darthstripe,User:Darthstripe,7441
Darthstripe,User:Darthstripe,"Fried, Frank, Harris, Shriver & Jacobson",7442
Stjohnny,A Current Affair,User:Burkenburg,7531
Stjohnny,User:Burkenburg,User:Burkenburg/Jarrad Burke,7532
Stjohnny,User:Burkenburg/Aaron Roberts,Myrmecia vindex,7543
Stjohnny,Myrmecia brevinoda,Wikipedia:Articles for deletion/Burkenburg,7549
Willy on wheels!,Wikipedia:Community portal,User talk:Willy on wheels!,7552
Donghyuncoconut,User:Donghyuncoconut,User:Donghyuncoconut,7554
Donghyuncoconut,User:Donghyuncoconut,Diary of a Wimpy Kid (film),7555
Donghyuncoconut,User:Donghyuncoconut,User:Ultraexactzz,7559
Donghyuncoconut,User:Donghyuncoconut,Myeong-dong,7580
Donghyuncoconut,Internet troll,User talk:Donghyuncoconut,7582
Coolmarioruiz1,User:Coolmarioruiz1,Dick Figures,7586
Joebunkeo,David Horvitz,User talk:Theredproject,7637
Joebunkeo,User talk:Tbhotch,Wikipedia:Articles for deletion/Log/2013 September 13,7641
Joebunkeo,David Horvitz,User talk:DGG,7646
JohnEPB,T. D. Mischke,User talk:Mikhailov Kusserow,7669
JohnEPB,User talk:Mikhailov Kusserow,Gary Anderson (placekicker),7671
Rickbro271,User talk:Rickbro271,Emmanuel Emenike,7687
Ryeband,User:Ryeband,Mad at Gravity,7845
Ryeband,User:Ryeband,Frank Bell,7856
