username1,pagetitle1,pagetitle2,counter
Jonnaoh000,Talk:Chiang Kai-shek Memorial Hall,User talk:Jonnaoh000,24
Lolcopter213,Martial law,User talk:Lolcopter213,58
SlapInFace,User:SlapInFace,Category:Weather events in Australia,108
Bambang Rahardjo,GuitarFreaks & DrumMania V6 Blazing!,GuitarFreaks & DrumMania V7,274
Beanboy 101,User talk:Beanboy 101,User:Captain Conundrum,290
We are forever,Lincoln Memorial,User talk:We are forever,371
We are forever,User talk:We are forever,Sprinkles,372
Johnathan29,Data definition language,User talk:Johnathan29,396
Blissbliss101,Lemon,User talk:Lugia2453,463
Blissbliss101,User:Blissbliss101,Pink,465
David Olaru Mr Men,Supermini,User talk:David Olaru Mr Men,610
Anti-NaziCommiFa,Ishak Bey Kraloğlu,User talk:Anti-NaziCommiFa,714
DarkNuttin,Susan B. Anthony,User talk:MelbourneStar,769
Caitlinthough,User talk:Caitlinthough,Knife,778
Lucascampoli184109,Wikipedia:Featured topics/Hurricane Isabel,User talk:Lucascampoli184109,867
Jcc234,Brian Scalabrine,User talk:Jcc234,907
Roland Petersen,Wikipedia:Sandbox,User talk:Roland Petersen,999
ManaWorldKing,User talk:Bob/autographs,Diamagnetism,1050
Louisiana1600,Happy Gilmore,User talk:Louisiana1600,1195
FanforClark12,Sydney Lassick,User talk:FanforClark12,1304
FanforClark12,User talk:FanforClark12,Grab It Here,1305
Revelations17,Randy'L He-dow Teton,User talk:Revelations17,1356
Google1998,User:Google1998,Dachau concentration camp,1381
Thydoom,One Direction,User talk:Thydoom,1402
Yorkerman,Royal Rumble (2013),User talk:Yorkerman,1431
Morgajor0,Mummy,User talk:Morgajor0,1534
Migcluc123,Low-level programming language,User talk:Donner60,1539
Joemiks,User talk:Joemiks,Calculator,1613
Bensmith9918,User talk:Bensmith9918,Surfleet,1623
Entergarch,User talk:Entergarch,Jazz,1799
Gamoveragt,Advanced Global Trading,User talk:Gamoveragt,1839
Mattsoles,Mark Birkinshaw,Wikipedia:Teahouse/Guests/Right column,1858
DonkyGuy92,Ormiston College,User talk:DonkyGuy92,1871
Drake12321,Temecula Valley High School,User talk:Drake12321,1972
Bananaboyzz,User talk:Bananaboyzz,"Barack Obama, Sr.",2071
BigJFreeeb,User:BigJFreeeb,Mario Götze,2138
Ratchet Cookie Monster,Cape Verde,Africans,2145
Ratchet Cookie Monster,Africans,"Byron Center, Michigan",2147
