username1,pagetitle1,pagetitle2,counter
Waweru1234567,Pedda chintakuntla,User:Waweru1234567,9
Sam Hollingsworth,User:Sam Hollingsworth,Automotive market in the United States,11
Darkwolf86,OTP banka Srbija,Wikipedia:Tutorial/Editing/sandbox,50
Darkwolf86,Wikipedia:Tutorial/Editing/sandbox,User:Darkwolf86,52
Tetriminos,Wikipedia talk:Statistics,User:Tetriminos,95
Tetriminos,User:Tetriminos,List of Linux adopters,96
Mesmeilleurs,User:Mesmeilleurs,User:Mesmeilleurs/Nederlanden,108
Rjtavares,User talk:Rjtavares,User talk:Rjtavares,115
Rjtavares,User:Rjtavares,Retamal de Llerena,117
Darksoulcraft,User:Darksoulcraft,User:Darksoulcraft,121
ParacusForward,Petros Papadakis,User talk:WikiEditor2563,169
ParacusForward,User talk:WikiEditor2563,User talk:2001:5C0:1000:A:0:0:0:8DD,170
ParacusForward,User talk:2001:5C0:1000:A:0:0:0:8DD,Solar constant,171
ParacusForward,Rossford Public Library,Wikipedia:Articles for deletion/Rossford Public Library,176
ParacusForward,User talk:Colbey84,"Core Molding Technologies, Inc",182
ParacusForward,Miss Universe 2014,Wikipedia:Articles for deletion/2016 Formula One Season,184
ParacusForward,Wikipedia:Articles for deletion/2016 Formula One Season,Wikipedia:Articles for deletion/Ishiefu,185
ParacusForward,Wikipedia:Articles for deletion/Ishiefu,User talk:ParacusForward,186
ParacusForward,Mindy Budgor,User talk:Umar farooq miana,188
ParacusForward,Talk:Miss Universe 2014,Wikipedia:Articles for deletion/Pan Pantziarka,203
ParacusForward,Wikipedia:Articles for deletion/Pan Pantziarka,User talk:Amro.elsamra,205
ParacusForward,Wikipedia:Articles for deletion/Log/2013 November 19,Wikipedia talk:Articles for deletion/Fake ABC,209
ParacusForward,User talk:DEATHTOHALEY,Wikipedia:Articles for deletion/Academy Of Financial Trading,215
ParacusForward,Wikipedia:Articles for deletion/Pan Pantziarka,User talk:198.228.216.164,222
ParacusForward,Wikipedia:Articles for deletion/Rossford Public Library,Gross domestic product,227
ParacusForward,Portal:Current events/2013 December 14,User talk:1zeroate,233
ParacusForward,User talk:1zeroate,"Brooten, Minnesota",238
ParacusForward,Quora,User talk:Loring408,242
ParacusForward,User talk:Loring408,Pulp Fiction,243
ParacusForward,The Goonies,Wikipedia:Teahouse/Guests/Right column,251
ParacusForward,User talk:Davidg58,FreeCell,259
ParacusForward,Wave Loch,User talk:Kimdulina,263
ParacusForward,Autocephaly,User talk:Ahmedkanoma,282
ParacusForward,User talk:Tmisch64,Avigdor Ben-Gal,333
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,User talk:CensoredScribe,345
ParacusForward,User talk:CensoredScribe,Thomas Powers,346
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2 10,User talk:Moonriddengirl,349
ParacusForward,User talk:CensoredScribe,Walter Schloss,352
ParacusForward,Wikipedia:Contributor copyright investigations/Ardfern 4,User talk:Cyberpower678,403
ParacusForward,User talk:Cyberpower678,Wikipedia:Articles for deletion/Fabiana Tambosi,405
ParacusForward,Wikipedia:Articles for deletion/Log/2014 April 29,Clothing,408
ParacusForward,Clothing,User talk:Justlettersandnumbers,410
ParacusForward,List of Google Doodles (1998–2009),Template talk:Welcome,453
ParacusForward,Template talk:Welcome,Balloon fetish,455
Communist-USSR,User talk:Communist-USSR,Essence of Time (movement),634
Communist-USSR,User talk:Communist-USSR,Socialist Party of Serbia,656
Communist-USSR,User talk:Communist-USSR,Maher al-Assad,923
Proonk,Sullivan Stapleton,User talk:Proonk,1011
DeskSitter,User:DeskSitter,Cardiovascular disease,1045
Mohamed moanis,User:Mohamed moanis,Crimean War,1094
Vigneshkumar.b,User:Vigneshkumar.b,User:Vigneshkumar.b,1097
Rahulrokking,User:Rahulrokking,User:Rahulrokking,1103
Mpprivatecapital,Wikipedia talk:Articles for creation/Mitch Parker,User:Mpprivatecapital,1108
Eden Cheng,Four Pillars of Destiny,User:Eden Cheng,1114
Eden Cheng,User:Eden Cheng,Wikipedia:Help desk,1115
Schoenw,User talk:Schoenw,User talk:Aleksa Lukic,1120
Schoenw,YANG,User:Schoenw,1130
Muhammad Ali Aashir,User:Muhammad Ali Aashir/sandbox,Rashid Mehmood (military),1136
Swathi Manohar,User:Swathi Manohar,User talk:Swathi Manohar,1139
Shakhawat.Hossain,User:Shakhawat.Hossain,User:Shakhawat.Hossain,1152
Heythere2343334533,User:Heythere2343334533,Formula One,1159
Chaudhary0489,Word processor,User:Chaudhary0489,1163
Greetingsfromhe,User:Greetingsfromhe,User talk:Greetingsfromhe,1172
Dkschofield,Wikipedia:Sandbox,User:Dkschofield,1188
Tilthe,Talk:Lesbian sexual practices,User:Tilthe,1199
Rabbit Eared Radio Antenae,User:Rabbit Eared Radio Antenae,Federal Bureau of Investigation,1219
Dear singularity...,User:Dear singularity...,Let Me Entertain You (Robbie Williams song),1449
ExileFromGROGGS,Talk:Stephen C. Meyer,User:ExileFromGROGGS,1453
Stolen.diamond,User:Stolen.diamond/sandbox,User:Stolen.diamond,1531
LordRelax,User:LordRelax,User:LordRelax,1565
Mburpee,User:Mburpee,User talk:Mburpee,1590
Kymn3wman,Technology Trust,User:Kymn3wman,1700
Kymn3wman,User:Kymn3wman,Phú Quý,1701
Angy Rivera,User talk:Angy Rivera,Wikipedia:Changing username/Simple,1739
Synsepalum2013,User talk:CactusWriter,User talk:CactusWriter,1743
Synsepalum2013,User talk:CactusWriter,Snedding,1744
Synsepalum2013,User talk:CactusWriter,User talk:Bellerophon,1756
Synsepalum2013,Pantheism,User talk:69.14.233.93,1774
Synsepalum2013,User talk:69.14.233.93,Wikipedia:Teahouse/Questions,1775
Synsepalum2013,Wikipedia:Feedback request service,User talk:Buffbills7701,1778
Synsepalum2013,User talk:Buffbills7701,Auditory hallucination,1779
Synsepalum2013,Wikipedia:WikiProject Articles for creation/Help desk/Archives/2014 January 4,Psychotronics,1783
Synsepalum2013,Psychotronics,Wikipedia:Articles for deletion/Voice to skull,1784
Synsepalum2013,Wikipedia:Articles for deletion/Voice to skull,Directed-energy weapon,1788
Synsepalum2013,User talk:Synsepalum2013,User talk:GDallimore,1790
Synsepalum2013,User talk:GDallimore,Psychic driving,1791
Synsepalum2013,Talk:Auditory hallucination,Talk:Microwave auditory effect,1828
Synsepalum2013,Talk:Auditory hallucination,User talk:111.220.209.227,1840
Synsepalum2013,User:Synsepalum2013/sandbox,User talk:Jeremyb,1858
Synsepalum2013,User talk:Σ,Talk:Electronic harassment,1862
Synsepalum2013,Wikipedia:Teahouse/Questions,User talk:LukeSurl,1864
Synsepalum2013,User:Synsepalum2013/sandbox,Wikipedia:Requested moves/Technical requests,1870
Synsepalum2013,Wikipedia:Requested moves/Technical requests,User talk:EdJohnston,1871
Synsepalum2013,User talk:EdJohnston,Voice to skull,1874
Synsepalum2013,Wikipedia:Miscellany for deletion/Wikipedia:Articles for creation/Voice to skull,User talk:JamesBWatson,1904
NCOCEO,Mineral lick,User:NCOCEO,1942
Faizannehal,Eminem,User talk:STATicVapor,1976
Elohim100,Hugo Gutmann,User:Elohim100,2047
Bioscopic,John Szarkowski,User:Bioscopic/sandbox,2092
Bioscopic,User:Bioscopic/sandbox,The Blacksmith,2336
Bioscopic,User:Bioscopic/sandbox,Wikipedia:WikiProject Articles for creation/Help desk,2533
Philipweiss,User:Philipweiss,Guitar and Lute Workshop,2609
Guru chai,Kanishka,User:Guru chai,2614
Guru chai,User:Guru chai,Culex vishnui,2615
Omert33,User:Omert33,User talk:Feliks,2844
Omert33,User talk:Feliks,Wikipedia:Articles for deletion/The Center for Jewish-Christian Understanding and Cooperation (CJCUC),2845
Omert33,Wikipedia:Articles for deletion/The Center for Jewish-Christian Understanding and Cooperation (CJCUC),User talk:Eric Shalov,2846
Husn shujaat,User:Husn shujaat,Future Technology,2881
Xt0rt3r,User:Xt0rt3r,Page Kennedy,2888
Xt0rt3r,Page Kennedy,Money Maker Reloaded,2894
Xt0rt3r,User:Xt0rt3r,Jack Lawrence (musician),2900
Xt0rt3r,User:Xt0rt3r,Template:Cryptocurrencies,2903
Xt0rt3r,Froggy Fresh,Wikipedia:Link colours,2907
Xt0rt3r,User:Xt0rt3r,Dr. Mario,2910
Xt0rt3r,Dr. Mario,User talk:MadenssContinued,2911
Xt0rt3r,User:Xt0rt3r,Dawngate,2914
Xt0rt3r,User:Xt0rt3r,South Park video games,2922
Xt0rt3r,South Park video games,Sage,2923
Xt0rt3r,Template:Sage the Gemini,Dominic Wynn Woods,2925
Xt0rt3r,Dominic Woods,Talk:Sage the Gemini,2927
Xt0rt3r,User:Xt0rt3r,User:Xt0rt3r/List of official wikis,2929
Xt0rt3r,User:Xt0rt3r,Halo: Spartan Assault,2950
Xt0rt3r,Halo: Spartan Assault,Tumblr.,2951
Xt0rt3r,Tumblr.,Nestalgia,2952
Xt0rt3r,User:Xt0rt3r,Wikipedia:Sandbox,2964
Xt0rt3r,User:Xt0rt3r,Adventure Time: Battle Party,2967
