username1,pagetitle1,pagetitle2,counter
Shepherd of Fire,User talk:Walter Görlitz/Archived Talk to 2013-12,Talk:The Devil Wears Prada discography,48
Shepherd of Fire,Talk:The Devil Wears Prada discography,Talk:The Devil Wears Prada (band),49
Shepherd of Fire,Talk:The Devil Wears Prada discography,Talk:Disarm the Descent,51
Shepherd of Fire,User talk:Walter Görlitz/Archived Talk to 2013-12,Common Courtesy (album),115
Pakistan230,Dinga,User:Pakistan230,179
Marthyn Phrytz,User talk:Versageek,List of companies of Ghana,234
Marthyn Phrytz,User:Marthyn Phrytz,User talk:Marthyn Phrytz,236
Marthyn Phrytz,User talk:Natsubee,User talk:Enock4seth,239
Tauqeer Tariq,User:Tauqeer Tariq,User:Tauqeer Tariq,263
Ituta,User:Ituta,Talk:Feminist political theory,268
Ituta,Education Program talk:Graduate Institute of International and Development Studies/Gender and International Affairs (Fall 2013)/Timeline,User:Ituta/sandbox,271
Ituta,Education Program talk:Graduate Institute of International and Development Studies/Gender and International Affairs (Fall 2013)/Timeline,User:Ituta/Course page,310
Ituta,User:Ituta/Course page,Wikipedia:Education noticeboard,320
Ituta,User:Ituta/Course page,User:FeministGeekOBE,325
Ituta,User:FeministGeekOBE,User talk:BurcuMentes,327
Ituta,User:Ituta/Course page,User talk:Kazushige Kobayashi,329
Ituta,User:Ituta/Course page,Wikipedia:Administrators' noticeboard,337
KathrynDockter,User talk:KathrynDockter,Histrionic personality disorder,414
Janus von Abaton,Michael Corballis,User talk:Lova Falk,446
Janus von Abaton,User talk:Janus von Abaton,Edward Burnett Tylor,457
Jptvgrey,User:Jptvgrey,Togtokhtör wang,465
Jptvgrey,Schaffer-Vega Diversity System,User talk:Binksternet,496
Jptvgrey,User talk:Binksternet,Ken Schaffer,500
Sara8s001,Talk:Tilted block faulting,User talk:Sadeghm2010/sandboxsemailophiolite,1062
Sara8s001,User talk:Sadeghm2010/sandboxsemailophiolite,Talk:Illite crystallinity,1063
Sara8s001,Talk:Growth fault,Talk:High pressure metamorphic terranes along the Bangong-Nujiang Suture Zone,1085
Quantumpanda,Talk:Vikings (TV series),User:Quantumpanda,1111
Cchantre12,User:Cchantre12,Illegal drug trade,1118
Cchantre12,User:Cchantre12,User talk:Cchantre12,1126
Cchantre12,User talk:Cchantre12,Foreign worker,1131
Waya David,User:Waya David,User:Waya David,1251
Mohammed Zouhri,User:Mohammed Zouhri,User:Mohammed Zouhri/sandbox,1254
Mohammed Zouhri,User:Mohammed Zouhri/sandbox,User:Mohammed Zouhri,1255
Ayhabfarhat,Wikipedia:Training/For students/Training feedback,User talk:Ayhabfarhat,1266
Coach Carvalho,User talk:Coach Carvalho,User talk:Coach Carvalho,1273
Coach Carvalho,User talk:Coach Carvalho,User:Coach Carvalho,1274
Mhiggins104,User:Mhiggins104,User talk:Mhiggins104,1280
Mhiggins104,User:Mhiggins104,Template:Melissa Higgins sandbox,1282
Mhiggins104,User:Mhiggins104/sandbox,User:Mhiggins104/Sandbox,1284
LeslieSavannah,User:LeslieSavannah,User:LeslieSavannah,1318
Ddots22,Wikipedia:Sandbox,User talk:Ddots22,1325
Munna thrivikram,"Tinnama Padukunnama, Tellarinda",User:Munna thrivikram,1327
Chani916,Jerusalem Center for Public Affairs,User talk:82.166.145.2,1334
Chani916,User:Chani916,Jerusalem Center for Public Affairs,1337
BoguszeQ,Wikipedia:Requests for undeletion,User talk:FreeRangeFrog,1873
BoguszeQ,User talk:FreeRangeFrog,Mister X,1874
BoguszeQ,User talk:BoguszeQ,User talk:Bonadea,1895
BoguszeQ,User talk:Largoplazo,User talk:PamD,1912
BoguszeQ,Bogusław Linda,User talk:Ormewood,1922
BoguszeQ,User talk:Ormewood,User talk:Ronhjones,1923
Mabichette,User:Mabichette,Killeen Cormac,1928
Kfj8,User:Kfj8,User talk:LeshedInstructor,1938
