counter,crmf
207,1
208,1
244,1
245,1
246,1
249,1
651,1
669,1
765,1
983,1
1100,1
1146,1
1164,1
1291,1
1576,1
1645,1
1733,1
1948,1
1949,1
2132,1
2135,1
2136,1
2226,1
2277,1
2353,1
2442,1
2633,1
3037,1
3082,1
3122,1
3189,1
3217,1
3546,1
3549,1
3553,1
3587,1
3807,1
3926,1
3966,1
4171,1
4178,1
4308,1
4334,1
4336,1
4834,1
4835,1
4845,1
4904,1
4911,1
4927,1
4948,1
4994,1
5195,1
5206,1
5495,1
5525,1
5538,1
5550,1
5551,1
5559,1
5560,1
5561,1
5570,1
5572,1
5977,1
5978,1
6480,1
6554,1
6556,1
6660,1
6980,1
7339,1
7415,1
7697,1
7699,1
7848,1
7860,1
7901,1
7903,1
7938,1
