counter,crmf
67,1
69,1
155,1
267,1
275,1
289,1
298,1
305,1
306,1
307,1
309,1
314,1
352,1
353,1
356,1
360,1
361,1
368,1
369,1
377,1
379,1
383,1
384,1
386,1
392,1
393,1
403,1
406,1
410,1
411,1
412,1
1019,1
1061,1
1089,1
1127,1
1128,1
1252,1
1259,1
1262,1
1279,1
1287,1
1288,1
1291,1
1295,1
1299,1
1301,1
1321,1
1360,1
1371,1
1373,1
1374,1
1376,1
1377,1
1382,1
1383,1
1384,1
1386,1
1388,1
1390,1
1391,1
1393,1
1398,1
1405,1
1407,1
1409,1
1411,1
1417,1
1420,1
1436,1
1442,1
1445,1
1447,1
1451,1
1452,1
1453,1
1455,1
1458,1
1462,1
1464,1
1469,1
1474,1
1475,1
1476,1
1477,1
1488,1
1489,1
1499,1
1500,1
1503,1
1504,1
1506,1
1515,1
1523,1
1525,1
1529,1
1532,1
1534,1
1537,1
1541,1
1544,1
1545,1
1547,1
1548,1
1550,1
1552,1
1554,1
1556,1
1559,1
1564,1
1567,1
1568,1
1591,1
1593,1
1596,1
1601,1
1606,1
1609,1
1610,1
1613,1
1614,1
1617,1
1619,1
1620,1
1621,1
1626,1
1629,1
1631,1
1634,1
1635,1
1636,1
1646,1
1647,1
1649,1
1650,1
1651,1
1653,1
1654,1
1671,1
1672,1
1677,1
1684,1
1685,1
1688,1
1690,1
1720,1
1721,1
1734,1
1737,1
1746,1
1747,1
1751,1
1752,1
1756,1
1759,1
1769,1
1770,1
1777,1
1778,1
1780,1
1781,1
1785,1
1789,1
1791,1
1792,1
1794,1
1800,1
1805,1
1807,1
1811,1
1812,1
1815,1
1829,1
1831,1
1841,1
1845,1
1847,1
1850,1
1854,1
1858,1
1882,1
1887,1
1894,1
1911,1
1927,1
1959,1
1970,1
2068,1
2076,1
2152,1
2155,1
2168,1
2179,1
2289,1
2332,1
2333,1
2367,1
2371,1
2372,1
2373,1
2402,1
2415,1
2416,1
2418,1
2422,1
2429,1
2434,1
2442,1
2449,1
2450,1
2451,1
2547,1
3073,1
3075,1
3083,1
3085,1
3090,1
3091,1
3092,1
3097,1
3135,1
3136,1
3139,1
3143,1
3154,1
3158,1
3161,1
3282,1
3300,1
3327,1
3329,1
3330,1
3365,1
3408,1
3410,1
3440,1
3441,1
3480,1
3521,1
3524,1
3526,1
3527,1
3541,1
3549,1
3598,1
3601,1
3607,1
3621,1
3626,1
3635,1
3651,1
3680,1
3734,1
3837,1
3843,1
4119,1
4127,1
4133,1
4134,1
4142,1
4147,1
4150,1
4151,1
4154,1
4155,1
4168,1
4175,1
4177,1
4192,1
4203,1
4205,1
4212,1
4225,1
4239,1
4241,1
4257,1
4270,1
4287,1
4288,1
4419,1
4593,1
4924,1
4925,1
4996,1
5014,1
5025,1
5037,1
5040,1
5041,1
5042,1
5084,1
5115,1
5130,1
5133,1
5139,1
5147,1
5180,1
5187,1
5189,1
5190,1
5194,1
5196,1
5199,1
5200,1
5203,1
5207,1
5208,1
5211,1
5213,1
