counter,crmf
23,1
24,1
73,1
89,1
139,1
163,1
297,1
304,1
311,1
485,1
489,1
505,1
575,1
623,1
666,1
700,1
712,1
732,1
733,1
734,1
736,1
742,1
743,1
744,1
746,1
749,1
752,1
754,1
756,1
761,1
762,1
764,1
767,1
769,1
772,1
775,1
780,1
782,1
1375,1
1405,1
1407,1
1410,1
1448,1
1460,1
1505,1
1588,1
1589,1
1592,1
1602,1
1616,1
1617,1
1618,1
1619,1
1621,1
1623,1
1635,1
1654,1
1663,1
1664,1
1679,1
1682,1
1686,1
1890,1
1894,1
1917,1
1918,1
1920,1
1921,1
1922,1
1923,1
1924,1
1926,1
1929,1
1930,1
1932,1
1940,1
1941,1
1994,1
1995,1
2007,1
2008,1
2009,1
2012,1
2015,1
2016,1
2049,1
2064,1
2073,1
2084,1
2102,1
2104,1
2120,1
2133,1
2144,1
2145,1
2151,1
2158,1
2160,1
2164,1
2167,1
2169,1
2173,1
2201,1
2202,1
2204,1
2218,1
2229,1
2238,1
2246,1
2254,1
2255,1
2258,1
2260,1
2261,1
2262,1
2267,1
2270,1
2279,1
2288,1
2294,1
2295,1
2298,1
2301,1
2303,1
2308,1
2309,1
2312,1
2315,1
2316,1
2319,1
2320,1
2322,1
2323,1
2325,1
2326,1
2327,1
2328,1
2331,1
2332,1
2334,1
2338,1
2339,1
2355,1
2362,1
2363,1
2372,1
2377,1
2383,1
2384,1
2387,1
2388,1
2391,1
2394,1
2408,1
2416,1
2422,1
2426,1
2447,1
2448,1
2449,1
2460,1
2822,1
2824,1
2830,1
2834,1
2835,1
2848,1
2886,1
2894,1
2897,1
2900,1
2902,1
2908,1
3242,1
3243,1
3245,1
3248,1
3249,1
3250,1
3264,1
3266,1
3286,1
3293,1
3294,1
3305,1
3312,1
3318,1
3328,1
3330,1
3331,1
3332,1
3337,1
3338,1
3339,1
3341,1
3347,1
3348,1
3349,1
3350,1
3353,1
3354,1
3409,1
3410,1
3412,1
3427,1
3432,1
3435,1
3436,1
3438,1
3440,1
3460,1
3462,1
3463,1
3464,1
3579,1
3582,1
3587,1
3624,1
3639,1
3640,1
3665,1
3675,1
3680,1
3683,1
3695,1
3696,1
3712,1
3730,1
3820,1
3845,1
3846,1
3859,1
3862,1
3867,1
3870,1
3892,1
3893,1
3905,1
3906,1
3927,1
3929,1
3930,1
3943,1
3952,1
4007,1
4025,1
4026,1
4033,1
4035,1
4041,1
4043,1
4074,1
4214,1
4215,1
4217,1
4219,1
4222,1
4224,1
4230,1
4238,1
4270,1
4271,1
4273,1
4280,1
4281,1
4287,1
4297,1
4300,1
4301,1
4310,1
4405,1
4419,1
4438,1
4443,1
4455,1
4456,1
4463,1
4464,1
4500,1
4530,1
4532,1
4540,1
4553,1
4591,1
4596,1
4635,1
4706,1
4739,1
4763,1
4765,1
4766,1
4769,1
4770,1
4772,1
4773,1
4775,1
4780,1
4781,1
4782,1
4844,1
4850,1
4851,1
4869,1
4881,1
4902,1
4953,1
4989,1
5002,1
5003,1
5033,1
5035,1
5036,1
5037,1
5038,1
5041,1
5044,1
5047,1
5048,1
5058,1
5059,1
5060,1
5087,1
5090,1
5109,1
5142,1
5143,1
5193,1
5195,1
5205,1
5206,1
5211,1
5220,1
5223,1
5224,1
5235,1
5238,1
5240,1
5247,1
5248,1
5251,1
5252,1
5254,1
5255,1
5256,1
5260,1
5264,1
5271,1
5272,1
5305,1
5321,1
5322,1
5355,1
5360,1
5385,1
5386,1
5387,1
5394,1
5395,1
5477,1
5492,1
5496,1
5504,1
5509,1
5596,1
5684,1
5689,1
5690,1
5692,1
5706,1
6061,1
6069,1
6079,1
6165,1
6169,1
6204,1
6236,1
6245,1
6251,1
6463,1
6465,1
6466,1
6473,1
6475,1
6480,1
6494,1
6495,1
6496,1
6519,1
6523,1
6526,1
6527,1
6543,1
6544,1
6546,1
6552,1
6556,1
6565,1
6575,1
6576,1
6579,1
6584,1
6585,1
6587,1
6588,1
6590,1
6591,1
6598,1
6604,1
6608,1
6610,1
6619,1
6620,1
6633,1
6639,1
6642,1
6647,1
6651,1
6666,1
6710,1
6711,1
6727,1
6728,1
6734,1
6736,1
6737,1
6740,1
6742,1
6759,1
6766,1
6767,1
6768,1
6769,1
6773,1
6779,1
6782,1
6783,1
6786,1
6787,1
6789,1
6792,1
6798,1
6800,1
6806,1
6828,1
6830,1
6837,1
6845,1
6852,1
6918,1
7010,1
7015,1
7018,1
7226,1
7269,1
7275,1
7359,1
7382,1
7387,1
7393,1
7403,1
7404,1
7410,1
7411,1
7412,1
7416,1
7417,1
7459,1
7481,1
7497,1
7500,1
7553,1
7612,1
7626,1
7632,1
7671,1
7672,1
7684,1
7694,1
7695,1
7701,1
7703,1
7704,1
7715,1
7716,1
7719,1
7722,1
7723,1
7725,1
7726,1
7738,1
7740,1
7741,1
7745,1
7748,1
7782,1
7792,1
7850,1
7889,1
7894,1
7896,1
7900,1
7902,1
7904,1
7905,1
7906,1
7907,1
7909,1
7911,1
7977,1
8038,1
8188,1
8221,1
8425,1
8438,1
8440,1
8452,1
8457,1
8471,1
8476,1
8485,1
8527,1
8610,1
8697,1
8745,1
8749,1
8750,1
8753,1
8757,1
8760,1
8763,1
8788,1
8824,1
8827,1
8832,1
8837,1
8838,1
8856,1
8858,1
8859,1
8860,1
8862,1
8867,1
8869,1
8871,1
8873,1
8875,1
8877,1
8878,1
8880,1
8884,1
8925,1
8927,1
8946,1
8960,1
8961,1
8966,1
8967,1
8969,1
8977,1
8979,1
8986,1
8991,1
8994,1
9001,1
9008,1
9010,1
9012,1
9017,1
9124,1
9143,1
9147,1
9159,1
9169,1
9173,1
9335,1
9337,1
9339,1
9341,1
9344,1
9347,1
9348,1
9352,1
9371,1
9382,1
9384,1
9397,1
9406,1
9413,1
9419,1
9427,1
9433,1
9434,1
9439,1
9442,1
9446,1
9447,1
9467,1
9468,1
9472,1
9483,1
9487,1
9496,1
9499,1
9502,1
9504,1
10038,1
10039,1
10044,1
10060,1
10061,1
10063,1
10065,1
10068,1
10070,1
10071,1
10073,1
10076,1
10078,1
10079,1
10080,1
10082,1
10083,1
10092,1
10093,1
10096,1
10098,1
10099,1
10100,1
10101,1
10112,1
10113,1
10119,1
10120,1
10125,1
10155,1
10156,1
10162,1
10172,1
10191,1
10193,1
10196,1
10197,1
10207,1
10208,1
10214,1
10215,1
10217,1
10221,1
10222,1
10227,1
10231,1
10240,1
10250,1
10252,1
10253,1
10258,1
10263,1
10271,1
10280,1
10284,1
10294,1
10296,1
10297,1
10300,1
10302,1
10303,1
10319,1
10320,1
10327,1
10332,1
10333,1
10336,1
10337,1
10338,1
10885,1
10889,1
10908,1
10909,1
11440,1
11504,1
11506,1
11507,1
11508,1
11514,1
11515,1
11519,1
11523,1
11524,1
11527,1
11528,1
11530,1
11557,1
11569,1
11580,1
11588,1
11653,1
11654,1
11655,1
11665,1
11668,1
11679,1
11696,1
11697,1
11700,1
11722,1
11749,1
11751,1
11755,1
11797,1
11802,1
11804,1
11806,1
11993,1
12015,1
12056,1
12084,1
12092,1
12101,1
12110,1
12294,1
12356,1
12359,1
12387,1
12397,1
12405,1
12409,1
12478,1
12483,1
12497,1
12516,1
12555,1
12679,1
12681,1
12788,1
12888,1
12891,1
12898,1
12899,1
12904,1
12921,1
12936,1
12940,1
12943,1
12951,1
12952,1
12960,1
12968,1
12971,1
12986,1
12987,1
12995,1
13000,1
13002,1
13003,1
13005,1
13009,1
13020,1
13027,1
13032,1
13033,1
13046,1
13066,1
13070,1
13094,1
13121,1
13140,1
13184,1
13185,1
13248,1
13253,1
13271,1
13272,1
13274,1
13296,1
13299,1
13317,1
13321,1
13326,1
13327,1
13336,1
13358,1
13359,1
13360,1
13365,1
13371,1
13385,1
13398,1
13399,1
13400,1
13418,1
13425,1
13428,1
13430,1
13437,1
13450,1
13847,1
13857,1
13861,1
13876,1
13888,1
13891,1
13984,1
13985,1
14000,1
14007,1
14062,1
14456,1
14545,1
14558,1
14594,1
14596,1
14841,1
14843,1
14848,1
14850,1
15047,1
15048,1
15050,1
15052,1
15053,1
15057,1
15058,1
15064,1
15065,1
15067,1
15068,1
15069,1
15070,1
15071,1
15072,1
15074,1
15075,1
15078,1
15079,1
15080,1
15083,1
15086,1
15087,1
15092,1
15093,1
15095,1
15113,1
15115,1
15118,1
15119,1
15121,1
15122,1
15134,1
15136,1
15144,1
15145,1
15146,1
15147,1
15148,1
15153,1
15155,1
15157,1
15158,1
15159,1
15160,1
15170,1
15171,1
15175,1
15187,1
15188,1
15190,1
15197,1
15202,1
15211,1
15212,1
15215,1
15233,1
15236,1
15239,1
15245,1
15263,1
15279,1
15301,1
15305,1
15306,1
15334,1
15336,1
15337,1
15338,1
15339,1
15340,1
15341,1
15343,1
15346,1
15367,1
15368,1
15395,1
15397,1
15404,1
