counter,crmf
72,1
216,1
226,1
397,1
524,1
770,1
892,1
1013,1
1014,1
1199,1
1200,1
1205,1
1449,1
1452,1
1454,1
1455,1
1558,1
1561,1
1729,1
1927,1
1931,1
1955,1
1991,1
1993,1
2204,1
2222,1
2223,1
2224,1
2225,1
2276,1
2462,1
2496,1
2498,1
2553,1
2744,1
2798,1
2844,1
2863,1
2887,1
2997,1
2998,1
3213,1
3421,1
3422,1
3425,1
3432,1
3583,1
3585,1
3605,1
3799,1
3815,1
3816,1
3966,1
3975,1
4101,1
4115,1
4120,1
4121,1
4122,1
4123,1
4124,1
4126,1
4183,1
4184,1
4186,1
4192,1
4391,1
4397,1
4461,1
4471,1
4571,1
4628,1
4711,1
4713,1
4762,1
4964,1
4974,1
5095,1
5147,1
5230,1
5291,1
5294,1
5296,1
5333,1
5336,1
5340,1
5383,1
5471,1
5472,1
5639,1
5642,1
5683,1
5684,1
5686,1
5982,1
5983,1
5988,1
5993,1
6237,1
6241,1
6243,1
6342,1
6600,1
6607,1
6794,1
6796,1
6803,1
6804,1
7121,1
7167,1
7174,1
7231,1
7235,1
7333,1
7502,1
7634,1
7860,1
7872,1
7874,1
7875,1
7876,1
7887,1
7951,1
7972,1
7974,1
7984,1
7987,1
7990,1
7993,1
7998,1
8012,1
8047,1
8422,1
8456,1
