counter,crmf
0,1
62,1
77,1
78,1
87,1
96,1
97,1
114,1
116,1
143,1
158,1
177,1
178,1
191,1
192,1
193,1
194,1
195,1
220,1
222,1
446,1
447,1
450,1
451,1
459,1
464,1
469,1
471,1
472,1
477,1
478,1
479,1
480,1
482,1
487,1
489,1
520,1
525,1
527,1
528,1
544,1
594,1
601,1
619,1
620,1
633,1
663,1
712,1
719,1
725,1
732,1
738,1
743,1
770,1
795,1
796,1
797,1
799,1
809,1
810,1
811,1
816,1
820,1
828,1
838,1
894,1
895,1
896,1
897,1
922,1
936,1
938,1
940,1
941,1
942,1
944,1
948,1
1044,1
1046,1
1049,1
1051,1
1072,1
1079,1
1082,1
1086,1
1087,1
1088,1
1097,1
1102,1
1103,1
1115,1
1133,1
1143,1
1145,1
1153,1
1154,1
1157,1
1158,1
1159,1
1160,1
1163,1
1164,1
1165,1
1167,1
1176,1
1178,1
1188,1
1217,1
1219,1
1239,1
1241,1
1310,1
1343,1
1381,1
1405,1
1407,1
1409,1
1410,1
1412,1
1414,1
1415,1
1417,1
1419,1
1421,1
1423,1
1426,1
1427,1
1429,1
1430,1
1433,1
1436,1
1450,1
1451,1
1453,1
1461,1
1468,1
1487,1
1495,1
1514,1
1522,1
1523,1
1544,1
1545,1
1547,1
1552,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1607,1
1766,1
1982,1
2005,1
2077,1
2148,1
2151,1
2153,1
2154,1
2159,1
2162,1
2164,1
2171,1
2179,1
2180,1
2185,1
2188,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2199,1
2204,1
2206,1
2207,1
2209,1
2210,1
2211,1
2212,1
2214,1
2216,1
2217,1
2218,1
2223,1
2233,1
2234,1
2235,1
2236,1
2239,1
2246,1
2250,1
2264,1
2710,1
2734,1
2809,1
2824,1
2837,1
2838,1
2845,1
2848,1
2871,1
2911,1
2913,1
2915,1
2925,1
2931,1
2946,1
2947,1
2948,1
2954,1
2957,1
2967,1
3017,1
3046,1
3089,1
3092,1
3195,1
3196,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3222,1
3231,1
3232,1
3254,1
3256,1
3277,1
3280,1
3281,1
3292,1
3295,1
3296,1
3301,1
3302,1
3311,1
3344,1
3573,1
3601,1
3604,1
3663,1
3849,1
3856,1
3860,1
3907,1
3914,1
3915,1
3917,1
3918,1
3923,1
3932,1
3945,1
3993,1
3996,1
4007,1
4008,1
4010,1
4011,1
4012,1
4013,1
4014,1
4035,1
4147,1
4254,1
4272,1
4274,1
4275,1
4383,1
4384,1
4419,1
4428,1
4429,1
4433,1
4445,1
4477,1
4478,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4503,1
4505,1
4583,1
4774,1
4796,1
4797,1
4806,1
4807,1
4808,1
4857,1
4861,1
4862,1
4863,1
4875,1
5415,1
5416,1
5417,1
5742,1
5765,1
5797,1
5816,1
5821,1
5878,1
5885,1
5891,1
5911,1
5928,1
5929,1
5931,1
5950,1
5955,1
5990,1
6062,1
6105,1
6177,1
6202,1
6203,1
6204,1
6502,1
6603,1
6684,1
6691,1
6709,1
6710,1
6711,1
6714,1
6715,1
6720,1
6730,1
6731,1
6733,1
6751,1
6783,1
6788,1
6789,1
6797,1
6801,1
6803,1
6805,1
6809,1
6811,1
6819,1
6828,1
6829,1
6918,1
6920,1
6927,1
6928,1
6941,1
6944,1
6945,1
6948,1
6978,1
7077,1
7091,1
7147,1
7257,1
7333,1
7461,1
7467,1
7468,1
7489,1
7514,1
7518,1
7603,1
7683,1
7820,1
7821,1
7822,1
7911,1
7978,1
7980,1
7992,1
7995,1
7997,1
8149,1
8153,1
8154,1
8155,1
8178,1
8218,1
8336,1
8339,1
8340,1
8354,1
8356,1
8358,1
8373,1
8382,1
8510,1
8823,1
8915,1
8918,1
8952,1
8953,1
8988,1
9122,1
9186,1
9220,1
9221,1
9330,1
9356,1
9434,1
9435,1
9452,1
9460,1
9498,1
9499,1
9500,1
9506,1
9507,1
9509,1
9510,1
9511,1
9512,1
9513,1
9514,1
9517,1
9521,1
9528,1
9529,1
9534,1
9538,1
9539,1
9541,1
9559,1
9562,1
9566,1
9567,1
9569,1
9575,1
9576,1
9578,1
9600,1
9601,1
9602,1
9613,1
9629,1
9648,1
9654,1
9669,1
9693,1
9694,1
9695,1
9699,1
9720,1
9761,1
9768,1
9769,1
9779,1
9781,1
9782,1
9783,1
9784,1
9797,1
9798,1
9799,1
9805,1
9806,1
9807,1
9808,1
9809,1
9811,1
9814,1
9828,1
9832,1
9833,1
9838,1
9839,1
9846,1
9847,1
10296,1
10300,1
10319,1
10332,1
10340,1
10342,1
10347,1
10349,1
10352,1
10353,1
10355,1
10363,1
10365,1
10386,1
10393,1
10396,1
10406,1
10426,1
10428,1
10435,1
10437,1
10438,1
10440,1
10443,1
10446,1
10448,1
10450,1
10451,1
10453,1
10454,1
10455,1
10488,1
10497,1
10630,1
10641,1
10652,1
10659,1
10674,1
10690,1
10730,1
10732,1
10733,1
10734,1
10736,1
10738,1
10739,1
10740,1
10742,1
10743,1
10747,1
10749,1
10750,1
10751,1
10786,1
10804,1
10805,1
10806,1
10808,1
10816,1
10817,1
10819,1
10821,1
10822,1
10828,1
10921,1
10922,1
10943,1
11025,1
11027,1
11028,1
11032,1
11035,1
11037,1
11042,1
11043,1
11044,1
11048,1
11049,1
11052,1
11058,1
11060,1
11062,1
11067,1
11070,1
11071,1
11072,1
11073,1
11074,1
11085,1
11090,1
11095,1
11102,1
11132,1
11133,1
11134,1
11149,1
11287,1
11589,1
11591,1
11721,1
11743,1
11844,1
11845,1
11860,1
12122,1
12321,1
12331,1
12812,1
12813,1
12815,1
12816,1
12913,1
12954,1
12961,1
12979,1
13019,1
13022,1
13026,1
13027,1
13029,1
13032,1
13034,1
13036,1
13043,1
13074,1
13075,1
13079,1
13080,1
13081,1
13083,1
13173,1
13174,1
13235,1
13299,1
13303,1
13304,1
13305,1
13330,1
13348,1
13352,1
13354,1
13434,1
13435,1
13501,1
13513,1
13516,1
13537,1
13564,1
13567,1
13573,1
13576,1
13610,1
13619,1
13629,1
13632,1
13638,1
13656,1
13660,1
13661,1
13665,1
13668,1
13670,1
13671,1
13673,1
13677,1
13721,1
13729,1
13732,1
13738,1
13739,1
13743,1
13783,1
13861,1
13863,1
13889,1
13899,1
13931,1
13987,1
14044,1
14062,1
14160,1
14174,1
14302,1
14373,1
14397,1
14501,1
14506,1
14530,1
14531,1
14536,1
14538,1
14542,1
14556,1
14565,1
14830,1
14878,1
15003,1
15023,1
15325,1
15333,1
15415,1
15476,1
15483,1
15490,1
15500,1
15503,1
15518,1
15571,1
15575,1
15590,1
15645,1
15677,1
15686,1
15885,1
16229,1
16237,1
16414,1
16418,1
16425,1
16428,1
16430,1
16446,1
16478,1
16573,1
16576,1
16594,1
16650,1
16743,1
16746,1
16972,1
16982,1
16992,1
16995,1
16999,1
17001,1
17053,1
17082,1
17083,1
17084,1
17087,1
17089,1
17092,1
17096,1
17099,1
17101,1
17126,1
17452,1
17527,1
17536,1
17537,1
17538,1
17540,1
17552,1
17559,1
17566,1
17594,1
17639,1
17640,1
17685,1
17687,1
17689,1
17694,1
17696,1
17697,1
17784,1
17870,1
17871,1
17874,1
17875,1
17878,1
17881,1
17882,1
17883,1
17885,1
17887,1
17891,1
17892,1
17905,1
17912,1
17955,1
17958,1
18087,1
18130,1
18137,1
18225,1
18229,1
18428,1
18745,1
18750,1
18751,1
18756,1
18760,1
18776,1
18777,1
18823,1
19294,1
19295,1
19315,1
19325,1
19336,1
19390,1
19401,1
19403,1
19538,1
19541,1
19576,1
19577,1
19583,1
19585,1
19587,1
19591,1
19593,1
19604,1
19611,1
19616,1
19618,1
19619,1
19620,1
19621,1
19634,1
19654,1
19655,1
19660,1
19661,1
19662,1
19663,1
19668,1
19669,1
19670,1
19671,1
19673,1
19674,1
19699,1
19703,1
19733,1
19737,1
19749,1
19791,1
19792,1
19810,1
19816,1
19838,1
19841,1
19892,1
19900,1
19906,1
19909,1
19977,1
19979,1
20000,1
20002,1
20046,1
20047,1
20051,1
20082,1
20115,1
20143,1
20147,1
20148,1
20153,1
20155,1
20158,1
20160,1
20161,1
20163,1
20237,1
20240,1
20248,1
20251,1
20277,1
20281,1
20455,1
20564,1
20577,1
20589,1
20594,1
20745,1
20819,1
20825,1
20826,1
20844,1
20846,1
20849,1
20853,1
20855,1
20857,1
20865,1
20879,1
20886,1
20887,1
21051,1
21086,1
21097,1
21103,1
21104,1
21111,1
21128,1
21143,1
21146,1
21148,1
21152,1
21153,1
21155,1
21285,1
21295,1
21389,1
21437,1
21455,1
21624,1
21686,1
21687,1
21694,1
21695,1
21805,1
21808,1
21821,1
21835,1
21839,1
21842,1
21860,1
21865,1
21866,1
21877,1
21881,1
21885,1
21892,1
21893,1
21897,1
21945,1
21949,1
21952,1
21953,1
21954,1
21964,1
22041,1
22046,1
22047,1
22048,1
22059,1
22107,1
22119,1
22129,1
22134,1
22138,1
22139,1
22154,1
22156,1
22157,1
22158,1
22195,1
22199,1
22200,1
22288,1
22383,1
22463,1
22470,1
22492,1
22514,1
22537,1
22542,1
22544,1
23051,1
23053,1
23068,1
23117,1
23133,1
23141,1
23190,1
23193,1
23223,1
23237,1
23239,1
23240,1
23280,1
23281,1
23285,1
23286,1
23287,1
23290,1
23292,1
23298,1
23313,1
23314,1
23322,1
23326,1
23457,1
23464,1
23465,1
23472,1
23473,1
23527,1
23536,1
23538,1
23540,1
23671,1
23672,1
23674,1
23677,1
23693,1
23696,1
23870,1
23872,1
23873,1
23874,1
23879,1
23880,1
23882,1
23883,1
23887,1
23888,1
23889,1
23890,1
23897,1
23898,1
23923,1
23928,1
23950,1
23958,1
24246,1
24254,1
24401,1
24404,1
24412,1
24416,1
24421,1
24454,1
24515,1
24529,1
24531,1
24552,1
24554,1
24603,1
24621,1
24850,1
24906,1
24918,1
24919,1
24922,1
24925,1
24969,1
24976,1
24989,1
24993,1
25011,1
25012,1
25013,1
25022,1
25071,1
25083,1
25099,1
25106,1
25116,1
25130,1
25132,1
25266,1
25423,1
25461,1
25659,1
25660,1
25667,1
25673,1
25675,1
25677,1
25678,1
25688,1
25717,1
25718,1
25719,1
25720,1
25721,1
25760,1
