counter,crmf
25,1
27,1
29,1
34,1
211,1
228,1
243,1
251,1
259,1
264,1
265,1
268,1
270,1
335,1
360,1
394,1
395,1
405,1
497,1
593,1
624,1
625,1
626,1
628,1
629,1
632,1
633,1
635,1
713,1
933,1
1035,1
1103,1
1104,1
1106,1
1108,1
1113,1
1135,1
1155,1
1158,1
1161,1
1162,1
1166,1
1167,1
1169,1
1173,1
1176,1
1184,1
1190,1
1193,1
1200,1
1201,1
1209,1
1210,1
1211,1
1212,1
1215,1
1228,1
1233,1
1247,1
1254,1
1256,1
1258,1
1304,1
1311,1
1315,1
1323,1
1327,1
1364,1
1366,1
1369,1
1370,1
1371,1
1374,1
1376,1
1378,1
1393,1
1398,1
1399,1
1400,1
1403,1
1404,1
1405,1
1406,1
1413,1
1414,1
1420,1
1423,1
1428,1
1429,1
1430,1
1431,1
1432,1
1434,1
1435,1
1437,1
1440,1
1444,1
1448,1
1450,1
1451,1
1453,1
1455,1
1459,1
1463,1
1464,1
1468,1
1469,1
1470,1
1471,1
1474,1
1475,1
1477,1
1479,1
1482,1
1486,1
1487,1
1488,1
1489,1
1491,1
1494,1
1498,1
1499,1
1500,1
1502,1
1503,1
1505,1
1506,1
1508,1
1510,1
1514,1
1515,1
1516,1
1517,1
1521,1
1525,1
1527,1
1530,1
1531,1
1535,1
1538,1
1544,1
1560,1
1567,1
1572,1
1573,1
1575,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1584,1
1586,1
1587,1
1588,1
1594,1
1595,1
1598,1
1599,1
1600,1
1603,1
1604,1
1605,1
1606,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1615,1
1616,1
1617,1
1618,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1633,1
1637,1
1640,1
1649,1
1651,1
1655,1
1680,1
1704,1
1707,1
1708,1
1717,1
1731,1
1741,1
1754,1
1768,1
1779,1
1780,1
1787,1
1788,1
1804,1
1805,1
1806,1
1814,1
1818,1
1834,1
1835,1
1844,1
1852,1
1862,1
1863,1
1864,1
1866,1
1867,1
1875,1
1880,1
1906,1
1907,1
1910,1
2091,1
2419,1
2420,1
2421,1
2503,1
2507,1
2518,1
2527,1
2530,1
2544,1
2545,1
2550,1
2567,1
2576,1
2581,1
2582,1
2585,1
2587,1
2589,1
2590,1
2603,1
2607,1
2611,1
2616,1
2620,1
2622,1
2624,1
2625,1
2627,1
2633,1
2634,1
2640,1
2649,1
2685,1
2687,1
2728,1
2746,1
3323,1
3369,1
3405,1
3406,1
3419,1
3996,1
4086,1
4099,1
4111,1
4112,1
4123,1
4143,1
4150,1
4153,1
4169,1
