counter,crmf
22,1
238,1
239,1
276,1
448,1
616,1
648,1
934,1
1069,1
1303,1
1373,1
1374,1
1375,1
1380,1
1381,1
1385,1
1467,1
1468,1
1620,1
1657,1
1723,1
2057,1
2151,1
2472,1
2473,1
2475,1
2479,1
2509,1
2526,1
2527,1
2774,1
2928,1
2972,1
3029,1
3158,1
3201,1
3457,1
3468,1
3668,1
3687,1
4003,1
4267,1
4348,1
4352,1
4353,1
4354,1
4414,1
4430,1
4434,1
4436,1
4493,1
4935,1
5221,1
5222,1
5224,1
5253,1
5354,1
5534,1
5535,1
5585,1
5648,1
5691,1
5712,1
5744,1
5745,1
6176,1
6177,1
6282,1
6324,1
6450,1
6599,1
6601,1
6603,1
6605,1
6653,1
6871,1
6872,1
6874,1
6890,1
6897,1
6898,1
6899,1
6900,1
6901,1
6903,1
6905,1
6906,1
6907,1
6909,1
6911,1
6919,1
6923,1
6925,1
6976,1
7190,1
7356,1
7366,1
7370,1
7371,1
7372,1
7373,1
7374,1
7375,1
7376,1
7378,1
7383,1
7631,1
7694,1
7724,1
7866,1
7941,1
7949,1
8063,1
8064,1
8067,1
8078,1
8079,1
8082,1
8083,1
8085,1
8087,1
8090,1
8101,1
8103,1
8106,1
8107,1
8109,1
8118,1
8119,1
8126,1
8133,1
8136,1
8137,1
8141,1
8142,1
8145,1
8207,1
8215,1
8216,1
8217,1
8218,1
8248,1
8271,1
8272,1
8273,1
8274,1
8275,1
8276,1
8277,1
8278,1
8287,1
8289,1
8344,1
8388,1
8412,1
8415,1
8416,1
8421,1
8427,1
8433,1
8434,1
8633,1
8634,1
8635,1
8636,1
8637,1
8641,1
8643,1
8645,1
8671,1
8681,1
8683,1
8686,1
8689,1
8690,1
8692,1
8693,1
8696,1
8698,1
8700,1
8701,1
8704,1
8706,1
8707,1
8711,1
8713,1
8714,1
8716,1
8726,1
8728,1
8729,1
8731,1
8732,1
8733,1
8742,1
8767,1
8768,1
8771,1
8780,1
8781,1
8782,1
8783,1
8787,1
8788,1
8794,1
8811,1
8855,1
8877,1
8879,1
8900,1
8912,1
8924,1
8925,1
8926,1
8927,1
8942,1
9032,1
9065,1
9099,1
9154,1
9155,1
9179,1
9180,1
9185,1
9191,1
9226,1
9227,1
9495,1
9639,1
9854,1
9856,1
9857,1
9863,1
9864,1
9868,1
9870,1
9873,1
9886,1
9887,1
9901,1
