counter,crmf
13,1
15,1
19,1
30,1
32,1
45,1
46,1
48,1
49,1
57,1
66,1
73,1
74,1
85,1
96,1
97,1
101,1
103,1
119,1
120,1
123,1
127,1
129,1
130,1
146,1
147,1
161,1
162,1
163,1
185,1
187,1
188,1
204,1
205,1
206,1
312,1
317,1
321,1
325,1
329,1
330,1
336,1
338,1
342,1
344,1
345,1
346,1
347,1
351,1
358,1
359,1
369,1
374,1
379,1
382,1
383,1
385,1
386,1
388,1
390,1
392,1
395,1
400,1
408,1
422,1
490,1
519,1
533,1
536,1
545,1
546,1
555,1
567,1
650,1
686,1
835,1
838,1
840,1
859,1
870,1
876,1
912,1
921,1
924,1
926,1
929,1
931,1
932,1
975,1
983,1
985,1
1000,1
1001,1
1066,1
1068,1
1069,1
1110,1
1118,1
1119,1
1120,1
1122,1
1154,1
1155,1
1165,1
1772,1
1773,1
1788,1
1817,1
1823,1
1833,1
1859,1
1916,1
1918,1
2081,1
2363,1
2364,1
2440,1
2442,1
2445,1
2493,1
2548,1
2551,1
2611,1
2614,1
2615,1
2616,1
2618,1
2619,1
2620,1
2728,1
3262,1
3326,1
3328,1
3413,1
3418,1
3421,1
3424,1
3426,1
3427,1
3429,1
3430,1
3431,1
3433,1
3446,1
3447,1
3448,1
3450,1
3454,1
3457,1
3458,1
3460,1
3462,1
3466,1
3468,1
3469,1
3470,1
3817,1
3925,1
3928,1
3971,1
3981,1
3990,1
3992,1
3995,1
3996,1
4001,1
4009,1
4010,1
4016,1
4019,1
4023,1
4024,1
4032,1
4034,1
4055,1
4091,1
4092,1
4111,1
4161,1
4171,1
4172,1
4173,1
4175,1
4205,1
4208,1
4209,1
4215,1
4216,1
4225,1
4226,1
4257,1
4258,1
4259,1
4263,1
4266,1
4268,1
4275,1
4276,1
4278,1
4279,1
4287,1
4410,1
4418,1
4428,1
4436,1
4443,1
4447,1
4448,1
4459,1
4469,1
4495,1
4499,1
4503,1
4515,1
4521,1
4525,1
4530,1
4536,1
4563,1
4567,1
4611,1
4641,1
4642,1
4647,1
4649,1
4685,1
4700,1
4712,1
4753,1
4763,1
4769,1
4930,1
4943,1
5014,1
5035,1
5083,1
5091,1
5093,1
5095,1
5097,1
5100,1
