counter,crmf
15,1
162,1
169,1
170,1
180,1
185,1
211,1
277,1
346,1
347,1
407,1
408,1
410,1
439,1
441,1
444,1
445,1
446,1
447,1
449,1
450,1
451,1
452,1
454,1
455,1
467,1
473,1
485,1
491,1
492,1
493,1
495,1
607,1
642,1
744,1
757,1
760,1
764,1
765,1
768,1
774,1
775,1
776,1
779,1
780,1
857,1
890,1
893,1
895,1
1074,1
1075,1
1085,1
1086,1
1087,1
1096,1
1256,1
1264,1
1265,1
1266,1
1268,1
1271,1
1275,1
1293,1
1294,1
1295,1
1297,1
1325,1
1331,1
1332,1
1333,1
1339,1
1351,1
1352,1
1395,1
1468,1
1469,1
1470,1
1516,1
1556,1
1585,1
1586,1
1588,1
1589,1
1592,1
1594,1
1596,1
1634,1
1635,1
2054,1
2065,1
2072,1
2079,1
2080,1
2101,1
2166,1
2170,1
2184,1
2197,1
2198,1
2202,1
2203,1
2204,1
2206,1
2207,1
2210,1
2215,1
2230,1
2231,1
2246,1
2250,1
2253,1
2271,1
2274,1
2277,1
2305,1
2306,1
2334,1
2539,1
2541,1
2542,1
2543,1
2545,1
2546,1
2548,1
2559,1
2564,1
2575,1
2581,1
2595,1
2597,1
2598,1
2602,1
2607,1
2613,1
2615,1
2617,1
2618,1
2620,1
2622,1
2623,1
2625,1
2626,1
2627,1
2629,1
2630,1
2637,1
2638,1
2646,1
2649,1
2659,1
2690,1
2693,1
2695,1
2696,1
2704,1
2710,1
2716,1
2717,1
2727,1
2735,1
2743,1
2744,1
2745,1
2780,1
2782,1
2783,1
2800,1
2801,1
2814,1
2816,1
2836,1
2841,1
2843,1
2853,1
2855,1
2860,1
2861,1
2874,1
2881,1
2885,1
2891,1
2892,1
2893,1
2896,1
2898,1
2899,1
2918,1
2920,1
2940,1
2943,1
2953,1
2968,1
2970,1
2973,1
2975,1
2978,1
2979,1
2986,1
2987,1
2988,1
2990,1
2992,1
2994,1
2997,1
2998,1
2999,1
3000,1
3002,1
3009,1
3014,1
3021,1
3026,1
3029,1
3035,1
3039,1
3044,1
3057,1
3059,1
3062,1
3067,1
3068,1
3081,1
3082,1
3083,1
3125,1
3126,1
3134,1
3137,1
3167,1
3200,1
3219,1
3302,1
3340,1
3390,1
3391,1
3392,1
3413,1
3415,1
3433,1
3434,1
3438,1
3440,1
3441,1
3485,1
3497,1
3498,1
3603,1
3640,1
3647,1
3655,1
3666,1
3671,1
3673,1
3686,1
3968,1
4478,1
4661,1
4708,1
4749,1
4751,1
4752,1
4905,1
4911,1
4914,1
4919,1
4921,1
4928,1
4929,1
4930,1
4932,1
4934,1
4938,1
4941,1
4946,1
4947,1
4949,1
5008,1
5010,1
5013,1
5017,1
5018,1
5026,1
5028,1
5029,1
5046,1
5081,1
5096,1
5098,1
5102,1
5122,1
5123,1
5185,1
5186,1
5191,1
5198,1
5199,1
5204,1
5205,1
5206,1
5209,1
5210,1
5216,1
5242,1
5253,1
5256,1
5260,1
5264,1
5268,1
5269,1
5275,1
5276,1
5283,1
5286,1
5310,1
5315,1
5322,1
5324,1
5332,1
5350,1
5352,1
5355,1
5356,1
5363,1
5388,1
5389,1
5430,1
5460,1
5469,1
5480,1
5500,1
5502,1
5504,1
5509,1
5513,1
5520,1
5521,1
5531,1
5537,1
5544,1
5545,1
5547,1
5548,1
5549,1
5550,1
5562,1
5563,1
5580,1
5581,1
5582,1
5617,1
5618,1
5623,1
5628,1
5632,1
5633,1
5636,1
5643,1
5647,1
5650,1
5651,1
5654,1
5661,1
5662,1
5663,1
5701,1
5703,1
5705,1
5708,1
5710,1
5711,1
5716,1
5719,1
5720,1
5724,1
5728,1
5731,1
5747,1
5785,1
5796,1
5811,1
5894,1
5904,1
5927,1
5983,1
6111,1
6112,1
6195,1
6200,1
6273,1
6397,1
6518,1
6521,1
6522,1
6553,1
6554,1
6557,1
6675,1
6695,1
6697,1
6702,1
6703,1
6711,1
6763,1
6861,1
6864,1
6874,1
6878,1
