counter,crmf
81,1
86,1
95,1
190,1
324,1
327,1
329,1
402,1
481,1
762,1
817,1
984,1
1105,1
1165,1
1168,1
1408,1
1604,1
1700,1
1955,1
2178,1
2180,1
2185,1
2186,1
2187,1
2629,1
2630,1
2858,1
2978,1
3022,1
3091,1
3094,1
3095,1
3249,1
3250,1
3277,1
3278,1
3426,1
3467,1
3588,1
3589,1
3661,1
3771,1
3772,1
4203,1
4234,1
4276,1
5274,1
5278,1
5596,1
5638,1
5641,1
5760,1
5900,1
5913,1
5930,1
5941,1
5977,1
6045,1
6214,1
6360,1
6362,1
6363,1
6364,1
6365,1
6366,1
6368,1
6380,1
6412,1
6415,1
6639,1
6684,1
6685,1
6686,1
6687,1
6688,1
6692,1
6693,1
6901,1
6916,1
6940,1
7097,1
7100,1
7131,1
7188,1
7189,1
7191,1
7193,1
7200,1
7201,1
7203,1
7211,1
7255,1
7257,1
7260,1
7265,1
7266,1
7267,1
7289,1
7295,1
7306,1
7310,1
7324,1
7325,1
7327,1
7328,1
7444,1
7447,1
7453,1
7454,1
7457,1
7471,1
7478,1
7482,1
7491,1
7494,1
7502,1
7505,1
7544,1
7547,1
7549,1
7556,1
7558,1
7567,1
7848,1
7852,1
7893,1
7947,1
7980,1
7983,1
7987,1
8038,1
8050,1
8072,1
8089,1
8120,1
8132,1
8172,1
8181,1
8197,1
8256,1
8259,1
8280,1
8283,1
8284,1
8298,1
8308,1
8343,1
8357,1
8379,1
8400,1
8425,1
8428,1
8430,1
8431,1
8442,1
8465,1
8466,1
8467,1
8474,1
8477,1
8479,1
8483,1
8486,1
8487,1
8499,1
8500,1
8523,1
8585,1
8688,1
8693,1
8721,1
8789,1
8795,1
8839,1
8843,1
8889,1
8891,1
8892,1
8903,1
8904,1
8968,1
8972,1
8973,1
8987,1
9010,1
9011,1
9015,1
9020,1
9022,1
9187,1
9210,1
9235,1
9237,1
9261,1
9263,1
9347,1
9361,1
9465,1
9523,1
9524,1
9525,1
9588,1
9591,1
9592,1
9705,1
9716,1
9769,1
10237,1
10546,1
10573,1
10681,1
10899,1
10901,1
11079,1
11111,1
11281,1
11303,1
11347,1
11349,1
11398,1
11429,1
11473,1
11546,1
11615,1
11715,1
11718,1
11741,1
11742,1
11744,1
11745,1
