counter,crmf
92,1
199,1
215,1
332,1
432,1
488,1
587,1
617,1
659,1
662,1
665,1
762,1
912,1
913,1
916,1
960,1
961,1
1021,1
1100,1
1106,1
1201,1
1206,1
1341,1
1638,1
1639,1
1813,1
1822,1
1825,1
1829,1
2054,1
2060,1
2203,1
2212,1
2223,1
2369,1
2372,1
2373,1
2377,1
2408,1
2505,1
2506,1
2518,1
2527,1
2734,1
2903,1
2912,1
2979,1
3046,1
3050,1
3051,1
3073,1
3080,1
3094,1
3116,1
3214,1
3217,1
3394,1
3601,1
3603,1
3641,1
3793,1
3841,1
3866,1
4046,1
4101,1
4170,1
4171,1
4172,1
4376,1
4560,1
4599,1
4777,1
4931,1
4937,1
4943,1
5051,1
5052,1
5087,1
5138,1
5163,1
5165,1
5170,1
5406,1
5541,1
5542,1
5545,1
5637,1
5642,1
5643,1
5645,1
5740,1
5950,1
5951,1
6140,1
6141,1
6184,1
6195,1
6197,1
6269,1
6273,1
6282,1
6334,1
7165,1
7207,1
7216,1
7355,1
7425,1
7440,1
7441,1
7444,1
7481,1
7483,1
7542,1
7564,1
7565,1
7679,1
8011,1
8013,1
8037,1
8043,1
8044,1
8049,1
8050,1
8051,1
8052,1
8055,1
8062,1
8066,1
8074,1
8078,1
8080,1
8368,1
8370,1
8372,1
8376,1
8434,1
8462,1
8474,1
8529,1
8547,1
8549,1
8603,1
8626,1
8628,1
8635,1
8664,1
8666,1
