counter,crmf
20,1
23,1
28,1
44,1
64,1
71,1
74,1
77,1
80,1
82,1
97,1
99,1
111,1
124,1
137,1
138,1
140,1
158,1
209,1
216,1
219,1
227,1
228,1
229,1
233,1
235,1
300,1
304,1
305,1
306,1
307,1
308,1
309,1
327,1
328,1
334,1
340,1
343,1
345,1
348,1
349,1
352,1
353,1
401,1
629,1
631,1
811,1
816,1
860,1
933,1
1007,1
1215,1
1256,1
1257,1
1259,1
1387,1
1391,1
1392,1
1396,1
1397,1
1404,1
1409,1
1413,1
1419,1
1420,1
1421,1
1423,1
1425,1
1506,1
1581,1
1615,1
1617,1
1618,1
1631,1
1662,1
1699,1
1705,1
1706,1
1734,1
1859,1
1860,1
1861,1
1862,1
1918,1
1933,1
1945,1
1951,1
1954,1
1956,1
1957,1
1961,1
1962,1
1965,1
1966,1
1972,1
1973,1
1992,1
2001,1
2002,1
2005,1
2006,1
2053,1
2055,1
2058,1
2059,1
2062,1
2067,1
2068,1
2071,1
2075,1
2079,1
2081,1
2082,1
2083,1
2086,1
2089,1
2097,1
2098,1
2103,1
2104,1
2112,1
2113,1
2114,1
2116,1
2119,1
2120,1
2121,1
2122,1
2123,1
2127,1
2130,1
2133,1
2136,1
2137,1
2139,1
2140,1
2145,1
2147,1
2187,1
2188,1
2195,1
2196,1
2200,1
2213,1
2214,1
2227,1
2228,1
2231,1
2238,1
2249,1
2270,1
2287,1
2294,1
2296,1
2298,1
2308,1
2309,1
2310,1
2311,1
2313,1
2501,1
2506,1
2509,1
2540,1
2542,1
2559,1
2568,1
2585,1
2587,1
2607,1
2608,1
2609,1
2610,1
2614,1
2615,1
2628,1
2630,1
2633,1
2635,1
2636,1
2639,1
2641,1
2642,1
2644,1
2648,1
2654,1
2658,1
2659,1
2660,1
2662,1
2663,1
2668,1
2689,1
2690,1
2727,1
2745,1
2753,1
2772,1
2777,1
2778,1
2781,1
2782,1
2783,1
2784,1
2789,1
2802,1
2814,1
2826,1
2851,1
2875,1
3509,1
3518,1
3535,1
3541,1
3553,1
3555,1
3556,1
3559,1
3562,1
3599,1
3603,1
3604,1
3622,1
3623,1
3624,1
3625,1
3627,1
3629,1
3634,1
3635,1
3639,1
3641,1
3643,1
3645,1
3647,1
3649,1
3651,1
3652,1
3659,1
3664,1
3669,1
3671,1
3673,1
3674,1
3680,1
3683,1
3684,1
3690,1
3718,1
3719,1
3781,1
3782,1
3783,1
3784,1
3785,1
3786,1
3808,1
3919,1
4359,1
4360,1
4361,1
4634,1
4637,1
4764,1
4793,1
4797,1
4847,1
4919,1
5028,1
