counter,crmf
51,1
57,1
61,1
130,1
132,1
143,1
144,1
146,1
148,1
150,1
151,1
152,1
157,1
196,1
234,1
454,1
1093,1
1099,1
1100,1
1101,1
1104,1
1105,1
1107,1
1109,1
1142,1
1147,1
1155,1
1182,1
1183,1
1184,1
1193,1
1195,1
1218,1
1389,1
1391,1
1455,1
1537,1
1551,1
1554,1
1555,1
1579,1
1650,1
1653,1
1657,1
1663,1
1664,1
1669,1
1670,1
1671,1
1674,1
1684,1
1685,1
1686,1
1785,1
1882,1
1902,1
1909,1
1914,1
1946,1
1999,1
2000,1
2065,1
2067,1
2073,1
2077,1
2093,1
2322,1
2323,1
2324,1
2773,1
2774,1
2791,1
2793,1
2798,1
2804,1
2827,1
2839,1
2864,1
2880,1
2896,1
2938,1
2942,1
2947,1
2969,1
2996,1
3018,1
3026,1
3039,1
3051,1
3060,1
3071,1
3078,1
3082,1
3083,1
3084,1
3085,1
3087,1
3090,1
3120,1
3140,1
3162,1
3173,1
3174,1
3178,1
3181,1
3184,1
3187,1
3192,1
3202,1
3237,1
3265,1
3271,1
3293,1
3294,1
3358,1
3360,1
3361,1
3380,1
3383,1
3393,1
3411,1
3412,1
3413,1
3414,1
3416,1
3434,1
3435,1
3462,1
3478,1
3479,1
3484,1
3498,1
3600,1
3643,1
3657,1
3661,1
3677,1
3683,1
3741,1
3749,1
3826,1
3828,1
3830,1
3833,1
3834,1
3835,1
3849,1
3860,1
3861,1
3865,1
3868,1
3892,1
3899,1
3902,1
3906,1
3913,1
3915,1
3954,1
3967,1
4088,1
4089,1
4107,1
4110,1
4113,1
4116,1
4143,1
4158,1
4165,1
4171,1
4189,1
4193,1
4236,1
4240,1
4249,1
4257,1
4323,1
4346,1
4347,1
4349,1
4384,1
4386,1
4387,1
4398,1
4401,1
4428,1
4462,1
4463,1
4483,1
4494,1
4499,1
4501,1
4508,1
4519,1
4524,1
4532,1
4534,1
4542,1
4555,1
4561,1
4567,1
4593,1
4601,1
4605,1
4609,1
4624,1
4627,1
4630,1
4645,1
4669,1
4720,1
4812,1
4829,1
4837,1
4841,1
4842,1
4843,1
4845,1
4848,1
4871,1
4872,1
5097,1
5106,1
5107,1
5108,1
5117,1
5118,1
5120,1
5122,1
5125,1
5129,1
5134,1
5135,1
5136,1
5138,1
5141,1
5142,1
5143,1
5144,1
5156,1
5160,1
5161,1
5175,1
5178,1
5183,1
5186,1
5187,1
5189,1
5190,1
5200,1
5202,1
5209,1
5212,1
5216,1
5221,1
5226,1
5228,1
5229,1
