counter,crmf
218,1
219,1
223,1
344,1
751,1
860,1
861,1
864,1
890,1
967,1
973,1
1012,1
1018,1
1023,1
1025,1
1026,1
1027,1
1031,1
1077,1
1082,1
1084,1
1085,1
1090,1
1140,1
1141,1
1150,1
1179,1
1192,1
1245,1
1286,1
1763,1
1813,1
1814,1
1826,1
1846,1
1855,1
1856,1
1860,1
2049,1
2246,1
2247,1
2248,1
2319,1
2416,1
2684,1
2690,1
2695,1
2997,1
3043,1
3387,1
3461,1
3652,1
3661,1
3668,1
3669,1
3680,1
3748,1
4123,1
4299,1
4317,1
4490,1
4724,1
4780,1
4782,1
4783,1
4879,1
4885,1
4886,1
5185,1
5188,1
5487,1
5550,1
5675,1
7172,1
7348,1
7352,1
7366,1
7645,1
7741,1
7747,1
7759,1
7761,1
7766,1
8022,1
8346,1
8523,1
8625,1
8765,1
8767,1
8768,1
9309,1
9723,1
9745,1
9792,1
10162,1
10163,1
10489,1
10957,1
11037,1
11074,1
