counter,crmf
83,1
84,1
230,1
248,1
263,1
264,1
291,1
292,1
293,1
294,1
296,1
300,1
301,1
303,1
309,1
311,1
322,1
326,1
328,1
335,1
339,1
340,1
350,1
382,1
385,1
388,1
389,1
410,1
415,1
416,1
439,1
443,1
455,1
456,1
458,1
471,1
474,1
476,1
478,1
479,1
481,1
482,1
483,1
484,1
488,1
489,1
535,1
555,1
556,1
557,1
559,1
560,1
561,1
568,1
569,1
576,1
586,1
587,1
593,1
621,1
622,1
623,1
630,1
640,1
679,1
730,1
734,1
735,1
736,1
747,1
748,1
751,1
758,1
760,1
762,1
763,1
764,1
765,1
771,1
774,1
776,1
782,1
787,1
791,1
792,1
793,1
794,1
795,1
836,1
841,1
863,1
926,1
928,1
952,1
953,1
955,1
957,1
958,1
987,1
1006,1
1007,1
1009,1
1034,1
1036,1
1096,1
1100,1
1101,1
1141,1
1142,1
1170,1
1174,1
1178,1
1203,1
1209,1
1212,1
1216,1
1223,1
1236,1
1237,1
1258,1
1278,1
1330,1
1347,1
1349,1
1351,1
1354,1
1355,1
1358,1
1435,1
1468,1
1504,1
1514,1
1516,1
1528,1
1547,1
1551,1
1688,1
1689,1
1692,1
1701,1
1711,1
1739,1
1795,1
1807,1
1808,1
1809,1
1826,1
1831,1
1834,1
1864,1
1865,1
1870,1
2003,1
2089,1
2090,1
2091,1
2092,1
2095,1
2134,1
2140,1
2141,1
2145,1
2146,1
2165,1
2173,1
2178,1
2182,1
2183,1
2205,1
2222,1
2233,1
2239,1
2250,1
2269,1
2302,1
2344,1
2345,1
2347,1
2350,1
2366,1
2370,1
2373,1
2376,1
2379,1
2405,1
2503,1
2574,1
2576,1
2578,1
2580,1
2588,1
2589,1
2595,1
2598,1
2601,1
2602,1
2607,1
2608,1
2609,1
2612,1
2618,1
2619,1
2620,1
2626,1
2629,1
2634,1
2635,1
2639,1
2641,1
2642,1
2644,1
2656,1
2659,1
2687,1
2688,1
2894,1
2895,1
2896,1
2906,1
2908,1
2926,1
2957,1
2958,1
2959,1
2960,1
2962,1
2965,1
2972,1
2973,1
2980,1
2981,1
2983,1
2985,1
2986,1
2988,1
3022,1
3041,1
3047,1
3053,1
3093,1
3110,1
3114,1
3115,1
3119,1
3120,1
3121,1
3122,1
3125,1
3127,1
3128,1
3132,1
3134,1
3138,1
3139,1
3165,1
3167,1
3169,1
3170,1
3180,1
3182,1
3183,1
3187,1
3189,1
3191,1
3197,1
3198,1
3202,1
3203,1
3209,1
3211,1
3212,1
3213,1
3214,1
3215,1
3221,1
3226,1
3229,1
3232,1
3243,1
3251,1
3254,1
3306,1
3311,1
3315,1
3316,1
3324,1
3332,1
3337,1
3339,1
3340,1
3342,1
3344,1
3348,1
3353,1
3357,1
3359,1
3363,1
3369,1
3373,1
3375,1
3378,1
3410,1
3411,1
3412,1
3480,1
3505,1
3508,1
3509,1
3510,1
3516,1
3519,1
3522,1
3523,1
3527,1
3531,1
3534,1
3543,1
3545,1
3546,1
3589,1
3816,1
3819,1
3820,1
3832,1
3834,1
3837,1
3838,1
3840,1
3851,1
3865,1
3867,1
3941,1
3943,1
3948,1
4012,1
4014,1
4069,1
4108,1
4117,1
4158,1
4165,1
4167,1
4203,1
4204,1
4510,1
4522,1
4538,1
4549,1
4550,1
4566,1
4570,1
4571,1
4572,1
4575,1
4577,1
4634,1
4675,1
4685,1
4713,1
4714,1
4716,1
4717,1
4727,1
4775,1
4778,1
5056,1
5058,1
5206,1
5241,1
5252,1
5264,1
5267,1
5270,1
5272,1
5276,1
5277,1
5278,1
5282,1
5283,1
5291,1
5310,1
5321,1
5322,1
5327,1
5331,1
5332,1
5335,1
5350,1
5355,1
5356,1
5368,1
5398,1
5440,1
5452,1
5454,1
5468,1
5472,1
5473,1
5476,1
5482,1
5483,1
5488,1
5489,1
5493,1
5497,1
5507,1
5524,1
5531,1
5537,1
5538,1
