counter,crmf
21,1
28,1
43,1
61,1
62,1
76,1
77,1
79,1
80,1
84,1
86,1
87,1
114,1
116,1
117,1
354,1
523,1
524,1
927,1
929,1
931,1
934,1
936,1
942,1
944,1
948,1
954,1
955,1
963,1
965,1
967,1
978,1
979,1
980,1
1000,1
1003,1
1009,1
1010,1
1012,1
1019,1
1020,1
1023,1
1033,1
1042,1
1043,1
1049,1
1050,1
1056,1
1057,1
1061,1
1062,1
1069,1
1079,1
1097,1
1101,1
1108,1
1115,1
1117,1
1152,1
1159,1
1162,1
1173,1
1183,1
1215,1
1226,1
1227,1
1234,1
1240,1
1242,1
1245,1
1248,1
1249,1
1251,1
1263,1
1271,1
1276,1
1277,1
1278,1
1280,1
1289,1
1295,1
1305,1
1309,1
1326,1
1334,1
1335,1
1339,1
1347,1
1352,1
1359,1
1369,1
1379,1
1388,1
1403,1
1404,1
1409,1
1439,1
1495,1
1503,1
1505,1
1512,1
1515,1
1547,1
1616,1
1617,1
1624,1
1625,1
1626,1
1627,1
1643,1
1644,1
1646,1
1647,1
1653,1
1660,1
1661,1
1665,1
1666,1
1670,1
1671,1
1673,1
1681,1
1682,1
1703,1
1704,1
1768,1
1770,1
1831,1
1834,1
1835,1
1852,1
1860,1
1900,1
1933,1
1937,1
1969,1
1971,1
2001,1
2005,1
2009,1
2038,1
2042,1
2043,1
2057,1
2068,1
2452,1
2453,1
2455,1
2456,1
2981,1
2982,1
2984,1
2985,1
2986,1
2995,1
2998,1
3013,1
3020,1
3021,1
3198,1
3199,1
3240,1
3241,1
3242,1
3297,1
3299,1
3308,1
3311,1
3330,1
3342,1
3356,1
3368,1
3402,1
3422,1
3425,1
3625,1
3851,1
3960,1
3963,1
4002,1
4029,1
4032,1
4033,1
4040,1
4058,1
4059,1
4067,1
4101,1
4111,1
4115,1
4116,1
4127,1
4132,1
4137,1
4140,1
4178,1
4207,1
4220,1
4244,1
4245,1
4486,1
4487,1
4494,1
4495,1
4497,1
4499,1
4500,1
4511,1
4519,1
4542,1
4543,1
4547,1
4622,1
4641,1
4643,1
4651,1
4653,1
4669,1
4735,1
4751,1
4754,1
4826,1
4829,1
4830,1
4831,1
4837,1
4842,1
4979,1
4982,1
4986,1
4988,1
4996,1
4998,1
5002,1
5030,1
5036,1
5053,1
5055,1
5057,1
5060,1
5137,1
5152,1
5154,1
5156,1
5165,1
5174,1
5227,1
5333,1
5341,1
5358,1
5552,1
5573,1
5580,1
5586,1
5593,1
5596,1
5604,1
5612,1
5614,1
5624,1
5626,1
5639,1
5643,1
5659,1
5736,1
5808,1
5824,1
5825,1
5900,1
5902,1
6170,1
6246,1
6254,1
6294,1
6306,1
6308,1
6309,1
6311,1
6312,1
6313,1
6314,1
6316,1
6318,1
6322,1
6324,1
6331,1
6332,1
6333,1
6336,1
6338,1
6339,1
6341,1
6344,1
6346,1
6347,1
6349,1
6350,1
6352,1
6354,1
6358,1
6359,1
6360,1
6361,1
6362,1
6365,1
6367,1
6368,1
6369,1
6370,1
6371,1
6374,1
6376,1
6377,1
6379,1
6383,1
6384,1
6385,1
6389,1
6390,1
6392,1
6401,1
6402,1
6403,1
6408,1
6416,1
6421,1
6426,1
6428,1
6429,1
6430,1
6457,1
6458,1
6459,1
6460,1
6470,1
6472,1
6498,1
6499,1
6501,1
6582,1
6587,1
6598,1
6599,1
6600,1
6601,1
6609,1
6617,1
6623,1
6646,1
6681,1
6745,1
6751,1
6753,1
6774,1
6800,1
6804,1
6806,1
6808,1
6810,1
6812,1
6813,1
6814,1
6816,1
6818,1
6820,1
6821,1
6822,1
6826,1
6829,1
6838,1
6839,1
6840,1
6845,1
6849,1
6852,1
6858,1
6860,1
6865,1
6872,1
6928,1
6929,1
6935,1
6936,1
6940,1
6941,1
6942,1
6951,1
6954,1
6970,1
6991,1
7012,1
7022,1
7024,1
7025,1
7026,1
7027,1
7028,1
7032,1
