counter,crmf
130,1
132,1
135,1
210,1
211,1
213,1
228,1
415,1
420,1
514,1
600,1
814,1
930,1
992,1
1062,1
1108,1
1109,1
1330,1
1784,1
1827,1
1828,1
1836,1
1838,1
2809,1
2810,1
2811,1
2813,1
2937,1
2940,1
2978,1
3093,1
3226,1
3413,1
3611,1
3667,1
4010,1
4011,1
4041,1
4045,1
4046,1
4076,1
4078,1
4083,1
4537,1
4538,1
4562,1
4563,1
4643,1
4806,1
4852,1
4918,1
5002,1
5153,1
5158,1
5245,1
5449,1
5840,1
6583,1
6666,1
6686,1
6839,1
6844,1
6869,1
6885,1
6887,1
6891,1
6893,1
6896,1
7007,1
7172,1
7174,1
7178,1
7180,1
7249,1
7289,1
7298,1
7299,1
7399,1
7409,1
7410,1
7411,1
7534,1
7583,1
7632,1
7652,1
