counter,crms
98,1
117,1
131,1
198,1
203,1
221,1
308,1
309,1
310,1
314,1
318,1
323,1
324,1
331,1
332,1
333,1
335,1
337,1
339,1
340,1
341,1
343,1
348,1
352,1
354,1
355,1
356,1
357,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
371,1
372,1
373,1
376,1
377,1
378,1
380,1
381,1
387,1
397,1
516,1
517,1
518,1
532,1
589,1
590,1
591,1
832,1
833,1
839,1
842,1
843,1
845,1
847,1
848,1
862,1
871,1
933,1
976,1
977,1
981,1
982,1
984,1
998,1
1039,1
1085,1
1086,1
1094,1
1105,1
1111,1
1113,1
1116,1
1139,1
1140,1
1144,1
1147,1
1151,1
1152,1
1161,1
1173,1
1284,1
1768,1
1769,1
1780,1
1785,1
1786,1
1787,1
1789,1
1790,1
1816,1
1818,1
1830,1
1857,1
1858,1
1860,1
1861,1
1863,1
1866,1
1917,1
1945,1
2083,1
2362,1
2438,1
2439,1
2443,1
2444,1
2446,1
2491,1
2547,1
2552,1
2610,1
2613,1
2622,1
2729,1
3286,1
3314,1
3316,1
3322,1
3323,1
3327,1
3383,1
3415,1
3416,1
3419,1
3437,1
3438,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,1
3452,1
3464,1
3601,1
3608,1
3609,1
3616,1
3622,1
3715,1
3967,1
3988,1
4000,1
4002,1
4006,1
4007,1
4008,1
4011,1
4018,1
4025,1
4030,1
4031,1
4036,1
4039,1
4181,1
4203,1
4211,1
4217,1
4239,1
4262,1
4265,1
4283,1
4284,1
4324,1
4331,1
4333,1
4334,1
4335,1
4339,1
4392,1
4411,1
4412,1
4413,1
4414,1
4416,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,1
4426,1
4429,1
4430,1
4431,1
4432,1
4433,1
4435,1
4440,1
4441,1
4445,1
4453,1
4454,1
4474,1
4493,1
4500,1
4531,1
4543,1
4648,1
4678,1
4718,1
4723,1
4724,1
4745,1
4750,1
4751,1
