counter,crms
30,1
33,1
223,1
225,1
227,1
246,1
252,1
256,1
257,1
266,1
267,1
505,1
842,1
1032,1
1109,1
1116,1
1160,1
1164,1
1171,1
1178,1
1179,1
1181,1
1183,1
1185,1
1187,1
1196,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1213,1
1214,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1223,1
1224,1
1225,1
1226,1
1227,1
1229,1
1230,1
1231,1
1232,1
1234,1
1235,1
1248,1
1249,1
1270,1
1271,1
1324,1
1332,1
1368,1
1387,1
1396,1
1397,1
1401,1
1402,1
1407,1
1412,1
1415,1
1422,1
1427,1
1433,1
1442,1
1452,1
1456,1
1457,1
1461,1
1466,1
1478,1
1480,1
1484,1
1493,1
1501,1
1518,1
1519,1
1520,1
1562,1
1570,1
1592,1
1614,1
1630,1
1634,1
1635,1
1636,1
1639,1
1641,1
1642,1
1645,1
1646,1
1647,1
1648,1
1653,1
1654,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1678,1
1695,1
1696,1
1709,1
1710,1
1713,1
1714,1
1716,1
1736,1
1737,1
1753,1
1765,1
1769,1
1776,1
1777,1
1778,1
1781,1
1785,1
1786,1
1789,1
1790,1
1791,1
1799,1
1800,1
1809,1
1817,1
1819,1
1832,1
1833,1
1848,1
1865,1
1868,1
1878,1
1879,1
1887,1
1888,1
1890,1
1894,1
1908,1
1911,1
1912,1
1938,1
2201,1
2210,1
2238,1
2244,1
2468,1
2469,1
2506,1
2517,1
2521,1
2524,1
2525,1
2529,1
2534,1
2549,1
2554,1
2557,1
2580,1
2584,1
2646,1
2684,1
2688,1
2689,1
2727,1
2730,1
2732,1
2735,1
2741,1
2755,1
2813,1
3355,1
3372,1
4082,1
4102,1
4108,1
4141,1
4144,1
4145,1
4146,1
4154,1
4160,1
4181,1
4187,1
4188,1
4367,1
4428,1
4548,1
4549,1
4629,1
4675,1
4737,1
4837,1
4840,1
4841,1
4842,1
4849,1
4965,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5054,1
5058,1
5060,1
5114,1
5115,1
5122,1
5148,1
5192,1
5194,1
5198,1
5201,1
5207,1
5215,1
5216,1
5219,1
5222,1
5228,1
5750,1
5800,1
5806,1
5807,1
5819,1
5821,1
5822,1
5823,1
5824,1
5864,1
5865,1
5866,1
5867,1
5868,1
5869,1
5918,1
6461,1
6462,1
6464,1
6465,1
6479,1
6480,1
6482,1
6483,1
6484,1
6491,1
6493,1
6495,1
6497,1
6498,1
6499,1
6507,1
6508,1
6511,1
6512,1
6514,1
6515,1
6516,1
6524,1
6525,1
6526,1
6527,1
6528,1
6533,1
6534,1
6536,1
6537,1
6538,1
6540,1
6564,1
6782,1
7334,1
7349,1
7354,1
7358,1
7359,1
7361,1
7417,1
7419,1
7534,1
7535,1
7536,1
7537,1
7538,1
7539,1
7541,1
7549,1
7559,1
8151,1
8152,1
8228,1
8232,1
8253,1
8261,1
8262,1
8267,1
8268,1
8269,1
8272,1
8273,1
8274,1
8558,1
8697,1
8701,1
8711,1
8714,1
8743,1
8758,1
8763,1
8764,1
9290,1
9328,1
9383,1
9384,1
9418,1
9492,1
9575,1
9588,1
9600,1
9625,1
9635,1
9690,1
9748,1
9787,1
9788,1
9795,1
9810,1
9823,1
9837,1
10027,1
10029,1
10030,1
10033,1
10037,1
10047,1
10051,1
10055,1
10064,1
10066,1
10067,1
10068,1
10069,1
10070,1
10076,1
10078,1
10081,1
10085,1
10099,1
10116,1
10118,1
10159,1
10176,1
10180,1
10181,1
10182,1
10183,1
10187,1
10188,1
10189,1
10229,1
10233,1
10430,1
10465,1
10469,1
10470,1
10472,1
10473,1
10474,1
10478,1
10485,1
10487,1
10488,1
10489,1
10501,1
10502,1
10532,1
10542,1
10544,1
10555,1
10556,1
10603,1
10637,1
10639,1
10648,1
10650,1
10655,1
10657,1
10660,1
10662,1
10666,1
10667,1
10669,1
10671,1
10672,1
10674,1
10677,1
10684,1
10686,1
10687,1
10688,1
10701,1
10704,1
10742,1
10766,1
10775,1
10783,1
10789,1
10790,1
10793,1
10819,1
10826,1
10830,1
10834,1
10879,1
10909,1
10941,1
10942,1
10953,1
10957,1
10962,1
10982,1
11002,1
11010,1
11014,1
11038,1
11039,1
11048,1
11079,1
11087,1
11091,1
11109,1
11115,1
11121,1
11122,1
11137,1
11143,1
11151,1
11167,1
11177,1
11192,1
11193,1
11253,1
11260,1
11352,1
11370,1
11387,1
11388,1
11412,1
11422,1
11451,1
11455,1
11493,1
11495,1
11499,1
11501,1
11510,1
11518,1
