counter,crms
154,1
240,1
263,1
264,1
293,1
294,1
295,1
304,1
308,1
313,1
315,1
322,1
323,1
324,1
338,1
339,1
358,1
359,1
376,1
378,1
385,1
387,1
391,1
397,1
439,1
444,1
461,1
497,1
1110,1
1251,1
1258,1
1260,1
1263,1
1273,1
1286,1
1296,1
1297,1
1298,1
1300,1
1303,1
1304,1
1305,1
1306,1
1318,1
1387,1
1394,1
1403,1
1415,1
1416,1
1418,1
1422,1
1423,1
1425,1
1439,1
1463,1
1467,1
1498,1
1516,1
1518,1
1519,1
1521,1
1524,1
1553,1
1562,1
1569,1
1571,1
1573,1
1574,1
1588,1
1589,1
1598,1
1599,1
1600,1
1602,1
1603,1
1605,1
1612,1
1623,1
1696,1
1697,1
1698,1
1700,1
1719,1
1723,1
1729,1
1730,1
1731,1
1733,1
1748,1
1765,1
1766,1
1768,1
1774,1
1788,1
1798,1
1802,1
1809,1
1838,1
1839,1
1846,1
1848,1
1856,1
1857,1
1859,1
1861,1
1914,1
1915,1
1940,1
1976,1
1977,1
1978,1
2013,1
2089,1
2153,1
2154,1
2156,1
2177,1
2178,1
2308,1
2421,1
2441,1
2541,1
2543,1
2544,1
2545,1
2546,1
2851,1
3069,1
3071,1
3079,1
3082,1
3086,1
3087,1
3140,1
3146,1
3283,1
3306,1
3325,1
3331,1
3332,1
3359,1
3383,1
3403,1
3409,1
3458,1
3470,1
3471,1
3511,1
3518,1
3520,1
3522,1
3525,1
3537,1
3538,1
3540,1
3550,1
3552,1
3599,1
3602,1
3610,1
3613,1
3616,1
3618,1
3620,1
3623,1
3625,1
3627,1
3628,1
3633,1
3634,1
3636,1
3637,1
3645,1
3649,1
3653,1
3655,1
3657,1
3659,1
3663,1
3665,1
3710,1
3735,1
3785,1
3786,1
3814,1
3815,1
3848,1
3854,1
4044,1
4053,1
4066,1
4114,1
4131,1
4152,1
4156,1
4159,1
4171,1
4190,1
4193,1
4213,1
4214,1
4219,1
4223,1
4240,1
4242,1
4265,1
4300,1
4314,1
4315,1
4330,1
4331,1
4415,1
4417,1
4420,1
4478,1
4481,1
4998,1
5015,1
5023,1
5029,1
5032,1
5034,1
5036,1
5043,1
5081,1
5093,1
5094,1
5118,1
5128,1
5129,1
5131,1
5132,1
5134,1
5138,1
5167,1
5168,1
5182,1
5183,1
5185,1
5186,1
5188,1
5192,1
5206,1
5210,1
5214,1
5216,1
5310,1
5319,1
5363,1
5461,1
5467,1
5511,1
5573,1
5574,1
5579,1
5583,1
5584,1
5610,1
5611,1
5617,1
5629,1
5638,1
5752,1
5797,1
5802,1
5819,1
5820,1
5821,1
5823,1
5836,1
5838,1
5840,1
5869,1
5891,1
5894,1
5909,1
5910,1
5911,1
5921,1
5963,1
5982,1
6010,1
6015,1
6016,1
6017,1
6026,1
6064,1
6065,1
6076,1
6077,1
6084,1
6085,1
6124,1
6125,1
6129,1
6130,1
6133,1
6134,1
6135,1
6138,1
6142,1
6173,1
6190,1
6191,1
6192,1
6194,1
6198,1
6199,1
6206,1
6213,1
6216,1
6233,1
6234,1
6238,1
6239,1
6250,1
6251,1
6254,1
6267,1
6268,1
6272,1
6277,1
6293,1
6297,1
6299,1
6339,1
6353,1
6354,1
6355,1
6399,1
6400,1
6403,1
6404,1
6412,1
6421,1
6424,1
6442,1
6447,1
6449,1
6450,1
6460,1
6472,1
6488,1
6491,1
6493,1
6495,1
6496,1
6549,1
6554,1
6617,1
6618,1
6620,1
6623,1
6652,1
6653,1
6655,1
6660,1
6662,1
6667,1
6680,1
6750,1
6753,1
6805,1
