counter,crms
247,1
260,1
280,1
281,1
283,1
295,1
302,1
305,1
314,1
317,1
323,1
327,1
332,1
341,1
342,1
343,1
358,1
386,1
387,1
391,1
409,1
428,1
444,1
454,1
459,1
460,1
462,1
470,1
480,1
485,1
534,1
546,1
547,1
558,1
573,1
574,1
575,1
579,1
596,1
606,1
609,1
613,1
620,1
625,1
626,1
639,1
641,1
672,1
680,1
690,1
725,1
727,1
728,1
729,1
732,1
753,1
754,1
755,1
759,1
761,1
767,1
769,1
770,1
773,1
775,1
777,1
778,1
779,1
780,1
781,1
801,1
842,1
852,1
921,1
945,1
946,1
1105,1
1106,1
1133,1
1134,1
1135,1
1136,1
1138,1
1139,1
1140,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1158,1
1159,1
1161,1
1171,1
1172,1
1201,1
1202,1
1207,1
1208,1
1210,1
1211,1
1222,1
1226,1
1228,1
1243,1
1350,1
1352,1
1357,1
1374,1
1417,1
1423,1
1424,1
1425,1
1426,1
1427,1
1440,1
1441,1
1455,1
1456,1
1464,1
1471,1
1499,1
1526,1
1604,1
1606,1
1611,1
1633,1
1683,1
1687,1
1732,1
1738,1
1740,1
1833,1
1848,1
1866,1
1967,1
1973,1
1985,1
1986,1
1988,1
2093,1
2094,1
2096,1
2097,1
2125,1
2133,1
2135,1
2136,1
2144,1
2149,1
2155,1
2174,1
2175,1
2177,1
2184,1
2187,1
2190,1
2192,1
2234,1
2238,1
2290,1
2295,1
2301,1
2354,1
2356,1
2365,1
2579,1
2584,1
2586,1
2590,1
2591,1
2599,1
2614,1
2615,1
2616,1
2651,1
2661,1
2685,1
2686,1
2693,1
2694,1
2695,1
2696,1
2697,1
2907,1
2966,1
2968,1
2969,1
2974,1
2976,1
2978,1
2979,1
2982,1
3043,1
3044,1
3046,1
3088,1
3109,1
3111,1
3124,1
3130,1
3131,1
3133,1
3135,1
3148,1
3152,1
3178,1
3186,1
3194,1
3199,1
3201,1
3206,1
3208,1
3216,1
3219,1
3242,1
3304,1
3349,1
3358,1
3374,1
3415,1
3471,1
3475,1
3476,1
3477,1
3478,1
3479,1
3481,1
3513,1
3521,1
3524,1
3535,1
3538,1
3539,1
3540,1
3541,1
3844,1
3845,1
3855,1
3864,1
3866,1
3940,1
3942,1
3950,1
3957,1
4103,1
4116,1
4145,1
4146,1
4152,1
4153,1
4157,1
4164,1
4170,1
4195,1
4511,1
4514,1
4519,1
4526,1
4527,1
4536,1
4542,1
4565,1
4569,1
4574,1
4581,1
4638,1
4639,1
4642,1
4680,1
4684,1
4715,1
4721,1
4726,1
4728,1
4730,1
4734,1
4771,1
5047,1
5048,1
5060,1
5062,1
5171,1
5172,1
5222,1
5223,1
5224,1
5228,1
5230,1
5231,1
5234,1
5235,1
5238,1
5239,1
5240,1
5242,1
5245,1
5246,1
5247,1
5248,1
5250,1
5251,1
5254,1
5257,1
5258,1
5259,1
5262,1
5263,1
5265,1
5266,1
5268,1
5269,1
5273,1
5279,1
5280,1
5281,1
5284,1
5285,1
5286,1
5287,1
5288,1
5292,1
5294,1
5295,1
5296,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5311,1
5314,1
5317,1
5319,1
5329,1
5330,1
5333,1
5338,1
5349,1
5352,1
5357,1
5358,1
5365,1
5366,1
5367,1
5395,1
5433,1
5434,1
5453,1
5496,1
5499,1
5503,1
5504,1
5521,1
5522,1
5523,1
5527,1
5532,1
5535,1
5581,1
5604,1
5605,1
5607,1
5608,1
5618,1
5625,1
5628,1
5630,1
5638,1
5641,1
5642,1
5647,1
5652,1
5655,1
5656,1
5660,1
5661,1
5667,1
5668,1
5671,1
5675,1
5678,1
5682,1
5692,1
5694,1
5697,1
5701,1
5703,1
5705,1
5707,1
5724,1
5726,1
5727,1
5729,1
5737,1
5743,1
5758,1
5759,1
5767,1
5768,1
5770,1
5774,1
5787,1
5788,1
5802,1
5834,1
5843,1
5849,1
5891,1
5909,1
5913,1
5918,1
5945,1
5966,1
5995,1
6001,1
6022,1
6024,1
6028,1
6030,1
6037,1
6038,1
6039,1
6040,1
6041,1
6042,1
6076,1
6367,1
6368,1
6369,1
6371,1
6375,1
6391,1
6401,1
6402,1
6403,1
6440,1
6467,1
6478,1
6479,1
6530,1
6552,1
6563,1
6589,1
6590,1
6611,1
6622,1
6632,1
6633,1
6635,1
6639,1
6667,1
6669,1
6670,1
6672,1
6674,1
6678,1
6679,1
6680,1
6693,1
6704,1
6711,1
6750,1
6819,1
6829,1
6852,1
6853,1
6854,1
6859,1
6862,1
6864,1
6865,1
6879,1
6948,1
6949,1
6950,1
6951,1
7147,1
7163,1
7168,1
7177,1
7202,1
7332,1
7333,1
7342,1
7345,1
7348,1
7415,1
7489,1
7490,1
7497,1
7498,1
7521,1
7544,1
7545,1
7547,1
7933,1
7949,1
7950,1
7963,1
7977,1
7990,1
7993,1
7995,1
7997,1
7998,1
8001,1
8007,1
8022,1
8025,1
8026,1
8035,1
8085,1
8117,1
8130,1
8147,1
8179,1
8181,1
8216,1
8217,1
8218,1
8219,1
8229,1
8230,1
8233,1
8234,1
8242,1
8272,1
8273,1
8275,1
8293,1
8294,1
8318,1
8323,1
8324,1
8325,1
8326,1
8330,1
8336,1
8605,1
8607,1
8608,1
8609,1
8610,1
8614,1
8615,1
8616,1
8618,1
8620,1
8630,1
8631,1
8632,1
8633,1
8634,1
8635,1
8640,1
8642,1
8643,1
8645,1
8651,1
8652,1
8654,1
8655,1
8657,1
8706,1
8710,1
8711,1
8733,1
8790,1
8817,1
8821,1
8822,1
8834,1
8841,1
8842,1
8874,1
8900,1
8906,1
8907,1
8924,1
8925,1
9088,1
9090,1
9101,1
9104,1
9107,1
9123,1
9220,1
9233,1
9243,1
9358,1
9369,1
9370,1
9382,1
9384,1
9387,1
9400,1
9406,1
9424,1
9427,1
9432,1
9433,1
9434,1
9436,1
9443,1
9446,1
9452,1
9453,1
9456,1
9457,1
9464,1
9468,1
9508,1
9584,1
9585,1
9647,1
9649,1
9650,1
9679,1
9680,1
9681,1
9682,1
9691,1
9698,1
9699,1
9700,1
9702,1
9832,1
9859,1
9863,1
9865,1
9867,1
9870,1
9872,1
9877,1
9878,1
9882,1
9890,1
9891,1
9892,1
9895,1
9928,1
9930,1
9935,1
9944,1
9980,1
9987,1
10001,1
10002,1
10039,1
10303,1
10305,1
10326,1
10327,1
10329,1
10332,1
10333,1
10334,1
10336,1
10501,1
10504,1
10521,1
10613,1
10643,1
10657,1
10686,1
10687,1
10689,1
10725,1
10728,1
10733,1
10769,1
11219,1
11240,1
11242,1
11246,1
11250,1
11257,1
11259,1
11268,1
11310,1
11340,1
11384,1
11406,1
11407,1
11408,1
11411,1
11414,1
11415,1
11474,1
11476,1
11478,1
11497,1
11508,1
11511,1
11588,1
11654,1
11673,1
11706,1
11717,1
11718,1
11721,1
11722,1
11832,1
11833,1
11836,1
11860,1
11861,1
11869,1
11871,1
11887,1
11987,1
11988,1
12004,1
12041,1
12067,1
12068,1
12069,1
12072,1
12096,1
12097,1
12104,1
12106,1
12117,1
12130,1
12131,1
12132,1
12133,1
12134,1
12137,1
12141,1
12142,1
12143,1
12144,1
12145,1
12146,1
12149,1
12151,1
12153,1
12163,1
12164,1
12167,1
12168,1
12170,1
12171,1
12172,1
12177,1
12178,1
12186,1
12237,1
12250,1
12253,1
12254,1
12259,1
12262,1
12264,1
12266,1
12298,1
12302,1
12304,1
12367,1
12419,1
12430,1
12431,1
12444,1
12446,1
12447,1
12452,1
12457,1
12510,1
12524,1
12578,1
12581,1
12597,1
12603,1
12606,1
12607,1
12608,1
12609,1
12610,1
12611,1
12621,1
12630,1
12647,1
12648,1
12660,1
12668,1
12673,1
12676,1
12726,1
12821,1
12843,1
13054,1
13055,1
13100,1
13141,1
13144,1
13147,1
13156,1
13157,1
13161,1
13168,1
13203,1
13334,1
13343,1
13349,1
13464,1
13674,1
13687,1
13688,1
13689,1
13690,1
13692,1
13694,1
13943,1
14012,1
14023,1
14031,1
14033,1
14036,1
14055,1
14056,1
14065,1
14077,1
14078,1
14079,1
14088,1
14131,1
14148,1
14214,1
14348,1
14444,1
14445,1
14466,1
14474,1
14536,1
14607,1
14663,1
14681,1
14715,1
14716,1
14717,1
14725,1
14748,1
14769,1
14772,1
14779,1
14780,1
14781,1
14782,1
14783,1
14784,1
14785,1
14827,1
14832,1
15094,1
15100,1
15217,1
15308,1
15314,1
15358,1
15359,1
15360,1
15362,1
15363,1
15366,1
15369,1
15370,1
15371,1
15392,1
15446,1
15448,1
15449,1
15466,1
15484,1
15542,1
15545,1
15551,1
15641,1
15642,1
15666,1
15752,1
16007,1
16015,1
16017,1
16176,1
16181,1
16188,1
16194,1
16226,1
16247,1
16253,1
16255,1
16257,1
16323,1
16324,1
16328,1
16331,1
16334,1
16337,1
16338,1
16339,1
16343,1
16345,1
16348,1
16349,1
16354,1
16356,1
16360,1
16362,1
16363,1
16365,1
16366,1
16367,1
16373,1
16377,1
16379,1
16381,1
16382,1
16383,1
16388,1
16389,1
16399,1
16400,1
16402,1
16404,1
16409,1
16411,1
16412,1
16419,1
16420,1
16424,1
16464,1
16527,1
16556,1
16571,1
16685,1
16688,1
16689,1
16690,1
16692,1
16694,1
16750,1
16751,1
16752,1
16753,1
16755,1
16766,1
16780,1
16792,1
16810,1
16821,1
16860,1
16864,1
16866,1
16870,1
16871,1
17022,1
17026,1
17027,1
17029,1
17133,1
17295,1
17785,1
17786,1
17787,1
17789,1
17791,1
17794,1
17800,1
17801,1
17803,1
17804,1
17806,1
17807,1
17915,1
17925,1
17927,1
17930,1
17932,1
17938,1
17942,1
17946,1
17948,1
17949,1
17958,1
17959,1
17960,1
17961,1
17962,1
17964,1
17965,1
17967,1
17968,1
17969,1
17970,1
17973,1
17980,1
17987,1
17991,1
17994,1
17995,1
17996,1
17997,1
17998,1
18002,1
18003,1
18005,1
18008,1
18011,1
18015,1
18016,1
18293,1
18457,1
18522,1
18532,1
18533,1
18564,1
18584,1
18589,1
18598,1
18628,1
18635,1
18713,1
18743,1
18744,1
18746,1
18747,1
18760,1
18873,1
18898,1
18938,1
18951,1
18956,1
18973,1
18979,1
18981,1
18983,1
18987,1
18988,1
18990,1
18995,1
18996,1
18997,1
18999,1
19000,1
19002,1
19006,1
19009,1
19011,1
19039,1
19041,1
19042,1
19043,1
19044,1
19046,1
19054,1
19069,1
19087,1
19088,1
19091,1
19100,1
19105,1
19108,1
19113,1
19119,1
19120,1
19121,1
19122,1
19124,1
19126,1
19130,1
19160,1
19161,1
19162,1
19164,1
19172,1
19175,1
19176,1
19187,1
19200,1
19231,1
19272,1
19324,1
19330,1
19348,1
19349,1
19351,1
19369,1
19455,1
19499,1
19505,1
19557,1
19561,1
19566,1
19569,1
19572,1
19573,1
19575,1
19587,1
19591,1
19597,1
19600,1
19612,1
19619,1
19620,1
19621,1
19626,1
19627,1
19634,1
19636,1
19638,1
19640,1
19641,1
19642,1
19643,1
19644,1
19645,1
19648,1
19654,1
19655,1
19656,1
19668,1
19675,1
19680,1
19689,1
19690,1
19692,1
19699,1
19705,1
19706,1
19708,1
19709,1
19714,1
19716,1
19719,1
19734,1
19737,1
19742,1
19743,1
19748,1
19749,1
19755,1
19766,1
19791,1
19814,1
19832,1
19853,1
19941,1
19951,1
19952,1
19954,1
19973,1
19976,1
19977,1
19998,1
20116,1
20131,1
20132,1
20276,1
20277,1
20280,1
20281,1
20320,1
20338,1
20340,1
20362,1
20436,1
20500,1
20592,1
20602,1
20604,1
20625,1
20627,1
20629,1
20630,1
20635,1
20641,1
20655,1
20656,1
20672,1
20731,1
20732,1
20738,1
20740,1
20754,1
20756,1
20757,1
20758,1
20762,1
20767,1
20770,1
20779,1
20795,1
20797,1
20810,1
20819,1
20827,1
20840,1
20843,1
20845,1
20856,1
20883,1
20885,1
20886,1
20897,1
20960,1
20968,1
20990,1
21009,1
21026,1
21039,1
21082,1
21091,1
21094,1
21102,1
21103,1
21106,1
21108,1
21111,1
21112,1
21150,1
21207,1
21218,1
21219,1
21303,1
21310,1
21377,1
21378,1
21381,1
21386,1
21390,1
21391,1
21401,1
21402,1
21403,1
21435,1
21467,1
21476,1
21477,1
21479,1
21484,1
21492,1
21541,1
21542,1
21580,1
21581,1
21627,1
21628,1
21682,1
21698,1
21702,1
21706,1
21709,1
21710,1
21712,1
21713,1
21714,1
21715,1
21720,1
21731,1
21743,1
21747,1
21758,1
21770,1
21784,1
21811,1
21831,1
21870,1
21872,1
21875,1
21883,1
21892,1
21906,1
21920,1
21933,1
21943,1
21953,1
21959,1
21960,1
21964,1
21966,1
21973,1
21985,1
21986,1
21999,1
22004,1
22010,1
22020,1
22025,1
22045,1
22065,1
22087,1
22093,1
22095,1
22103,1
22112,1
22115,1
22121,1
22134,1
22139,1
22140,1
22145,1
22147,1
22247,1
22249,1
22319,1
22327,1
22350,1
22352,1
22353,1
22355,1
22417,1
22722,1
22724,1
22725,1
22726,1
22727,1
22730,1
22731,1
22741,1
22742,1
22744,1
22750,1
22768,1
